# started on Tue Sep 15 13:48:46 2026

186110643,,cycles,41824033,100.00,,
632618696,,instructions,41824033,100.00,,
117650446,,branches,41824033,100.00,,
259333,,branch-misses,41824033,100.00,,
41.82,msec,task-clock,41824033,100.00,,
