# started on Tue Sep 15 13:48:52 2026

57810327,,cycles,13147365,100.00,,
115497241,,instructions,13147365,100.00,,
17728597,,branches,13147365,100.00,,
106827,,branch-misses,13147365,100.00,,
13.15,msec,task-clock,13147365,100.00,,
