# fixture operation result
ooxml/xlsx/NewlineInFormulas.xlsx opc-noop 3ec9c0c59a6e3f1ec66ca023c4a4ba0235c8047a41bf859fd223f352146637de:8935
ooxml/xlsx/Pivot1_Row.xlsx opc-noop 20bc9d2d0d6ce374c8bd9474b71c8b8b5834f6211c796536a9facebfa3ce019d:12707
ooxml/xlsx/Pivot1_Row_Grand.xlsx opc-noop f164de0ab220dd90f93881b34f544280de31d0d5210957f682fdfd72853edf18:12709
ooxml/xlsx/Pivot1_Row_Grand_Subtotals.xlsx opc-noop 8b79786249227e34d695411ad110c90c7424ebf4dfcbd56693b26366aff6eaf1:12845
ooxml/xlsx/Pivot2_Row.xlsx opc-noop 95570d3eb7d3b8dcb3ee8f4e6005100d257210b5a480808a68aaa5f306caff96:12590
ooxml/xlsx/Pivot2_Row_Compact.xlsx opc-noop e9481b8149b30637de37ae04c8ea8180a10e127d0af03f5277a421651a73980d:12877
ooxml/xlsx/Pivot2_Row_Grand.xlsx opc-noop 8957ceaf8f5054435fa88bcd1d78699a3702681346fb63fbfc01f6fb694bba1d:12615
ooxml/xlsx/Pivot2_Row_Grand_Subtotals.xlsx opc-noop 25e8f5ab83fe4b0b01a783421232647c1f2f9aaba09cc627ab0ac9748fa13c8a:12670
ooxml/xlsx/Pivot2_Row_Subtotals.xlsx opc-noop b8d8de7ad06f91e71a5b30db40e33ba857cd6787d3e070fb35a69184b136245f:12656
ooxml/xlsx/Pivot2_Row_Subtotals_SortDescendingAll.xlsx opc-noop 5730cf1ae3db9d5a528dcb875a085360d267a9975035a4a5faa8b654356c7a0b:12677
ooxml/xlsx/Pivot3_Column_Grand_Subtotals.xlsx opc-noop 4d5821b12415636f340bb541f6d9eea20ffc6885c9484e8f4a648d8cc6f66749:12716
ooxml/xlsx/Pivot4_Column_Grand_Subtotals_SortDescending.xlsx opc-noop 70bc07b95094138b97ff41b6e39ba2b349d9473a2d4c8a4c9f70c7f5a30b0eab:12734
ooxml/xlsx/SimpleMultiCell.xlsx opc-noop 119b6e70c5bbca6ca3e46f981e0719c154d87203adb4b5b61210d726deab9f7a:8123
ooxml/xlsx/SimpleNormal.xlsx opc-noop 6b300c76d7b6ba32e45c40086f5c8cea4b269946f7786a73e0d6f08c3acfe1e4:8871
ooxml/xlsx/SimpleScatterChart.xlsx opc-noop c3024ac94d6d42cbe48d20a798eda98b06d8dba6e2ed2b1fcda10659883c7be4:18278
ooxml/xlsx/SimpleStrict.xlsx opc-noop dd6d2142e4c440c5cfaa241aa48883bfc0a76742b4531102dd41aea2f7a4d2ad:9225
ooxml/xlsx/SimpleWithComments.xlsx opc-noop d7d337b3436e863487d26439a57ef749950c599862325d7bce7e830acf1df0ba:10060
ooxml/xlsx/SingleCellTable.xlsx opc-noop 81703720d256b69aebfeefac6134e81fd1b014104408db752f0ff24d46e4ba61:9486
ooxml/xlsx/Sparklines.xlsx opc-noop 9847a0015185459e126b3f60d09d4dbd4492d9a39644971118c67e38666d5b16:13356
ooxml/xlsx/StructuredReferences.xlsx opc-noop a746e336176f8157c50a0a3b017c4633b7b1d546bd1b8af0f8165a48d1bacc56:10459
ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx opc-noop 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446
ooxml/xlsx/Tables.xlsx opc-noop 3402bd6406a6ef32c3b88c45decb820f0ca797a8d971007f869b5ad3743bcbc8:54387
ooxml/xlsx/TablesWithDifferentHeaders.xlsx opc-noop bf6ac00bcc85e46c38eec0e643727fc8d3e55b2cc7c8e37e5972fa9f1c1373be:11359
ooxml/xlsx/TextColor.xlsx opc-noop 6be1ba592a6492f48b01f4aca3cb1ed66b24d6875da7dee5e25fe3eaf4826bdf:9531
ooxml/xlsx/TwoSheetsNoneHidden.xlsx opc-noop 62f83686811614842efe4606d07669fd3c70b8ed8c8ff1459c2c329c802a2e59:7938
ooxml/xlsx/TwoSheetsOneHidden.xlsx opc-noop 3e9749837cac5a19a7628d7e60c1a1c6d0ff7657f27fa7904b217b96e0dc534f:7962
ooxml/xlsx/autofilter-colors-fg.xlsx opc-noop 9bc60d29e03245b0ec94233986eccf0cf6a78d898fbfcd3685024fb445ee5424:10750
ooxml/xlsx/autofilter-colors.xlsx opc-noop cf1d66e64140eae397debf0c0adc78a4a27dea23c83df8e5cf71bdc6461fd6dd:10708
ooxml/xlsx/autofilter.xlsx opc-noop fcd5b6599e2c25cbe5aa7f89f44ffeaaf72e6240b51be0d4bd4c22ae0bcde7f4:6299
ooxml/xlsx/autofilternamedrange.xlsx opc-noop 8f7a17a5dfbd6cbf6b1045288d5fcfead31e84ca74329bd7e7cd6e74b4db6e44:9685
ooxml/xlsx/cell-borders.xlsx opc-noop edd882ecf3faaea2950c95d347a22b907918e6e2f883891cdfac8945778c4df7:20972
ooxml/xlsx/cell-multi-line.xlsx opc-noop 22fde6cac256b6755e2eca37f43c46b2ea04e86a5bbeef589d966f5ba2799575:9144
ooxml/xlsx/chart_hyperlink.xlsx opc-noop b6dc58cd4e3d357e429ffc1cf16cdea1bf909593f1fc8d939f0a5fbac8218b08:21564
ooxml/xlsx/column_style.xlsx opc-noop 205c5f18325c6e804dba44958d2beddd5557d558f0d44a260f11092d57b79e84:4646
ooxml/xlsx/condFormat_cellis.xlsx opc-noop fba4a6b3e19e77be3fd85882f280994b38296a162f181809cc9e5c274aaa43d4:9347
ooxml/xlsx/condformat_databar.xlsx opc-noop 1fc73ba3547ddfde691bf7008c23d5c205107b0a44e173ce2e56f2c345ae87ec:8052
ooxml/xlsx/condformat_theme_color.xlsx opc-noop 523f4157ea1103f5e24d10acb55fce729eb59da2d39aeba8f299ceb031436430:8937
ooxml/xlsx/conditional_fmt_checkpriority.xlsx opc-noop 21e644459edc86e2d6c260d367a2cd42fca89b2f83da7a1b3a92115ff18368d7:10682
ooxml/xlsx/conditional_fmt_origin.xlsx opc-noop 12a3a7241e225299181a7e3de9721015ee4adf319b144f5158dcef507d0af116:9705
ooxml/xlsx/conditional_formatting_multiple_ranges.xlsx opc-noop 2ee236b3134d0494f44fc122b59ba883762a87415a332a3bd1cb972f7e0fcb0d:9487
ooxml/xlsx/customxml.xlsx opc-noop 2ebad8b30f7c50d60cb511aa652faf968b90588ad52f0ef76d8135cc432f5168:13282
ooxml/xlsx/decimal-format.xlsx opc-noop 077dc9ab231d3c1d29c2a3db305d3b499643d7cdf4c58cf8ecd75bcfe1dd2da7:9677
ooxml/xlsx/duplicate-defined-names.xlsx opc-noop 8efb54cb804b713ff5c2d8af2f730f1583b3fa06ea932a3f853a8385d806ea78:18756
ooxml/xlsx/empty.xlsx opc-noop b8eb7e2482679660a4c10e39fd670a107658af56b6c83ef978dfd1db6950c0b9:5221
ooxml/xlsx/enhanced-protection.xlsx opc-noop 2a8151eb9653172e350c214c755f820b6d9670b155f9593d41c1b258655bcd44:8483
ooxml/xlsx/external-cache-multi-letter-column.xlsx opc-noop 0b81c9c80a7d1c72634bed36b596da7f0059c109fe1f44e00b56562307423217:44267
ooxml/xlsx/external-link-path-missing.xlsx opc-noop f8b6bc5bec25f6c75ffb42f47c17390a29a001de5acb0bbc6f3c44c2d891b720:15018
ooxml/xlsx/external-link-path-startup.xlsx opc-noop e06155747da482bfb7c1ac5f0ab3a80cbe5b510e664926709c356ba6b59e9bc4:11076
ooxml/xlsx/fontSize.xlsx opc-noop 45aed8b5b012ef17cf540772af6c6face2e5dd7561738ead84ec585bdbb58539:9883
ooxml/xlsx/formats.xlsx opc-noop 7bc3a117aa8f74fa1093376581fec69a0128415f60474455ae27c5ad2440f3f3:9295
ooxml/xlsx/headerFooterTest.xlsx opc-noop db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484
ooxml/xlsx/hyperlink.xlsx opc-noop 8693ab165bdfa767f071596ff29368ccc4771c5f0c1ef1a1fe81aa4f9524e2d6:9833
ooxml/xlsx/hyperlink_export.xlsx opc-noop 86709af721efb7b0d8293359032435dcb48b4a330d2d17b60f1bf079853b0c80:9100
ooxml/xlsx/hyperlink_formula.xlsx opc-noop b274b5c39ef21247ea0c4076c5f9f15153428e0b134f6e28fdb3074a96c2fb3a:9472
ooxml/xlsx/hyperlinks.xlsx opc-noop 246be6934c5bf339f3d2fafd253347b1eca963fe137af17442049dcff6f30061:9068
ooxml/xlsx/named-ranges-global.xlsx opc-noop 8fe1f4a558fe51bf5807aff77c0fe6c6f6581bad395a9ee1f01d1fe016e87bfa:5664
ooxml/xlsx/named-ranges-hidden.xlsx opc-noop b75f70ff0effa118fa3d4648369fb7167b20db35e5599fd52bddb238fefe5190:8959
ooxml/xlsx/noSharedStringTable.xlsx opc-noop 2aa358a1ab04cfffca6d13d827e4a5e12aea8376cdefc3a6e93575ce365d8ab6:7820
ooxml/xlsx/sample.xlsx opc-noop 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348
ooxml/xlsx/shared-strings-malformed-count.xlsx opc-noop c3c025bed1736a240e0e91960aaaaebd795d95b54a7b977c2e451406aa1f9462:6266
ooxml/xlsx/shared_formulas.xlsx opc-noop 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137
ooxml/xlsx/sharedhyperlink.xlsx opc-noop 91329edc5d293926c0294b6443449d90b3ac9d53a174c2f5c4d9e59ecea8fc73:9080
ooxml/xlsx/sheet-names.xlsx opc-noop e768518ed6161ec4698e6a24506fc71ce2ebf56b0a2fa5d9dd352b2dfb5f47ec:9425
ooxml/xlsx/sheet-state-show.xlsx opc-noop fa968f9b8a2f80254699ebde87f59b61c3fa746834e711570f233d43952dc163:26753
ooxml/xlsx/sheet-tab-color.xlsx opc-noop 5501d6ae93866d0425aadbab74443bee6146533182b7ceb90c620ab6de55d39f:8408
ooxml/xlsx/sheetProtection_allLocked.xlsx opc-noop ea89db75ac2ab78d1dced2ccd6f57d8ad200f015ac9e49b988f1a9df2fc36d83:7871
ooxml/xlsx/sheetProtection_not_protected.xlsx opc-noop 36d855f2915a60424c9d38dc8f53ab7021664f10672c66c79777d4b7ee78484a:28728
ooxml/xlsx/sortconditionref.xlsx opc-noop 40accc003c5b305b3adef414f8b13a9ec6b1ecb0f97d54305e00005480f81c0c:8993
ooxml/xlsx/sortconditionref2.xlsx opc-noop fe574ac4fe70f4edbd355b6042c0945e23df112f3de0db51588c6e3e7db72944:14816
ooxml/xlsx/style-alternate-content.xlsx opc-noop 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103
ooxml/xlsx/styles.xlsx opc-noop 4b544c197c391a8eb1711e9c6a962fd6371a96815dded21aa2461d71e27a046c:9309
ooxml/xlsx/table-sample.xlsx opc-noop d43a2c85e8f91c100a62f0ed0006789604ff818f017dd3be90e10a1af2093462:10595
ooxml/xlsx/tableStyle.xlsx opc-noop 494f76f9c9fa63f1980b7a250bbfcf6f8df7fb0b1cd5528307deef1b0b5b6cb8:10899
ooxml/xlsx/test_conditional_formatting.xlsx opc-noop dca9ea05ea5cf2a52941e10c1e1ce44ee2416b309771b5e93ae6fdb625010ebe:10203
ooxml/xlsx/universal-content.xlsx opc-noop 2ea90a5abfba7b6fb4f46a9dfdacef244dff1809620d6064a7e08314f6d09a18:7296
poi/test-data/document/61745.docx opc-noop ec54badce04b9fc3c4c327e31fbbd06c1bb556056df9cf04760db75c8913f8a2:37030
poi/test-data/document/Bug54849.docx opc-noop f54182713ea5ce5d77b9593d3d9d24e645460043cec0b40ef59c932385f084d3:27566
poi/test-data/document/ComplexNumberedLists.docx opc-noop 297a085a7d433af2eeee7661e8db21539452cb585096484774a1e9f5f258b0b6:14458
poi/test-data/document/EmbeddedDocument.docx opc-noop 3cb521da0faab3b8a9e7c5d155961b4f5506fb2ceda8e69e0790d03ee01767f2:13268
poi/test-data/document/Numbering.docx opc-noop 776a59dcf0e290f1988602e6305e2d9cb2e31f631dc4aa751593c23cddbaad4d:13808
poi/test-data/document/NumberingWOverrides.docx opc-noop 3754dee43880ce4c9e962eca41ac78c353999888282c9ada528efbb826e2bee6:15190
poi/test-data/document/NumberingWithOutOfOrderId.docx opc-noop fa2843a6297bb3e874f9c6dc8aac944704fba4d0d631b94627be7dbeaf12ed0f:12978
poi/test-data/document/heading123.docx opc-noop dac67500b907811030ab2bdd5b1c65cda97a15651d6ec0d33592ef70d34a5550:74810
poi/test-data/document/saut_page.docx opc-noop 748f34f3dc285f4d48474930758b2c37382d17965545a1729cb7400cada793da:2959626
poi/test-data/document/testComment.docx opc-noop 06b63b13f0b78a7179151af52c2282557c1ed204899feee9fcef4ca575344f97:65298
poi/test-data/integration/test_recursive_embedded.docx opc-noop c4b7fab030a8b6a9d6691f6699ac8e6f82bc53764a0f1430d134ae3b70c32654:27082
poi/test-data/openxml4j/50154.xlsx opc-noop 7c3f5f0907f198561933d05eb7c4fea1a8298e39fa7855b16e10d0e83ee1c399:13583
poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx opc-noop 2d1856ab17ee065074572a6d16f7823e5416a69d97863f5d7c91406b0d4628c3:13159
poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx opc-noop 133ccb353022ded1147dfed64416ca1ca6160cf918e89b5855ecd8e6565ee9bb:9788
poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx opc-noop bf4183712d8611daa9ce9a3a837abed44d9c70d7e59ad708b1a479a8370a5328:9801
poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx opc-noop dc1b3ecc6bb5ee8b02762bad477a7a5dbcc2b56776f7d82b7b5f405438095fd0:9786
poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx opc-noop c05b8865dafce506809953b6475504112d2cf9ef447c2e163376114e1f377581:9787
poi/test-data/openxml4j/OPCCompliance_CoreProperties_OnlyOneCorePropertiesPartFAIL.docx opc-noop refused:MultipleCorePropertiesRelationships
poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx opc-noop e2e8b6c95a034bbcb6f9239ce1519b7814e45d165d261775ac2ff58eef0a2b60:10058
poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx opc-noop 5266327422483db156b75ca5e9a0b2e76998bc40711adc831dadb2d5f6eed7d1:9814
poi/test-data/openxml4j/OPCCompliance_DerivedPartNameFAIL.docx opc-noop refused:DerivedPartNames { existing: "/word/document.xml", candidate: "/word/document.xml/image1.gif" }
poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx opc-noop ef6f55efd603dab8e762dcd35c695854ff4acce3ca1cf94e4dc6687617b81a5e:11483
poi/test-data/slideshow/45545_Comment.pptx opc-noop 0295a51f63150e3ee680154d07dab88062ba2306030b790561f85436f3ded7c8:308394
poi/test-data/slideshow/ArtisticEffectSample.pptx opc-noop 55c9b01d60efc8245f5d28097e702e1921e06aebfab522b6de574dcb435d66b7:972788
poi/test-data/slideshow/EmbeddedAudio.pptx opc-noop c5ae4274e2bf5504a56aef9c8d7c5d2381ece69c9bf68f7749ad5eae3e675edb:90047
poi/test-data/slideshow/EmbeddedVideo.pptx opc-noop 7940e3b1a339db11f00b65399a2fe77e0e85a5da3a30ac8d6c8a0a77527b2ab2:201418
poi/test-data/slideshow/bug62513.pptx opc-noop cd841112bd5b53f21e8434d080af8b2eeca78a07bc820e9ea0b97a0962c85c79:384775
poi/test-data/slideshow/bug65551.pptx opc-noop 45f9ddb5ef78d4da97c220dbf5e1aedcafcfddf338222ef958545c773d19e27c:34383
poi/test-data/slideshow/placeholder-layout-color.pptx opc-noop b683af99cf4e71db112fe87db15840846c53dbc7a6839cbf84804980d21af9ce:346876
poi/test-data/slideshow/prProps.pptx opc-noop b6d031d7cd670a007489465c57a0f233c497e89aed62a0a9f7d916cf173c86ad:30976
poi/test-data/spreadsheet/45540_classic_Header.xlsx opc-noop f1096655276b5cb2301c830f190017499b4e5a6aefb113cff434868b85178e7a:40213
poi/test-data/spreadsheet/45540_form_Footer.xlsx opc-noop 6b462fff66e6228e590cec586077886b5aa81e6908612dfab79218d027ab7989:57465
poi/test-data/spreadsheet/45540_form_Header.xlsx opc-noop 5e9a5cc4f70614fa4db4b8d87718f0e1bf6110e26046af251db8dc62a22ae7eb:57471
poi/test-data/spreadsheet/47889.xlsx opc-noop a6d7f8a056622201862c354bd508820f7e57a84c5e2531e4e4da20180615f312:3555
poi/test-data/spreadsheet/48962.xlsx opc-noop 58a34dbdf0233db433aec6b8ddfacc47f4a5e59ecc2013e8ec56a7b8dd2d2044:50260
poi/test-data/spreadsheet/49609.xlsx opc-noop 4237e7a06cfba518904fac9d2085bc38c4912290c9c698acd38234b86691c546:105424
poi/test-data/spreadsheet/54071.xlsx opc-noop 627e4e6c512bf12a66856749070d03f1ea51936192d57b9077568bbf9c9c09a1:9150
poi/test-data/spreadsheet/56169.xlsx opc-noop 58321b693403c75286a8898b0427dd2b672f9a4cc29bb5972fae3a926e104278:10345
poi/test-data/spreadsheet/58106.xlsx opc-noop 88c0e478f174b166190abfd0cf416a033d03252049a998441b98f9841613761f:9111
poi/test-data/spreadsheet/60289.xlsx opc-noop 1b9826bf19b72647a212be454a8ad9808c71df82b026d1cdc9247544386a7ece:8570
poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx opc-noop 9d57919aa4f6036fb922daba5d1dc913a8847581fd9a3dd3c4d79bca7d28bdb8:8224
poi/test-data/spreadsheet/62815.xlsb opc-noop 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665
poi/test-data/spreadsheet/62834.xlsx opc-noop e6984c58eba3d0746303c64fc4db73462ea1b6e5a4960e3c3dc550b64ddb0b42:9629
poi/test-data/spreadsheet/66365.xlsx opc-noop 244452f8198102b2191646cca864afdf243620c95988869f31c82ac2fc8be6b8:4753
poi/test-data/spreadsheet/AmpersandHeader.xlsx opc-noop 8996c5807a831043b6b457d6de6f748e46fdf66aa434a5b6a92ef0d87343db1d:9480
poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx opc-noop 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688
poi/test-data/spreadsheet/CustomXMLMappings.xlsx opc-noop 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906
poi/test-data/spreadsheet/DataValidationEvaluations.xlsx opc-noop ea5706d9afc031a8c2afef880559483bad30ab2c18e2857aca5f3cfaa74decf4:13679
poi/test-data/spreadsheet/DataValidationListTooLong.xlsx opc-noop 25785bbdbfe495db4bddbdb578b0239faa1715d40ede2b6003776e0a75a9a15a:3286
poi/test-data/spreadsheet/DataValidations-49244.xlsx opc-noop 8066b12c878d74aa35b55b22dc9daba9a56e91332a35cf96c4fc0f6af6bd3bd1:10705
poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx opc-noop f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460
poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx opc-noop e9c4515c22be30487a9ce3c081e74cf58b5143aa42b6dc07e891aa261066fa98:47318
poi/test-data/spreadsheet/FormatKM.xlsx opc-noop ab5b08e968898f40477c2599dab9285c4557e6f212f3b942011e6588018244e0:11590
poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx opc-noop 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446
poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx opc-noop 21f222c39b70fee2aad244b70a06123aa3bbd2e99ba29cfbc2ed157bcae095cd:8527
poi/test-data/spreadsheet/WithChartSheet.xlsx opc-noop 792b9f21afdb6b8b1f82345864ee15d55c17a1b54d71c250e82c87304385d362:30333
poi/test-data/spreadsheet/WithEmbeded.xlsx opc-noop 2bdaa7dbae4e739a5b1dc2654ccaeb15fe4d6a62cd47ab742db78100a7dcf9de:23668
poi/test-data/spreadsheet/WithTextBox.xlsb opc-noop 019fcd1672d45d557fcc4e2de334c8685a49c07c132075a3618c83db832f08b4:10076
poi/test-data/spreadsheet/bug64512_embed.xlsx opc-noop 50a8f8c88c7308dd4a0b4eb61cd58fa34063243e62a22af7ffd5a59d34180f5b:49746
poi/test-data/spreadsheet/chart_sheet.xlsx opc-noop 93e2d8663bc1a6b7d961f2a74440953ecdaadb1a3f171960129b730f7c935d3e:10795
poi/test-data/spreadsheet/customIndexedColors.xlsx opc-noop 6f9372b9c67e932e79aec95dae15fcd05877eac289895537aee80ce9c2bd8b00:19534
poi/test-data/spreadsheet/dataValidationTableRange.xlsx opc-noop 2a41971477de7c0af993a6a8bc3082145230ef04d087170797d167e563da84da:116554
poi/test-data/spreadsheet/headerFooterTest.xlsx opc-noop db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484
poi/test-data/spreadsheet/link-external-workbook-b.xlsx opc-noop 6e0e5c2aa3bf870cfeba03cb2350c312c639f2875b6501029d0bc134916b2361:4080
poi/test-data/spreadsheet/no_drawing_patriarch.xlsx opc-noop 53403358038a3c62ae2d1c4994a03a7c236015a1fcaad67e222588d6f43dec14:672414
poi/test-data/spreadsheet/right-to-left.xlsx opc-noop 419ef388b20501009a8c546f20ca0371abac168389b556ba47c52f48f0e7f3b0:14478
poi/test-data/spreadsheet/sample.xlsx opc-noop 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348
poi/test-data/spreadsheet/shared_formulas.xlsx opc-noop 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137
poi/test-data/spreadsheet/style-alternate-content.xlsx opc-noop 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103
poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx opc-noop 95c54e12bc9a7a80191fe1c9e2df866f029913d4b0cf8136fc0f5a65a63758c6:12428
poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx opc-noop c32169723f04c099700eca384550728a547aea1e969ff0cd50ff6071eaa847c0:8889
poi/test-data/spreadsheet/testVarious.xlsb opc-noop 8c600e97d719b0266dcfb49c1872feb8d10c6ed12bc768ff16ace7dae555ebfc:22715
poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx opc-noop 829b200dfdb5047764edd88201e565036ddeb45b70f0796e4b45dad5ada2666f:9196
poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx opc-noop 0ca1ab7d0e90087316072f89d181067c91c170f0718b109a8ee20867b23c58c2:8171
poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx opc-noop 257afc6f7b67869647569d8fda3285351e1a496741a3409a5ab28983ddfbc737:12468
poi/test-data/spreadsheet/xlookup.xlsx opc-noop 4d8fd3db6469df14f280964b3a447e0be027eda0e2195ca62693e92d8d353910:12031
poi/test-data/spreadsheet/xxe_in_schema.xlsx opc-noop 95dc84089f255d5878d89fdc1826edd112a9addd88b25a444f323aadc870c79d:9801
poi/test-data/xmldsign/hello-world-signed-twice.docx opc-noop e95ff2845328a023bb326f99c01a6acbe156a834aec4dd965944adbd03a5277a:16099
poi/test-data/xmldsign/hello-world-signed.docx opc-noop 9b29a40d57508d1f53d1066792c2da0064a4c36110949d1fad52119ede0ab05e:13244
poi/test-data/xmldsign/hello-world-signed.pptx opc-noop d119d8160dc912d639cbe8047c526c6dc58ca9dcd6b51bd5870c247d64413163:36107
poi/test-data/xmldsign/hello-world-signed.xlsx opc-noop 22e2d0f6f1a413d011fbdeba4c386ce842570f1cffc66c4f85956137d86a8f1d:13072
poi/test-data/xmldsign/ms-office-2010-signed.docx opc-noop bc55c0362722818823a6dd95f8e0ca9869e179ace972a0915241feb4677bde5f:16142
poi/test-data/xmldsign/ms-office-2010-signed.pptx opc-noop 4d925d282dcca86e62b6716647a458246f8b9ea0eae0ec6664bbbf5a3f91bce1:38874
poi/test-data/xmldsign/ms-office-2010-signed.xlsx opc-noop 4cbd8cbe613f036b7a0c779ffaaec7c5838710896c6ef26b3f27410d25d5ce45:12180
