# started on Tue Sep 15 13:48:59 2026

1178994596,,cycles,263902208,100.00,,
4936881854,,instructions,263902208,100.00,,
848912358,,branches,263902208,100.00,,
1264502,,branch-misses,263902208,100.00,,
263.90,msec,task-clock,263902208,100.00,,
