1	50996
2	32772
3	83478
4	55
5	23
6	12
7	1
8	33446
9	2
10	27
11	117
12	49
13	12
14	141
15	535
16	16695
17	125
18	32938
19	112
20	139
21	16472
24	16468
28	140
30	13
31	12
32	16742
34	4
36	16384
38	1
39	16666
40	54
47	3
48	6
56	44
57	7
60	1
63	8
64	393437
65	7
66	7
73	8
74	16384
76	1
78	16666
80	23
81	4
82	9
90	1
96	1834
112	4
116	9
120	1
128	180547
134	1808
136	4
139	5
142	1
144	3
148	12
152	10
156	65562
157	5
161	5
169	5
180	5
192	11
195	163840
200	4
208	16
212	24
216	5
224	3
240	3
251	5
256	14
261	5
264	9
278	5
280	20
281	5
288	17
297	5
298	11
304	4
308	8
312	4
314	1
332	3
368	3
372	4
384	1
408	19
448	4
472	1
480	4
512	12
513	11
528	3
544	7
576	3
628	10
648	1
664	1
808	2
856	1
877	2
920	10
1024	6
1096	1
1256	1
1536	6
2048	5
2106	6
2128	1
2176	4
2192	4
2512	1
3072	1
3223	4
3224	7
3904	1
4096	2
4276	8
6144	1
8192	5
12288	1
16384	2
24026	1
24576	2
32768	64
32769	10
40960	1
47552	56
48052	1
49152	2
49464	1
51186	3
51208	1
62912	12
65536	58
65537	54
73728	1
96104	1
98304	1
131072	1
131600	1
196608	1
262144	1
380032	10
393216	1
394752	2
786432	1
2559127	2
2559128	3
