fixture	key	class	before	after
libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx	docx.par.11.inline.1.xml	c-markup-canonical-same	len=1073;sha=bb37e41e959752eab9d07a8cd74d1b855d99b5c765060ee94c68a61a2c225898	len=40;sha=3c9ca5657f8cf78835b65a55b64fe233571d32430ebdb63afdb89063ca30da86
libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx	docx.block.5.xml	c-markup-canonical-same	len=6574;sha=1eea64e815ecec52a879a30b29d23875a10344f35264d3e945977447eb960e08	len=376;sha=2306b86ad603180a357d39cbd22f2e02d48970300ebfbccb986d2da9c33a7030
libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx	docx.par.0.inline.0.xml	c-markup-canonical-same	len=1094;sha=8f2dabd319cee3ed52becb0b4d1424a4057d55998d2ad0c3b86932df9f902500	len=61;sha=8cc03916b6d9de119ef6faba85fd87db3d3237faf25614205c1aa8ce62116b79
libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx	docx.par.0.inline.1.xml	c-markup-canonical-same	len=1073;sha=bb37e41e959752eab9d07a8cd74d1b855d99b5c765060ee94c68a61a2c225898	len=40;sha=3c9ca5657f8cf78835b65a55b64fe233571d32430ebdb63afdb89063ca30da86
libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx	docx.block.1.xml	c-markup-canonical-same	len=5438;sha=1346f3a904fe2d81ae3fff6b0fed4940163e33088fadcc495cce5229c1de60c0	len=273;sha=2d8f36cee270c47876774b637a98ec79510d21cec6d599fcd91adbf7d908eae5
libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx	docx.par.0.ext	b-outcome	ERR\tInvalidFormat("Word extension XML must have one [112] root")	para_id=none;text_id=none;no_spell_err=none
libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx	docx.par.1.ext	b-outcome	ERR\tInvalidFormat("Word extension XML must have one [112] root")	para_id=none;text_id=none;no_spell_err=none
libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx	docx.par.2.ext	b-outcome	ERR\tInvalidFormat("Word extension XML must have one [112] root")	para_id=none;text_id=none;no_spell_err=none
libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx	docx.par.3.ext	b-outcome	ERR\tInvalidFormat("Word extension XML must have one [112] root")	para_id=none;text_id=none;no_spell_err=none
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.1.run.0.content.0.xml	c-markup-canonical-same	len=2219;sha=23e97215474481899e9ba4486b7680101ee2d6e122414c6821fb76cb2dc5bdc1	len=153;sha=b932c10be22bec6b978c6953980f638d7aec0bd6cd22f2cdbeb332f33468669b
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.2.inline.0.xml	c-markup-canonical-same	len=1094;sha=8f2dabd319cee3ed52becb0b4d1424a4057d55998d2ad0c3b86932df9f902500	len=61;sha=8cc03916b6d9de119ef6faba85fd87db3d3237faf25614205c1aa8ce62116b79
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.2.inline.1.xml	c-markup-canonical-same	len=1073;sha=bb37e41e959752eab9d07a8cd74d1b855d99b5c765060ee94c68a61a2c225898	len=40;sha=3c9ca5657f8cf78835b65a55b64fe233571d32430ebdb63afdb89063ca30da86
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.0.xml	c-markup-canonical-same	len=1095;sha=70e4b80e43a0015b9b381cbeb8330c3ea7744c097e0e5e0ccd36357a12fda16a	len=62;sha=1522394f36c3df23c38185354b16f12caf74d639d828810f82d85a432e4edeb2
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.1.xml	c-markup-canonical-same	len=1106;sha=d74035f370195a63d5ec93efa5c44f1d02265c61f2de429d138376249fad0936	len=73;sha=f1468a65b6b9dc88e25e1e31c1eba7b01921cb1dfa0837c7da558bf7e31c6f0d
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.2.xml	c-markup-canonical-same	len=1112;sha=9aa4db08e135bdcf3e3d1be31371e1881924ab5382149cb30a576a5770dc95b0	len=79;sha=36eacd028cefb68e5a1fc056e97aff6d63fa72c35680fb9288dee47167152e96
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.3.xml	c-markup-canonical-same	len=1112;sha=b198e652f088a00b7a7f7478076eca5e165869facac95c65b76cb3d2bd92a32d	len=79;sha=7151c0325cf2c8063f2eb387c5e1901f80502d07eac82980a1a0c8663447a237
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.4.xml	c-markup-canonical-same	len=1112;sha=b5fe901acd06d98a4c7a44b7b462883cb271f9e1a0359ac3b6c7794782403a7d	len=79;sha=689d147aa2bb83cbbb25bf88a16312bac1941b95100b09e63c294ea9e2db794e
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.5.xml	c-markup-canonical-same	len=1112;sha=08b490a75825469d8f58241eb94eb07760ed409ddc91eab6160bfffa113ddf58	len=79;sha=3bf66aa21daceaf70e02f54a1d462d50d320c7137221281a5742b8ba601f5ab7
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.6.xml	c-markup-canonical-same	len=1115;sha=74eefb2b9416b30aaf881220cd9048e4de201210036a924255b622868c685e48	len=82;sha=2c75e643a0c80dc54fda9e817cdcd957074c05bde148202f262819164ede2777
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.7.xml	c-markup-canonical-same	len=1109;sha=3b382837c008f93facb1df1a1ed0840b8787cab33bdab0b3008dbcc840b7dfa9	len=76;sha=05a96c5133264a703536422629f1ccd9ca9f09ef2e7b11bc9719b5e138538631
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.8.xml	c-markup-canonical-same	len=1106;sha=e4193e3332ad7e50e8a31ef74d1508ea939c5ebbf2e858ea1f22908bb4c32e29	len=73;sha=445c0cd32c0253295d46ae6161cf7915cc1f20e0ae8b9782ae0828c174403013
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.9.xml	c-markup-canonical-same	len=1073;sha=0fa3f8f465dd3f3024da9973618dc55accc9445c7724c928e5b41733371c5e77	len=40;sha=8f7ed01a3d0920a82c9ecf7fb344d18e58a24d8fa6396d75eae29d20c00eeba9
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.10.xml	c-markup-canonical-same	len=1073;sha=23f827216210e6bce4cc2658267a009470007bcc750e194cde6ae519a8152fc2	len=40;sha=dfac733ce234d567e1873f9dd7af03f7d4c1129eb59924705e6748d25f01b121
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.11.xml	c-markup-canonical-same	len=1073;sha=e481328ba2535f1d3efa4b2cb070abb99a546853849596ff7fa95a48fc18c8df	len=40;sha=d5e1cd3e9652b79b0ad642f32ab64f27822cf23f2945fcd20749f5849dc39390
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.12.xml	c-markup-canonical-same	len=1073;sha=b197e30ed9163ead6af1a6e7d2f5f8d72f6f2034b8a7a1f36e9c3b97d373d0eb	len=40;sha=b3d5ab2e86b59b2262edd7f543f68851afd754fe05b872c4c5309c031470cd4e
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.13.xml	c-markup-canonical-same	len=1073;sha=10a788111eff524b33aea1ae1477c47b3809090c501e93020ba17828b9553c40	len=40;sha=c6281286fdf1e0b04818343cc7755211709d4f666ec9fdc87de810d5a06b84c9
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.14.xml	c-markup-canonical-same	len=1073;sha=838fd5dd71826b2dfff2afb4e0846f918fca62739cee5bb8ea7afa9228208bc0	len=40;sha=772ef57daf0b868d9042aea0d31d24bbc8d54e284ec7d6c16f15b6e87e623d23
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.15.xml	c-markup-canonical-same	len=1073;sha=e33a1aca2af55ab80f962974ca2c612d3270171419a906c9339fbb0173bdaa3f	len=40;sha=8e191dce9f14b272ccfd2f83b69c70917164494afc8f19e03b5a50164d95f5d8
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.16.xml	c-markup-canonical-same	len=1073;sha=77a85a30c61c41352e2b9b22fd1e9e193dddd2ccd95f6cb88578b6c2cc8d728b	len=40;sha=875e59950035ca4e7acec02c53d942fa124cdf605b21bad90aeca6258b0614ee
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.par.14.inline.17.xml	c-markup-canonical-same	len=1073;sha=fbec6c80eeea96ebcae60304084cb0cdb5832df2bffb34457444e97a9ad0c199	len=40;sha=9191f161b5c0091d6518ec99a14b61d2b3300d2f2a4e97781b89b6e94de0c424
libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	docx.block.2.xml	c-markup-canonical-same	len=12061;sha=45b99923e1e34075ab229b4d650528fb51e15ecea7b34fa957fa4e799d5c023e	len=698;sha=30f877249e8e5500e84a4f47fd23f78446fc414595a77734af4ffe09e8afb505
libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx	docx.par.0.inline.1.xml	c-markup-canonical-same	len=5632;sha=da49718d8eaf961aee06cc77d1837f4e60b004207eb432df96069f3a17699a6e	len=142;sha=876c5a150524ceb82de09bbf97d5f2bc2b1566763f008743bb0b3da324be4769
libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx	docx.par.0.inline.3.xml	c-markup-canonical-same	len=1159;sha=c741945440776f99e89d840dcf6c5e3250bd7965b29b19315ec32e9792f5c911	len=61;sha=8cc03916b6d9de119ef6faba85fd87db3d3237faf25614205c1aa8ce62116b79
libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx	docx.par.0.inline.4.xml	c-markup-canonical-same	len=1138;sha=c414be8e54c455113d4c31271afbc20685ae10ed86eddc861ed2d9b8eaa2d302	len=40;sha=3c9ca5657f8cf78835b65a55b64fe233571d32430ebdb63afdb89063ca30da86
libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx	docx.block.1.xml	c-markup-canonical-same	len=12784;sha=ca5f850c36b752d01dca8455f738de29f5c0153203bd53d0c835c29401f2622c	len=706;sha=4d0751397b4f5efdcba9123351d61f711f6707516e984c0027c2a93e00e97f37
libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx	docx.par.0.run.0.content.0.xml	c-markup-canonical-same	len=32343;sha=21f4a2db5ea70d53107a84f65b7104340bc6c35d61650e3f7d9ace8dffa13582	len=1643;sha=4af495592f17fa5218b3a1ae51459fda2bf61927c0582464cbdf6e7e4b13fa32
libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx	docx.par.1.run.1.content.0.xml	c-markup-canonical-same	len=7960;sha=c5b08756786e9a194175c97d944b04279024e7615590f4273c916bbe5359f517	len=587;sha=5494acc88de0ca85863d2a8db97db18d2ef7667fbbcb253946ccb41b9ca44a8a
libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx	docx.par.2.run.1.content.0.xml	c-markup-canonical-same	len=8020;sha=fe8f69899745fe38a767c97f896a69fc24761f612b6ec549d29806dc1aa83fed	len=647;sha=05c27720b3ecffca9c6ed91d38daf6484d28a2f3247e925429f955a9bfa29132
libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx	docx.par.4.inline.0.xml	c-markup-canonical-same	len=17646;sha=55513a9cbccac25533c78890295b4ba924f68cf43de5ca834f8e61ff6f1e433e	len=531;sha=3708bada9f9d45fc51084415692f2bacba9b81159cac9f99b0963f929d444155
libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx	docx.block.5.xml	c-markup-canonical-same	len=5258;sha=458ced383d804ba7ff3bd65e38e9110e23c8ceb66b76ef64827b83b89e76c1e2	len=368;sha=2d58eb6e2e85429f4c3ef56812a0345f7b8e7d8d1cd5441dc246c871824c8b9e
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.par.0.run.0.content.0.xml	c-markup-canonical-same	len=2083;sha=e1e1b61a61e866afd210382fa1d140c45d88a3b1c8daddaf204794cbde165088	len=45;sha=0cec2a87070f6199e85f08aa830d6a8ca928b53b17adf763b021004ca7e0f4ee
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.par.0.run.1.content.0.xml	c-markup-canonical-same	len=2100;sha=392611806fb405d9de5550b40592c607048ce7648dac4e5efaeec9c2172bcdca	len=62;sha=217ee5ebdcb813cbfc6ddfbfecfae3447000512992ad2cf14ece0e8b1987ab66
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.par.0.run.2.content.0.xml	c-markup-canonical-same	len=2086;sha=d46c1e2c418f44f472495568216942b0c6890552a98eb12ee1bc63969bd5bf8c	len=48;sha=972c28f3703981ec58bdf4df4222efcac64ac46c2ad77baee0b44bfaca60f04d
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.par.1.run.0.content.0.xml	c-markup-canonical-same	len=2081;sha=3cb265e90b32d9bac097e5e6c0aae08697523876871320027fd06ff4a903406e	len=43;sha=a2bc40bb55af0044502b6d83ad42e06c4116a81e211d674047b4a8de790caca5
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.block.0.xml	c-markup-canonical-same	len=2129;sha=6cc7c80f32c807368d43aa2671bc3a18b8d3cfdacf352547a6097b5ee1ad0d26	len=91;sha=095765c293dad473fa53dcf862b0d5e3b5b07da4f025536680b49af6b8fb68ec
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.block.1.xml	c-markup-canonical-same	len=2108;sha=bdf5409047bb839e60f0530b963f2a8e91aa43d4171734c3fc086895b3a59977	len=70;sha=2afc2d70bcc56beb4f0a09938e5813a12f5f9ed9c1741381f4ecd4bdded0dd38
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.block.2.xml	c-markup-canonical-same	len=223702;sha=39fb3cf60fe843437e16793393c5cf316018699344571b3cb81dc87eebb4f2a3	len=3598;sha=dbe860f211de8f1409e696a4f3c5dbd0775fe5e117d1cb83e1d4ad5d96c50cc5
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.block.4.xml	c-markup-canonical-same	len=20828;sha=cfd6a2b577f8c28e8ed7c02d7f7f0e63347e670f9b86d8b945dcd2df507e6579	len=448;sha=014ed9ddb52403123af29af4ceff71b979377ded98257a88b8393102bfbdd60e
libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	docx.block.5.xml	c-markup-canonical-same	len=10463;sha=5692175cc899a118cd82b9ced74091e4086eb8e49dad3318566dcc8eda6d3df5	len=273;sha=4f1e915c529d3682ae88f59a48843af8d85c7d7e263af203f22c2cb84ff0fb8d
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.par.1.run.0.content.0.xml	c-markup-canonical-same	len=1078;sha=970fd8d11f3e35ac4d061af8caa67bae987171633d779e9362b6291418e7d65d	len=45;sha=0cec2a87070f6199e85f08aa830d6a8ca928b53b17adf763b021004ca7e0f4ee
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.par.1.run.1.content.0.xml	c-markup-canonical-same	len=1095;sha=3c92dd70a1d14e2f91151623e677d710df881864544f53976ea17e15e72e8eba	len=62;sha=217ee5ebdcb813cbfc6ddfbfecfae3447000512992ad2cf14ece0e8b1987ab66
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.par.1.run.2.content.0.xml	c-markup-canonical-same	len=1081;sha=2c87d0cb0955c15c58eff60ed801351bd2a8d456f3173e6fe2852308c350d28d	len=48;sha=972c28f3703981ec58bdf4df4222efcac64ac46c2ad77baee0b44bfaca60f04d
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.par.1.run.4.content.0.xml	c-markup-canonical-same	len=1076;sha=b1100a8deef4e8122be0249d903c90dd2b691e1cc0492ec012bbbe538977d8aa	len=43;sha=a2bc40bb55af0044502b6d83ad42e06c4116a81e211d674047b4a8de790caca5
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.par.2.inline.0.xml	c-markup-canonical-same	len=1094;sha=8f2dabd319cee3ed52becb0b4d1424a4057d55998d2ad0c3b86932df9f902500	len=61;sha=8cc03916b6d9de119ef6faba85fd87db3d3237faf25614205c1aa8ce62116b79
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.par.2.inline.3.xml	c-markup-canonical-same	len=1073;sha=bb37e41e959752eab9d07a8cd74d1b855d99b5c765060ee94c68a61a2c225898	len=40;sha=3c9ca5657f8cf78835b65a55b64fe233571d32430ebdb63afdb89063ca30da86
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.block.0.xml	c-markup-canonical-same	len=40414;sha=07b0cb14edfa2b556ed9a825b9b6672454c7c1b6d7b9c4e566c726b55b7558ec	len=1160;sha=46bc8a9bdd99eb9351fbf03afba19184663d2ba5c584e9537d43160e5375ccaf
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.block.2.xml	c-markup-canonical-same	len=5438;sha=f06676a31e3db8b27e0aaac895d4e9843641d1ed267eed251e116ab2b658f7f5	len=273;sha=a04e806fdb79492940d8e7382f490a41804dca581733dbb940e989117d905dde
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.en.0.xml	c-markup-canonical-same	len=58522;sha=a1b7d4341cca854e1775ef181bdd0417c5d42477289d8859ac8db486380e027b	len=1707;sha=a0579f221bfb1d022c7e1207c7dd9a58cbe47e672b727ddb60da5c30969ad4cd
libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	docx.en.1.xml	c-markup-canonical-same	len=58422;sha=d4f1c0a129ab58edd22130c440ccad6235983a2848838353edfb4105730b314f	len=1607;sha=977ffc2187b8547ff7aa89b816792f0bacb85ae471137672affe2b86253ddf5d
libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx	docx.block.1.xml	c-markup-canonical-same	len=5550;sha=6727384535dd53b95491eb7a08ed4b77d9368ae2ac24623400f7870fb50f6ffa	len=342;sha=cff6c5e0483b7c9ffdc75d8a5debf2edd4e593603b2d2870e2e58f949a390775
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx.par.1.inline.1.xml	c-markup-canonical-same	len=1159;sha=6f87a81fb04df4027e34c13f59d45e98b6f03a141cf41610f806a01f5d10ea48	len=61;sha=97420d915b601a77056bc295afeb7ef48431e13f8249f555d74f020576f2247e
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx.par.1.inline.2.xml	c-markup-canonical-same	len=1138;sha=39c9a5d5fbb21e744634575bcdacdf447148208a239d7269d7fdc9ef3f230c5f	len=40;sha=8f7ed01a3d0920a82c9ecf7fb344d18e58a24d8fa6396d75eae29d20c00eeba9
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx.par.1.run.0.content.0.xml	c-markup-canonical-same	len=25297;sha=a61718e77da414c70acb068f30c3f6779dbadc8f5adea0a9b5a0919799fea5e1	len=1141;sha=7a0e61fa7fbb6fc044658dd4605997cbd1bc10b5689ed8764cfd14f177fe53c4
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx.block.1.xml	c-markup-canonical-same	len=1167;sha=08e56cd91c43975d087b4f4e3638ac73ae5f7db3e03cc46c79fb2e868fde3f5e	len=69;sha=d0ded13ff1c83c6b38b1fa7ee30599debf47a32ee4169f15c2330ddd7bb29f7b
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx.block.2.xml	c-markup-canonical-same	len=1138;sha=c414be8e54c455113d4c31271afbc20685ae10ed86eddc861ed2d9b8eaa2d302	len=40;sha=3c9ca5657f8cf78835b65a55b64fe233571d32430ebdb63afdb89063ca30da86
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx.block.4.xml	c-markup-canonical-same	len=12786;sha=c5145d971e56ad7df36fbf53ff3bce2fef247c84756791d523f6a650f48bf55f	len=708;sha=562b96bdf24e2982ac3690d921f494d4f527d2b78faaf13c9331287338de596d
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	docx.par.1.run.0.content.0.xml	c-markup-canonical-same	len=16737;sha=2f2ed43ef0400c9a93919f0c1ea48dfd8d24e84fe231eb94909ac500a2bd8c9e	len=518;sha=c60389424b1e42b63fdc11d1b4a0bd97b539b89cf0e78973c90257616ed19d76
libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	docx.block.3.xml	c-markup-canonical-same	len=14246;sha=0002e45ebcfd44ba6dffbc1a7fc0a0b05f7648b3f48c5867470859d49119ffa3	len=344;sha=f326637985937d9c56d89f6fac1da3c984fae7efa7021391807337fc5ac66d31
libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx	docx.block.1.xml	c-markup-canonical-same	len=28670;sha=c602fe6d5d76132e0ef45072dd46745a9ed88b82f7c7fb7c80797c619095a4c5	len=877;sha=e129a8f75e12e7a1812419ce6c0788f1c859b7ec4ce07e993a5f97e7403eb1cf
libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx	docx.block.3.xml	c-markup-canonical-same	len=6918;sha=6bfd79db6a98d142f0b6a356d466115037215f5a9e05a096e864785bb8e872b8	len=335;sha=59c14e804c6a6097fa3402e21e415e01e740d0ea9f9df5cd4a03fc72d0667e86
libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	docx.par.2.run.0.content.0.xml	c-markup-canonical-same	len=34925;sha=380692e049114e9b3c13aa2024fd8038081634286aca0da4bc7c1ed5c5ce2847	len=1020;sha=2250c67afb644f1ff9b994678d894ec0e03d7a43a43c934fb1d867fc6749ecf1
libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	docx.block.3.xml	c-markup-canonical-same	len=13923;sha=59c6b597ba341c8611701020f784bf09edaa32e0d33c431a88347635ba8e0b4b	len=381;sha=232527a8c2ab7ad83d8fc795444f66c7b0a13699714b02cce873ca3b7720528a
libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx.par.0.inline.0.xml	c-markup-canonical-same	len=37846;sha=240fccf2330a59ec932583bee9a90748a42dcf4dc9879b7c5d26640e58aa20ca	len=691;sha=18703151e054e6de75d3d6c3025cbea2aa4f3234563796e4e579f6d14bd2106b
libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx.par.0.run.0.content.0.xml	c-markup-canonical-same	len=2525;sha=666490172fc198be17abc30130fcdab427441303e47326eeedfe32985d1c2ba9	len=48;sha=c78d456b8785ce678a5c3ed555b69149e5d87c56e6c133116a3f3101822308ee
libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx.par.0.run.1.content.0.xml	c-markup-canonical-same	len=2503;sha=1034f77850d11332c849a0c555d92713239ab60f99d7c88ba089541ad7befe94	len=26;sha=9eeef2e5faf3b72eb650214874fcf17038bade8268bd075bbad2f8f9052380ef
libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx.par.0.run.2.content.0.xml	c-markup-canonical-same	len=2527;sha=8ebfa19eeee238ca3c3a432c910763da4ebeb97b0481a7e0b650c375009d683f	len=50;sha=99182c8135293face8c8dbc9b4d69f653b668a7adfb961f13cc9c18ff10c7bcb
libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx.par.0.run.3.content.0.xml	c-markup-canonical-same	len=2525;sha=31da5fdf1f7f9b0bf28fd4da67f927a89db48388986d6db13819b02caf0bf920	len=48;sha=63486639d6e741fb4d2e1d99dde80ffeefffc39229ce53ad903f615e5312dc9d
libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx.block.1.xml	c-markup-canonical-same	len=12691;sha=e59f84c8d9d90762d0f75d5aeb26f53cef9d7b2a47006d740ae6d2f675effde9	len=306;sha=582cc6bedb81270a90ef2640262987d83cf5caf6c1764293015317b11f8f4151
libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx.cmt.0.xml	c-markup-canonical-same	len=25133;sha=dfd579eb83fe0d5534de23f1b8c61b9e7d4a9d105b3640e5d3e05ffb1d2d4ca5	len=363;sha=a9c65340db50d6241ef25bcef88a67a408b44814b72b82ce90e56418e97cbc35
office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx	xlsx.sheet.0.view.0.retained_xml	c-markup-canonical-same	len=1301;sha=6c232e2d1b516c98208dc2a94bf5f612ea4af9acf2d6bb7e5d72b3b3a5d34251	len=855;sha=751fee6b07a55692329ee7c817358aa0a9623ea284945414c63ee27b1cf93b09
office-interop/libreoffice-resaved/document-properties-litchi.docx	docx.block.1.xml	c-markup-canonical-same	len=7440;sha=98388779394fba40a2cb120cfcc692849233463578b04c028b02a84d2de97211	len=416;sha=8de8ffae830391e7f6ef90f76e30156358350ce4e96318983792ab0da3b12b25
office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx.sld.0.shp.0.xml	c-markup-canonical-same	len=18032;sha=403bd29f994147e9f23df0085e7c92773aa8038cdee7e02f30d102e156de560f	len=1232;sha=bf33c2599730ba001ff7077f03cb2d696a4b9a7b869c3efa4b033b90b110582f
office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx.sld.0.shp.1.xml	c-markup-canonical-same	len=6722;sha=a7f9342b56c4ca6d12d9a166a9142633fc5a800e3e55106e0ca6f0ac2ffc16ce	len=422;sha=fa4a1357077e8cee940c2d7556b56e001ee3b619d688ee47615640382e95d531
office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx.sld.0.shp.2.xml	c-markup-canonical-same	len=210705;sha=daee95faf9f404195fa80aa5365ca62bbd138eccecfc8d5b1d15528206d54c06	len=18345;sha=8f1a371873232da7e31795a6198cd829c14ddbf5443262f63f323a272c0e8193
office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx.sld.0.shp.3.xml	c-markup-canonical-same	len=7574;sha=aa54a919592615484784a13b34830648569799ead508a5b621a7b67392cf1655	len=434;sha=13ca548a93eb084aa1d336ffa70d8873316370dbb6857c273f00e3d45ebb1530
office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx.sld.0.shp.4.xml	c-markup-canonical-same	len=120763;sha=fb9e294bee595bc9313d0cfcd5c8161b7ca6c376c60f2c9574fa2370527a7adf	len=8623;sha=4cf5f9cb87901b7fe8aee34f8faf41703500fffd4b51cd836d6ec8ffd34816e9
office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx.sld.0.shp.5.xml	c-markup-canonical-same	len=7686;sha=9eb5537e903d6701834ff4cc9c7a9f5c22b2f50810dd2fa16742326310b55da2	len=546;sha=203be3e4335ecf211c46c0cde8a8789f467405f04a6417c0cbf42e0ce4e8ccab
