### fct after  (N=4 profile, inclusive rows at or above 1.00%)
20,419,547 (56.27%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed'litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
17,922,858 (49.39%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::start'litchi_ooxml_common::mce::codec::process_markup_compatibility [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
17,627,723 (48.58%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::load_source_catalog'litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
16,573,960 (45.68%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_markup_compatibility'litchi_ooxml_common::mce::codec::process_ooxml [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
15,150,441 (41.75%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::write_start'litchi_ooxml_common::mce::codec::start [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
14,574,212 (40.16%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::MultiSourceEdit::commit'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
13,993,430 (38.56%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::capture_auxiliary_source'litchi_xlsx::cell_values::snapshot::load_source_catalog [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
13,629,655 (37.56%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::esc'litchi_ooxml_common::mce::codec::write_start [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
13,615,928 (37.52%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/styles.rs:litchi_xlsx::raw::styles::parse'litchi_xlsx::cell_values::snapshot::capture_auxiliary_source [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
10,920,884 (30.10%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_ooxml'litchi_xlsx::raw::styles::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 9,166,610 (25.26%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_rewritten_value_source'litchi_xlsx::cell_values::source::MultiSourceEdit::commit [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 8,429,828 (23.23%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/mod.rs:litchi_xlsx::raw::worksheet::parse'litchi_xlsx::cell_values::snapshot::Snapshot::from_rewritten_value_source [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 5,245,662 (14.46%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::start'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::transition [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 4,967,572 (13.69%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/events/attributes.rs:quick_xml::events::attributes::IterState::next'<quick_xml::events::attributes::Attributes as core::iter::traits::iterator::Iterator>::next [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 4,640,908 (12.79%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::parse'litchi_xlsx::raw::worksheet::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 4,250,311 (11.71%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::BoundedOutput::reserve'litchi_ooxml_common::mce::codec::esc [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 3,903,645 (10.76%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::transition'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]

### dvtr after  (N=4 profile, inclusive rows at or above 1.00%)
136,716,051 (100.0%)  PROGRAM TOTALS
136,490,095 (99.83%)  ???:(below main)'0x0000000000023cc0 [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
136,490,083 (99.83%)  ./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34'(below main) [/usr/lib/x86_64-linux-gnu/libc.so.6]
136,489,902 (99.83%)  ./csu/../sysdeps/nptl/libc_start_call_main.h:(below main)'__libc_start_main@@GLIBC_2.34 [/usr/lib/x86_64-linux-gnu/libc.so.6]
136,488,108 (99.83%)  ???:main'(below main) [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
136,488,096 (99.83%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start_internal'main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
136,382,924 (99.76%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::rt::lang_start_internal'main
136,382,923 (99.76%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start::{{closure}}'std::rt::lang_start_internal [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
136,382,917 (99.76%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/sys/backtrace.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}} [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
136,382,914 (99.76%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}}
136,382,913 (99.76%)  /tmp/claude-1001/-home-zhuhe-code-litchi/709d31e6-bf68-4968-8b5c-9a2af1c22cc8/scratchpad/agents/0603/probe-after/src/main.rs:xlsx_admission_probe::main'std::sys::backtrace::__rust_begin_short_backtrace
135,508,176 (99.12%)  src/main.rs:xlsx_admission_probe::main'std::sys::backtrace::__rust_begin_short_backtrace [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 82,610,948 (60.43%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 82,555,602 (60.38%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed'litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 61,167,062 (44.74%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::load_source_catalog'litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 58,830,340 (43.03%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::capture_auxiliary_source'litchi_xlsx::cell_values::snapshot::load_source_catalog [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 58,364,034 (42.69%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/styles.rs:litchi_xlsx::raw::styles::parse'litchi_xlsx::cell_values::snapshot::capture_auxiliary_source [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 55,786,879 (40.80%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_markup_compatibility'litchi_ooxml_common::mce::codec::process_ooxml [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 54,584,190 (39.93%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::start'litchi_ooxml_common::mce::codec::process_markup_compatibility [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 52,441,909 (38.36%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::MultiSourceEdit::commit'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 45,863,822 (33.55%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_ooxml'litchi_xlsx::raw::styles::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 44,973,193 (32.90%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::write_start'litchi_ooxml_common::mce::codec::start [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 40,026,059 (29.28%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::esc'litchi_ooxml_common::mce::codec::write_start [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 34,385,071 (25.15%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_rewritten_value_source'litchi_xlsx::cell_values::source::MultiSourceEdit::commit [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 26,671,775 (19.51%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/mod.rs:litchi_xlsx::raw::worksheet::parse'litchi_xlsx::cell_values::snapshot::Snapshot::from_rewritten_value_source [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 24,558,533 (17.96%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::start'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::transition [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 21,330,204 (15.60%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_source_selected'litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 20,839,688 (15.24%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/validation.rs:litchi_xlsx::cell_values::validation::worksheet_xml_and_parse_source'litchi_xlsx::cell_values::snapshot::Snapshot::from_source_selected [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 20,838,592 (15.24%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/mod.rs:litchi_xlsx::raw::worksheet::parse_source_with_observer'litchi_xlsx::cell_values::validation::worksheet_xml_and_parse_source [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 20,444,735 (14.95%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::parse_source_with_observer'litchi_xlsx::raw::worksheet::parse_source_with_observer [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]

### sss after  (N=4 profile, inclusive rows at or above 1.00%)
450,790,117 (100.0%)  PROGRAM TOTALS
450,564,144 (99.95%)  ???:(below main)'0x0000000000023cc0 [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
450,564,132 (99.95%)  ./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34'(below main) [/usr/lib/x86_64-linux-gnu/libc.so.6]
450,563,951 (99.95%)  ./csu/../sysdeps/nptl/libc_start_call_main.h:(below main)'__libc_start_main@@GLIBC_2.34 [/usr/lib/x86_64-linux-gnu/libc.so.6]
450,562,157 (99.95%)  ???:main'(below main) [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
450,562,145 (99.95%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start_internal'main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
450,456,973 (99.93%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::rt::lang_start_internal'main
450,456,972 (99.93%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start::{{closure}}'std::rt::lang_start_internal [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
450,456,966 (99.93%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/sys/backtrace.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}} [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
450,456,963 (99.93%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}}
450,456,962 (99.93%)  /tmp/claude-1001/-home-zhuhe-code-litchi/709d31e6-bf68-4968-8b5c-9a2af1c22cc8/scratchpad/agents/0603/probe-after/src/main.rs:xlsx_admission_probe::main'std::sys::backtrace::__rust_begin_short_backtrace
449,680,250 (99.75%)  src/main.rs:xlsx_admission_probe::main'std::sys::backtrace::__rust_begin_short_backtrace [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
229,655,960 (50.95%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
229,625,770 (50.94%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed'litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
219,151,633 (48.62%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::MultiSourceEdit::commit'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
137,538,303 (30.51%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/edit/package.rs:litchi_xlsx::raw::worksheet::edit::package::rewrite_value_only_with_provenance'litchi_xlsx::cell_values::source::MultiSourceEdit::commit [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
135,571,593 (30.07%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_source_selected'litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
133,382,285 (29.59%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/validation.rs:litchi_xlsx::cell_values::validation::worksheet_xml_and_parse_source'litchi_xlsx::cell_values::snapshot::Snapshot::from_source_selected [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
133,380,709 (29.59%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/mod.rs:litchi_xlsx::raw::worksheet::parse_source_with_observer'litchi_xlsx::cell_values::validation::worksheet_xml_and_parse_source [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
131,890,932 (29.26%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::parse_source_with_observer'litchi_xlsx::raw::worksheet::parse_source_with_observer [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
116,501,489 (25.84%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/edit/codec/snapshot/scan.rs:litchi_xlsx::raw::worksheet::edit::package::rewrite_value_only_with_provenance'litchi_xlsx::cell_values::source::MultiSourceEdit::commit
116,501,481 (25.84%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/worksheet/edit/codec/snapshot/scan.rs:litchi_xlsx::raw::worksheet::edit::codec::snapshot::scan::scan_with_limit'litchi_xlsx::raw::worksheet::edit::package::rewrite_value_only_with_provenance [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 94,021,522 (20.86%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::load_source_catalog'litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 91,762,562 (20.36%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::capture_auxiliary_source'litchi_xlsx::cell_values::snapshot::load_source_catalog [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 91,247,990 (20.24%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/raw/styles.rs:litchi_xlsx::raw::styles::parse'litchi_xlsx::cell_values::snapshot::capture_auxiliary_source [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 81,322,610 (18.04%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_markup_compatibility'litchi_ooxml_common::mce::codec::process_ooxml [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 79,318,941 (17.60%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::start'litchi_ooxml_common::mce::codec::process_markup_compatibility [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 79,216,134 (17.57%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_rewritten_value_source'litchi_xlsx::cell_values::source::MultiSourceEdit::commit [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 72,612,214 (16.11%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/events/attributes.rs:quick_xml::events::attributes::IterState::next'<quick_xml::events::attributes::Attributes as core::iter::traits::iterator::Iterator>::next [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 72,452,446 (16.07%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_ooxml'litchi_xlsx::raw::styles::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]

### mfe after  (N=4 profile, inclusive rows at or above 1.00%)
154,157,375 (100.0%)  PROGRAM TOTALS
153,931,391 (99.85%)  ???:(below main)'0x0000000000023cc0 [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
153,931,379 (99.85%)  ./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34'(below main) [/usr/lib/x86_64-linux-gnu/libc.so.6]
153,931,198 (99.85%)  ./csu/../sysdeps/nptl/libc_start_call_main.h:(below main)'__libc_start_main@@GLIBC_2.34 [/usr/lib/x86_64-linux-gnu/libc.so.6]
153,929,404 (99.85%)  ???:main'(below main) [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
153,929,392 (99.85%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start_internal'main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
153,824,220 (99.78%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::rt::lang_start_internal'main
153,824,219 (99.78%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start::{{closure}}'std::rt::lang_start_internal [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
153,824,213 (99.78%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/sys/backtrace.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}} [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
153,824,210 (99.78%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}}
153,824,209 (99.78%)  /tmp/claude-1001/-home-zhuhe-code-litchi/709d31e6-bf68-4968-8b5c-9a2af1c22cc8/scratchpad/agents/0603/probe-after/src/main.rs:xlsx_admission_probe::main'std::sys::backtrace::__rust_begin_short_backtrace
153,042,672 (99.28%)  src/main.rs:xlsx_admission_probe::main'std::sys::backtrace::__rust_begin_short_backtrace [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 96,803,385 (62.80%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::MultiSourceEdit::commit'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 58,202,767 (37.76%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_rewritten_value_source'litchi_xlsx::cell_values::source::MultiSourceEdit::commit [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
 55,229,166 (35.83%)  /home/zhuhe/code/litchi-worktrees/0603/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-after/release/xlsx-admission-probe]
