### fct before  (N=4 profile, inclusive rows at or above 1.00%)
 59,039,031 (25.76%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::parse'litchi_xlsx::raw::worksheet::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 58,978,692 (25.73%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::capture_auxiliary_source'litchi_xlsx::cell_values::snapshot::load_source_catalog [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 58,512,386 (25.53%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/styles.rs:litchi_xlsx::raw::styles::parse'litchi_xlsx::cell_values::snapshot::capture_auxiliary_source [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 52,431,330 (22.88%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::MultiSourceEdit::commit'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 46,014,697 (20.08%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_ooxml'litchi_xlsx::raw::styles::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 43,256,191 (18.87%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::transition'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 41,795,518 (18.23%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::start'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::transition [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 34,352,575 (14.99%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_rewritten_value_source'litchi_xlsx::cell_values::source::MultiSourceEdit::commit [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
 33,776,872 (14.74%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/events/attributes.rs:quick_xml::events::attributes::IterState::next'<quick_xml::events::attributes::Attributes as core::iter::traits::iterator::Iterator>::next [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]

### sss before  (N=4 profile, inclusive rows at or above 1.00%)
1,072,599,145 (100.0%)  PROGRAM TOTALS
1,072,373,245 (99.98%)  ???:(below main)'0x0000000000023cc0 [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
1,072,373,233 (99.98%)  ./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34'(below main) [/usr/lib/x86_64-linux-gnu/libc.so.6]
1,072,373,052 (99.98%)  ./csu/../sysdeps/nptl/libc_start_call_main.h:(below main)'__libc_start_main@@GLIBC_2.34 [/usr/lib/x86_64-linux-gnu/libc.so.6]
1,072,371,258 (99.98%)  ???:main'(below main) [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
1,072,371,246 (99.98%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start_internal'main [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
1,072,266,080 (99.97%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::rt::lang_start_internal'main
1,072,266,079 (99.97%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start::{{closure}}'std::rt::lang_start_internal [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
1,072,266,073 (99.97%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/sys/backtrace.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}} [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
1,072,266,070 (99.97%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}}
1,072,266,069 (99.97%)  /tmp/claude-1001/-home-zhuhe-code-litchi/709d31e6-bf68-4968-8b5c-9a2af1c22cc8/scratchpad/agents/0603/probe-before/src/main.rs:xlsx_admission_probe::main'std::sys::backtrace::__rust_begin_short_backtrace [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  851,172,313 (79.36%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  851,141,256 (79.35%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed'litchi_xlsx::cell_values::source::SourceBackedEditor::edit_many [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  756,846,580 (70.56%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/cell_values/snapshot.rs:litchi_xlsx::cell_values::snapshot::Snapshot::from_source_selected'litchi_xlsx::cell_values::snapshot::MultiSnapshot::load_source_backed [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  707,565,280 (65.97%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/mod.rs:litchi_xlsx::raw::worksheet::parse'litchi_xlsx::cell_values::snapshot::Snapshot::from_source_selected [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  553,135,998 (51.57%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_markup_compatibility'litchi_ooxml_common::mce::codec::process_ooxml [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  537,017,066 (50.07%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::start'litchi_ooxml_common::mce::codec::process_markup_compatibility [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  479,606,873 (44.71%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_ooxml'litchi_xlsx::raw::worksheet::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  459,676,917 (42.86%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::write_start'litchi_ooxml_common::mce::codec::start [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  416,182,411 (38.80%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::esc'litchi_ooxml_common::mce::codec::write_start [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  249,397,654 (23.25%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::parse'litchi_xlsx::raw::worksheet::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  219,444,240 (20.46%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/cell_values/source.rs:litchi_xlsx::cell_values::source::MultiSourceEdit::commit'xlsx_admission_probe::main [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  144,159,214 (13.44%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::transition'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::parse [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  137,861,738 (12.85%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/edit/package.rs:litchi_xlsx::raw::worksheet::edit::package::rewrite_value_only_with_provenance'litchi_xlsx::cell_values::source::MultiSourceEdit::commit [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  135,751,870 (12.66%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::start'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::transition [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  130,068,371 (12.13%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::BoundedOutput::reserve'litchi_ooxml_common::mce::codec::esc [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  128,402,814 (11.97%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/events/attributes.rs:quick_xml::events::attributes::IterState::next'<quick_xml::events::attributes::Attributes as core::iter::traits::iterator::Iterator>::next [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  116,816,718 (10.89%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/edit/codec/snapshot/scan.rs:litchi_xlsx::raw::worksheet::edit::package::rewrite_value_only_with_provenance'litchi_xlsx::cell_values::source::MultiSourceEdit::commit
  116,816,710 (10.89%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/edit/codec/snapshot/scan.rs:litchi_xlsx::raw::worksheet::edit::codec::snapshot::scan::scan_with_limit'litchi_xlsx::raw::worksheet::edit::package::rewrite_value_only_with_provenance [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
  101,218,948 ( 9.44%)  /home/zhuhe/code/litchi-worktrees/before-6c4c1469b/crates/litchi-xlsx/src/raw/worksheet/codec.rs:litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::start_cell'litchi_xlsx::raw::worksheet::codec::<impl litchi_xlsx::raw::worksheet::model::Parser>::start [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]

### mfe before  (N=4 profile, inclusive rows at or above 1.00%)
390,361,627 (100.0%)  PROGRAM TOTALS
390,135,716 (99.94%)  ???:(below main)'0x0000000000023cc0 [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
390,135,704 (99.94%)  ./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34'(below main) [/usr/lib/x86_64-linux-gnu/libc.so.6]
390,135,523 (99.94%)  ./csu/../sysdeps/nptl/libc_start_call_main.h:(below main)'__libc_start_main@@GLIBC_2.34 [/usr/lib/x86_64-linux-gnu/libc.so.6]
390,133,729 (99.94%)  ???:main'(below main) [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
390,133,717 (99.94%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start_internal'main [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
390,028,551 (99.91%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::rt::lang_start_internal'main
390,028,550 (99.91%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/rt.rs:std::rt::lang_start::{{closure}}'std::rt::lang_start_internal [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
390,028,544 (99.91%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/std/src/sys/backtrace.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}} [/home/zhuhe/code/litchi-worktrees/targets/0603-before/release/xlsx-admission-probe]
390,028,541 (99.91%)  /rustc/59807616e1fa2540724bfbac14d7976d7e4a3860/library/core/src/ops/function.rs:std::sys::backtrace::__rust_begin_short_backtrace'std::rt::lang_start::{{closure}}
