# started on Tue Sep 15 12:52:20 2026

95560555,,cycles,21414971,100.00,,
210419950,,instructions,21414971,100.00,,
35515830,,branches,21414971,100.00,,
182634,,branch-misses,21414971,100.00,,
21.41,msec,task-clock,21414971,100.00,,
