55,547,844 (100.0%)  PROGRAM TOTALS
     3,242 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<hashbrown::map::HashMap<alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType), std::hash::random::RandomState>>::insert
     3,240 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<soapberry_zip::archive::DataDescriptor>::parse_complete_with_width
     3,240 ( 0.01%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/pkgreader.rs:<litchi_opc::pkgreader::PackageReader>::locate_content_types_member::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     3,239 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:core::ptr::drop_glue::<litchi_opc::members::PartNameIndex>
     3,208 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<litchi_opc::rel::Relationships>::try_add_relationship
     3,200 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<litchi_opc::pkgreader::PackageReader>::load_part_catalog::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
     3,200 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/string.rs:soapberry_zip::office::clone_str_fallibly
     3,200 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/x86/sse2.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
     3,200 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<litchi_opc::content_type::ContentTypeMap>::get
     3,200 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<litchi_opc::content_type::ContentTypeMap>::add_override
     3,200 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:soapberry_zip::office::clone_str_fallibly
     3,200 ( 0.01%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:litchi_opc::pkgreader::inspect_relationship_element
     3,154 ( 0.01%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<hashbrown::map::HashMap<alloc::string::String, (), std::hash::random::RandomState>>::insert
     3,120 ( 0.01%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/crc32fast-1.5.2/src/lib.rs:<crc32fast::Hasher>::new_with_initial [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     3,120 ( 0.01%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/flate2-1.1.10/src/zio.rs:<flate2::mem::Decompress as flate2::zio::Ops>::run [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     3,111 ( 0.01%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<hashbrown::map::HashMap<litchi_opc::packuri::PackURI, usize, std::hash::random::RandomState>>::insert
     3,080 ( 0.01%)  ./io/../sysdeps/unix/sysv/linux/statx.c:statx [/usr/lib/x86_64-linux-gnu/libc.so.6]
     3,080 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<hashbrown::raw::RawTable<(alloc::string::String, ())> as core::ops::drop::Drop>::drop
     3,080 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
     3,040 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<hashbrown::raw::RawTable<(alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType))> as core::ops::drop::Drop>::drop
     3,040 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/string.rs:litchi_opc::members::part_name_for_member
     3,040 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:litchi_opc::members::part_name_for_member
     3,040 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:soapberry_zip::office::normalize_str_fallibly
     3,040 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:litchi_opc::members::part_name_for_member
     3,000 ( 0.01%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/encoding.rs:<quick_xml::events::attributes::Attribute>::decoded_and_normalized_value_with::<quick_xml::escape::resolve_predefined_entity>
     3,000 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<quick_xml::events::attributes::Attribute>::decoded_and_normalized_value_with::<quick_xml::escape::resolve_predefined_entity>
     3,000 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/x86/sse2.rs:<hashbrown::map::HashMap<alloc::string::String, (), std::hash::random::RandomState>>::contains_key::<alloc::string::String>
     3,000 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:quick_xml::escape::normalize_attribute_value::<quick_xml::escape::is_xml10_normalization_char, quick_xml::escape::normalize_xml10_eol_step, quick_xml::escape::resolve_predefined_entity>
     3,000 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter.rs:quick_xml::escape::normalize_attribute_value::<quick_xml::escape::is_xml10_normalization_char, quick_xml::escape::normalize_xml10_eol_step, quick_xml::escape::resolve_predefined_entity>
     2,976 ( 0.01%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<litchi_opc::rel::Relationships>::try_add_relationship
     2,920 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]> as core::ops::drop::Drop>::drop
     2,920 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:litchi_opc::source_backed::relationships_for_part_with_context::<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>
     2,916 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/x86/avx.rs:<memchr::arch::x86_64::avx2::memchr::Three>::find_raw_avx2
     2,888 ( 0.01%)  ./elf/./elf/dl-tunables.h:__GI___tunables_init
     2,880 ( 0.01%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/name.rs:<quick_xml::name::NamespaceResolver>::add [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,880 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<litchi_opc::content_type::ContentTypeMap>::add_override
     2,880 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<quick_xml::name::NamespaceResolver as core::default::Default>::default
     2,880 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/io/borrowed_buf.rs:<core::io::util::Take<soapberry_zip::archive::ZipVerifier<&mut soapberry_zip::accounting::CountingReader<&mut flate2::deflate::read::DeflateDecoder<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>>>>, &litchi_opc::source_backed::SourceReader>> as std::io::Read>::read_buf
     2,880 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:litchi_opc::content_type::required_attributes
     2,880 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/traits.rs:<litchi_opc::pkgreader::PackageReader>::classify_part_members::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
     2,880 ( 0.01%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/reader_at.rs:<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>> as std::io::Read>::read
     2,840 ( 0.01%)  ???:__rustc::__rust_realloc [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<quick_xml::name::NamespaceResolver>::resolve_prefix
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<alloc::raw_vec::RawVecInner>::try_allocate_in
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/traits/double_ended.rs:<quick_xml::name::NamespaceResolver>::resolve_prefix
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/mod.rs:<litchi_opc::content_type::ContentTypeMap>::add_default
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<litchi_opc::packuri::PackURI>::rels_uri
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<quick_xml::name::NamespaceResolver>::resolve_event
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<litchi_opc::packuri::PackURI>::ext
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<quick_xml::name::NamespaceResolver>::resolve_prefix
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:<quick_xml::name::NamespaceResolver>::resolve_prefix
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:<quick_xml::name::NamespaceResolver>::set_level
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<litchi_opc::pkgreader::PackageReader>::source_catalog::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
     2,800 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/sync/atomic.rs:<quick_xml::name::NamespaceResolver>::resolve_event
     2,783 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<memchr::arch::x86_64::avx2::memchr::Three>::find_raw_avx2
     2,766 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<hashbrown::map::HashMap<alloc::string::String, usize, std::hash::random::RandomState>>::rustc_entry
     2,760 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/name.rs:<quick_xml::name::NamespaceResolver as core::default::Default>::default [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,760 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<hashbrown::map::HashMap<alloc::string::String, usize, std::hash::random::RandomState>>::rustc_entry
     2,760 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<hashbrown::map::HashMap<alloc::string::String, usize, std::hash::random::RandomState>>::rustc_entry
     2,760 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>::{closure#0}>
     2,760 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTable<(alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType))> as core::ops::drop::Drop>::drop [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::entry_id
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<hashbrown::map::HashMap<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>>::insert
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<hashbrown::raw::RawTable<(alloc::string::String, ())> as core::ops::drop::Drop>::drop
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::entry_id
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:core::ptr::drop_glue::<quick_xml::events::attributes::Attributes>
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/traits/iterator.rs:<core::str::iter::Chars as core::iter::traits::iterator::Iterator>::try_fold::<(), core::iter::traits::iterator::Iterator::any::check<char, <char>::is_whitespace>::{closure#0}, core::ops::control_flow::ControlFlow<()>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<litchi_opc::pkgreader::SerializedRelationship>::target_partname
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::remove_entry::<hashbrown::map::equivalent_key<str, alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>::{closure#0}>
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<alloc::string::String as core::fmt::Write>::write_str
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:<litchi_opc::pkgreader::PackageReader>::load_part_catalog::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
     2,720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:<litchi_opc::packuri::PackURI>::membername
     2,720 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/packuri.rs:<litchi_opc::pkgreader::PackageReader>::walk_relationship_graph::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
     2,690 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
     2,680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
     2,680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::from_reader_with_limits_and_policy
     2,680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:core::ptr::drop_glue::<litchi_opc::members::PartNameIndex> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,680 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTable<(alloc::string::String, litchi_opc::packuri::PackURI)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, litchi_opc::packuri::PackURI, std::hash::random::RandomState>::{closure#0}> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,680 ( 0.00%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/intrinsics/mod.rs:<alloc::string::String>::try_reserve
     2,640 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/flate2-1.1.10/src/deflate/bufread.rs:<flate2::deflate::read::DeflateDecoder<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>>>>::new
     2,640 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/mod.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::from_reader_with_limits_and_policy
     2,640 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/archive.rs:<soapberry_zip::archive::ZipLocalFileHeaderFixed>::parse [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,640 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:open_probe::main
     2,625 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/lib.rs:<memchr::arch::x86_64::avx2::memchr::Three>::find_raw_avx2
     2,600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<hashbrown::raw::RawTable<(alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType))>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType), std::hash::random::RandomState>::{closure#0}>
     2,600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:core::ptr::drop_glue::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
     2,600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:litchi_opc::content_type::inspect_element
     2,600 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTable<(litchi_opc::packuri::PackURI, usize)>>::reserve_rehash::<hashbrown::map::make_hasher<litchi_opc::packuri::PackURI, usize, std::hash::random::RandomState>::{closure#0}> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,560 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/name.rs:<quick_xml::reader::ns_reader::NsReader<&[u8]>>::read_event_impl::<()>
     2,560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<soapberry_zip::errors::Error as core::convert::From<soapberry_zip::errors::ErrorKind>>::from
     2,560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/borrow.rs:<quick_xml::name::NamespaceResolver>::push
     2,560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:core::ptr::drop_glue::<soapberry_zip::errors::Error>
     2,560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<quick_xml::reader::ns_reader::NsReader<&[u8]>>::read_event_impl::<()>
     2,560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<quick_xml::reader::ns_reader::NsReader<&[u8]>>::read_event_impl::<()>
     2,560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:<quick_xml::name::NamespaceResolver>::resolve_event
     2,560 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/control/tag.rs:<litchi_opc::rel::Relationships>::try_add_relationship
     2,560 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/map.rs:<litchi_opc::content_type::ContentTypeMap>::add_override
     2,520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/mem/mod.rs:<litchi_opc::packuri::PackURI>::new::<alloc::string::String>
     2,520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<quick_xml::name::NamespaceResolver as core::default::Default>::default
     2,520 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/source_backed.rs:<litchi_opc::source_backed::PartCache>::new_with_diagnostics [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     2,480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<hashbrown::raw::RawTable<(alloc::string::String, ())>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, (), std::hash::random::RandomState>::{closure#0}>
     2,475 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<hashbrown::map::HashMap<alloc::string::String, soapberry_zip::office::EntryId, std::hash::random::RandomState>>::insert
     2,440 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/macros/mod.rs:<litchi_opc::packuri::PackURI>::new::<alloc::string::String>
     2,440 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::from_reader_with_limits_and_policy
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:soapberry_zip::office::clone_str_fallibly
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/string.rs:soapberry_zip::office::canonical_member_name
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<litchi_opc::packuri::PackURI>::ext
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:zlib_rs::inflate::inflate
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<hashbrown::raw::RawTable<(alloc::string::String, usize)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, usize, std::hash::random::RandomState>::{closure#0}>
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<hashbrown::raw::RawTableInner>::fallible_with_capacity::<alloc::alloc::Global>
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<litchi_opc::source_backed::SourceReader as soapberry_zip::reader_at::ReaderAt>::read_at
     2,400 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<litchi_opc::source_backed::SourceReader as soapberry_zip::reader_at::ReaderAt>::read_at
