55,547,844 (100.0%)  PROGRAM TOTALS
    12,385 ( 0.02%)  ./elf/./elf/dl-tunables.c:__GI___tunables_init [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
    12,240 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<alloc::raw_vec::RawVec<&str>>::grow_one [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    12,240 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/pattern.rs:<litchi_opc::pkgreader::SerializedRelationship>::target_partname
    12,212 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::map::HashMap<alloc::string::String, usize, std::hash::random::RandomState>>::insert
    12,160 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/lib.rs:soapberry_zip::office::normalize_str_fallibly
    12,000 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/escape.rs:<quick_xml::events::attributes::Attribute>::decoded_and_normalized_value_with::<quick_xml::escape::resolve_predefined_entity>
    12,000 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/lib.rs:<quick_xml::events::attributes::Attribute>::decoded_and_normalized_value_with::<quick_xml::escape::resolve_predefined_entity>
    12,000 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/smallvec-1.16.1/src/lib.rs:<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>::push [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    12,000 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<quick_xml::events::attributes::IterState>::check_for_duplicates
    11,920 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<litchi_opc::content_type::ContentTypeMap>::from_xml
    11,680 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/validations.rs:litchi_opc::pkgreader::is_xml_id
    11,640 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:core::ptr::drop_glue::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    11,622 ( 0.02%)  ./elf/./elf/do-rel.h:_dl_relocate_object_no_relro
    11,520 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/ascii.rs:<litchi_opc::content_type::ContentTypeMap>::add_override
    11,520 ( 0.02%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/result.rs:<alloc::string::String>::try_reserve_exact
    11,360 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../portable-simd/crates/core_simd/src/simd/cmp/eq.rs:<&str as core::str::pattern::Pattern>::is_contained_in
    11,200 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<alloc::vec::Vec<soapberry_zip::office::IndexedEntry>>::push_mut [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    11,200 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<alloc::vec::Vec<soapberry_zip::office::IndexedLayoutEntry>>::push_mut [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    11,200 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<alloc::vec::Vec<soapberry_zip::office::IndexedEntry>>::push_mut
    11,200 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/control/tag.rs:<hashbrown::map::HashMap<alloc::string::String, soapberry_zip::office::EntryId, std::hash::random::RandomState>>::insert
    11,160 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/smallvec-1.16.1/src/lib.rs:litchi_opc::source_backed::relationships_for_part_with_context::<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>
    11,040 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/flate2-1.1.10/src/zio.rs:flate2::zio::read::<flate2::bufreader::BufReader<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>>>, flate2::mem::Decompress> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,969 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::map::HashMap<alloc::string::String, (), std::hash::random::RandomState>>::insert
    10,920 ( 0.02%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/sys/fs/unix.rs:std::sys::fs::unix::try_statx [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,914 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::map::HashMap<litchi_opc::packuri::PackURI, usize, std::hash::random::RandomState>>::insert
    10,880 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>::push
    10,880 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:core::ptr::drop_glue::<soapberry_zip::errors::Error> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,880 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/std/src/collections/hash/map.rs:<litchi_opc::members::PartNameIndex>::insert
    10,880 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/rustc_entry.rs:<litchi_opc::rel::Relationships>::try_add_relationship
    10,800 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:crc32fast::specialized::pclmulqdq::calculate
    10,800 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/source_backed.rs:<litchi_opc::source_backed::SourceReader as soapberry_zip::reader_at::ReaderAt>::read_at [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,720 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:<&str as core::str::pattern::Pattern>::is_contained_in
    10,640 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:alloc::str::join_generic_copy::<str, u8, &str>
    10,640 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/control/tag.rs:<hashbrown::map::HashMap<alloc::string::String, usize, std::hash::random::RandomState>>::insert
    10,600 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/fmt/mod.rs:<&str as core::fmt::Display>::fmt [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,600 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:zlib_rs::inflate::inflate
    10,584 ( 0.02%)  ./malloc/./malloc/malloc.c:_int_memalign [/usr/lib/x86_64-linux-gnu/libc.so.6]
    10,560 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:litchi_opc::content_type::inspect_element
    10,560 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/pattern.rs:<litchi_opc::packuri::PackURI>::rels_uri
    10,440 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/mod.rs:<litchi_opc::members::PartNameIndex>::insert
    10,400 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<litchi_opc::content_type::ContentTypeMap>::get
    10,400 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/office.rs:soapberry_zip::office::canonical_member_name [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,320 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/zlib-rs-0.6.8/src/inflate/window.rs:<zlib_rs::inflate::window::Window>::extend [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,320 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/mod.rs:alloc::str::join_generic_copy::<str, u8, &str>
    10,240 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs:alloc::str::join_generic_copy::<str, u8, &str>
    10,210 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<litchi_opc::members::PartNameIndex>::insert
    10,200 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<litchi_opc::rel::Relationships>::for_source
    10,200 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:zlib_rs::inflate::inflate
    10,092 ( 0.02%)  ./elf/./elf/dl-lookup.c:check_match [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
    10,080 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/convert/mod.rs:<litchi_opc::packuri::PackURI>::new::<alloc::string::String>
    10,080 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/content_type.rs:<litchi_opc::content_type::ContentType>::new::<alloc::string::String> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    10,000 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<litchi_opc::packuri::PackURI>::new::<alloc::string::String>
     9,840 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
     9,800 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/reader/ns_reader.rs:<litchi_opc::content_type::ContentTypeMap>::from_xml
     9,800 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:<alloc::raw_vec::RawVecInner<_>>::reserve::do_reserve_and_handle::<alloc::alloc::Global>
     9,800 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<alloc::raw_vec::RawVecInner>::try_allocate_in
     9,640 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<litchi_opc::content_type::ContentTypeMap>::get
     9,600 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<std::hash::random::RandomState as core::hash::BuildHasher>::hash_one::<&alloc::string::String>
     9,571 ( 0.02%)  ./nptl/./nptl/cancellation.c:__syscall_cancel [/usr/lib/x86_64-linux-gnu/libc.so.6]
     9,530 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::entry_id
     9,528 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<hashbrown::map::HashMap<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>>::insert
     9,520 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<alloc::vec::Vec<litchi_opc::source_backed::CatalogPart>>::push_mut [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     9,520 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/limits.rs:litchi_opc::pkgreader::inspect_relationship_element
     9,520 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/control/tag.rs:<hashbrown::map::HashMap<alloc::string::String, (), std::hash::random::RandomState>>::insert
     9,520 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/control/tag.rs:<hashbrown::map::HashMap<litchi_opc::packuri::PackURI, usize, std::hash::random::RandomState>>::insert
     9,511 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::metadata
     9,400 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<litchi_opc::packuri::PackURI>::new::<alloc::string::String>
     9,400 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<core::str::iter::SplitInternal<char>>::next
     9,360 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<()>
     9,360 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:open_probe::main
     9,240 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/reader_at.rs:soapberry_zip::reader_at::validate_read_count [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     9,200 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:<quick_xml::reader::state::ReaderState>::emit_start
     9,120 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<litchi_opc::pkgreader::PackageReader>::is_relationship_member
     9,120 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<litchi_opc::pkgreader::PackageReader>::is_relationship_member
     9,120 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/traits.rs:<litchi_opc::pkgreader::PackageReader>::is_relationship_member
     9,120 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/archive.rs:<soapberry_zip::archive::DataDescriptor>::parse_complete_with_width [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     9,081 ( 0.02%)  ./string/../sysdeps/x86_64/multiarch/../multiarch/strcmp-avx2.S:strcmp [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
     9,080 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>::{closure#0}>
     9,040 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../portable-simd/crates/core_simd/src/masks.rs:<&str as core::str::pattern::Pattern>::is_contained_in
     9,040 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<&str as core::str::pattern::Pattern>::is_contained_in
     9,000 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<quick_xml::events::attributes::IterState>::check_for_duplicates
     9,000 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:litchi_opc::pkgreader::inspect_relationship_element
     8,960 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/errors.rs:<soapberry_zip::errors::Error as core::convert::From<soapberry_zip::errors::ErrorKind>>::from [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,960 ( 0.02%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/ptr/mod.rs:<alloc::string::String as core::fmt::Write>::write_str
     8,936 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::map::HashMap<alloc::string::String, litchi_opc::rel::Relationship, std::hash::random::RandomState>>::rustc_entry
     8,880 ( 0.02%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/zlib-rs-0.6.8/src/weak_slice.rs:<zlib_rs::inflate::writer::Writer>::copy_match_runtime_dispatch
     8,840 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/string.rs:<litchi_opc::packuri::PackURI as alloc::string::SpecToString>::spec_to_string [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,800 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:<quick_xml::name::NamespaceResolver>::push
     8,800 ( 0.02%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/archive.rs:<soapberry_zip::archive::ZipFileHeaderRecord>::compression_method [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,794 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<hashbrown::map::HashMap<alloc::string::String, usize, std::hash::random::RandomState>>::rustc_entry
     8,640 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<core::hash::sip::Hasher<core::hash::sip::Sip13Rounds> as core::hash::Hasher>::write
     8,640 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::metadata
     8,543 ( 0.02%)  ./elf/./elf/dl-version.c:_dl_check_map_versions [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
     8,520 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/std/src/collections/hash/map.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::from_reader_with_limits_and_policy
     8,480 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/map.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::metadata
     8,450 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::map::HashMap<alloc::string::String, &litchi_opc::packuri::PackURI, std::hash::random::RandomState>>::contains_key::<alloc::string::String>
     8,440 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<memchr::arch::x86_64::avx2::memchr::Three>::find_raw
     8,400 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<litchi_opc::members::PartNameIndex>::insert
     8,400 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/std/src/io/mod.rs:<core::io::util::Take<soapberry_zip::archive::ZipVerifier<&mut soapberry_zip::accounting::CountingReader<&mut flate2::deflate::read::DeflateDecoder<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>>>>, &litchi_opc::source_backed::SourceReader>> as std::io::Read>::read_buf [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,400 ( 0.02%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTableInner>::fallible_with_capacity::<alloc::alloc::Global> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,360 ( 0.02%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/into_iter.rs:<alloc::vec::into_iter::IntoIter<alloc::string::String> as core::ops::drop::Drop>::drop [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,320 ( 0.01%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/intrinsics/mod.rs:<alloc::raw_vec::RawVecInner<_>>::reserve::do_reserve_and_handle::<alloc::alloc::Global>
     8,280 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/std/src/io/mod.rs:std::io::default_read_to_end::<core::io::util::Take<soapberry_zip::archive::ZipVerifier<&mut soapberry_zip::accounting::CountingReader<&mut flate2::deflate::read::DeflateDecoder<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>>>>, &litchi_opc::source_backed::SourceReader>>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,169 ( 0.01%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
     8,160 ( 0.01%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/zlib-rs-0.6.8/src/stable.rs:<zlib_rs::stable::Inflate>::decompress [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,160 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:alloc::str::join_generic_copy::<str, u8, &str>
     8,160 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<alloc::string::String as core::fmt::Write>::write_str
     8,160 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/mem/mod.rs:<hashbrown::map::HashMap<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>>::insert
     8,160 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:soapberry_zip::office::normalize_str_fallibly
     8,160 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/mod.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
     8,160 ( 0.01%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/archive.rs:<soapberry_zip::archive::ZipArchive<litchi_opc::source_backed::SourceReader>>::get_entry [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     8,120 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<zlib_rs::inflate::writer::Writer>::copy_match_runtime_dispatch
     8,040 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:<quick_xml::events::attributes::IterState>::check_for_duplicates
     8,040 ( 0.01%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/result.rs:<alloc::string::String>::try_reserve
     8,000 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<alloc::vec::Vec<soapberry_zip::office::IndexedLayoutEntry>>::push_mut
     8,000 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/mod.rs:<quick_xml::name::NamespaceResolver>::push
     7,920 ( 0.01%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/fmt.rs:<litchi_opc::packuri::PackURI>::rels_uri
     7,920 ( 0.01%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/office.rs:<soapberry_zip::office::IndexedReadSession<litchi_opc::source_backed::SourceReader>>::read_entry_with_accounting [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     7,880 ( 0.01%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/pkgreader.rs:<litchi_opc::pkgreader::PackageReader>::source_catalog::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
     7,800 ( 0.01%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTable<(alloc::string::String, usize)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, usize, std::hash::random::RandomState>::{closure#0}> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
