container	before_requests	after_requests	before_bytes	after_bytes	before_versions	after_versions
test-data/iwork/pages/image-adjustments-direct-resaved.pages	2	2	1243	1243	4	4
test-data/iwork/pages/image-adjustments-native-resaved.pages	2	2	1243	1243	4	4
test-data/iwork/pages/image-adjustments-native.pages	2	2	1235	1235	4	4
test-data/iwork/pages/image-adjustments-retirement-resaved.pages	2	2	1243	1243	4	4
test-data/iwork/pages/source-built-hidden-axes-before.pages	2	2	600	600	4	4
test-data/iwork/pages/source-built-hidden-axes-legacy.pages	2	2	600	600	4	4
test-data/iwork/pages/source-built-table-stylesheet-before.pages	2	2	600	600	4	4
test-data/iwork/pages/source-built-table-stylesheet-native-saved.pages	2	2	3250	3250	4	4
test-data/iwork/synthetic/numbers/custom-focused.numbers	2	2	598	598	4	4
test-data/libreoffice-core/chart2/qa/extras/data/xlsx/boxWhisker.xlsx	5	5	4204	4204	4	4
test-data/libreoffice-core/chart2/qa/extras/data/xlsx/tdf143127.xlsx	5	5	5000	5000	4	4
test-data/libreoffice-core/dbaccess/qa/unit/data/tdf132924.odb	2	2	493	493	4	4
test-data/libreoffice-core/desktop/qa/data/3page.odg	2	2	1089	1089	4	4
test-data/libreoffice-core/desktop/qa/data/BlankDrawDocument.odg	2	2	1089	1089	4	4
test-data/libreoffice-core/extras/source/database/biblio.odb	2	2	481	481	4	4
test-data/libreoffice-core/filter/qa/unit/data/semi-transparent-fill.odg	2	2	1089	1089	4	4
test-data/libreoffice-core/oox/qa/unit/data/chart-data-label-char-color.docx	4	4	4003	4003	4	4
test-data/libreoffice-core/oox/qa/unit/data/import-mce.pptx	5	5	8975	8975	4	4
test-data/libreoffice-core/oox/qa/unit/data/shape-text-alignment.pptx	5	5	9259	9259	4	4
test-data/libreoffice-core/oox/qa/unit/data/tdf131082.pptx	6	6	5532	5532	4	4
test-data/libreoffice-core/reportdesign/qa/unit/data/roundTrip.odb	2	2	2108	2108	4	4
test-data/libreoffice-core/sc/qa/extras/testdocuments/RecordChangesProtected.ods	2	2	1158	1158	4	4
test-data/libreoffice-core/sc/qa/extras/testdocuments/ScDatabaseRangeObj.ods	2	2	1100	1100	4	4
test-data/libreoffice-core/sc/qa/unit/data/functions/dynamic_array/xlsx/DynamicArrayFixture.xlsx	4	4	3300	3300	4	4
test-data/libreoffice-core/sc/qa/unit/data/ods/change-tracking.ods	2	2	1147	1147	4	4
test-data/libreoffice-core/sc/qa/unit/data/ods/external_hyperlink.ods	2	2	1147	1147	4	4
test-data/libreoffice-core/sc/qa/unit/data/ods/formats.ods	2	2	1158	1158	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsb/tdf108017_calcProtection.xlsb	4	4	4396	4396	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/LambdaAndRelatedFunctions.xlsx	4	4	4168	4168	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/NamedSheetViews.xlsx	5	5	2325	2325	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/Spill.xlsx	4	4	3501	3501	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/activex_checkbox.xlsx	5	5	4352	4352	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/autofilterShowButton.xlsx	3	3	2949	2949	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/dataValidity.xlsx	4	4	3555	3555	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/dateAutofilter.xlsx	3	3	2949	2949	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/enhanced-protection.xlsx	3	3	2949	2949	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/enhancedProtectionRangeShorthand.xlsx	4	4	1683	1683	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/external-refs.xlsx	4	4	3511	3511	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/freezePaneStartCell.xlsx	5	5	2524	2524	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/invalid_ext_data_validation.xlsx	5	5	4207	4207	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/page_scale.xlsx	5	5	1404	1404	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/queryTableExport.xlsx	5	5	3320	3320	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/3d-reference.xlsx	4	4	3473	3473	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/basic.xlsx	3	3	3121	3121	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/refupdate.xlsx	4	4	2941	2941	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/text-results.xlsx	3	3	3027	3027	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/sheet-tab-color.xlsx	3	3	3010	3010	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/subtotal-above.xlsx	5	5	3480	3480	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf100034.xlsx	5	5	1750	1750	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf105840_allRowsHidden.xlsx	3	3	2750	2750	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf111980_radioButtons.xlsx	6	6	6428	6428	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf120168.xlsx	5	5	5735	5735	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf134455.xlsx	5	5	1618	1618	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf134459_HeaderFooterColor.xlsx	5	5	3290	3290	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf136721_letter_sized_paper.xlsx	5	5	3490	3490	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf143068_top10filter.xlsx	5	5	3389	3389	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf167689_xmlMaps_and_xmlColumnPr.xlsx	3	3	2260	2260	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf66377.xlsx	6	6	5982	5982	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf97598_scenarios.xlsx	3	3	3020	3020	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/textLengthDataValidity.xlsx	5	5	3290	3290	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/totalsRowShown.xlsx	5	5	3635	3635	4	4
test-data/libreoffice-core/sc/qa/unit/data/xlsx/track-changes/simple-cell-changes.xlsx	4	4	4244	4244	4	4
test-data/libreoffice-core/sd/qa/unit/data/BoldonseFontEmbedded.pptx	5	5	8851	8851	4	4
test-data/libreoffice-core/sd/qa/unit/data/odg/FitToFrameText.odg	2	2	1089	1089	4	4
test-data/libreoffice-core/sd/qa/unit/data/odp/ole_icon.odp	2	2	1427	1427	4	4
test-data/libreoffice-core/sd/qa/unit/data/pptx/ole.pptx	8	8	9511	9511	4	4
test-data/libreoffice-core/sd/qa/unit/data/pptx/slide-section-test.pptx	8	8	20776	20776	4	4
test-data/libreoffice-core/sd/qa/unit/data/pptx/slide-sections.pptx	9	9	15021	15021	4	4
test-data/libreoffice-core/sd/qa/unit/data/pptx/tdf103477.pptx	11	11	11046	11046	4	4
test-data/libreoffice-core/sd/qa/unit/data/pptx/tdf114821.pptx	6	6	9714	9714	4	4
test-data/libreoffice-core/sd/qa/unit/data/pptx/tdf89064.pptx	8	8	8961	8961	4	4
test-data/libreoffice-core/starmath/qa/extras/data/tdf151842.odf	2	2	1033	1033	4	4
test-data/libreoffice-core/svx/qa/unit/data/FontWork.odg	2	2	1089	1089	4	4
test-data/libreoffice-core/sw/qa/core/header_footer/data/first-header-footer.odt	2	2	1264	1264	4	4
test-data/libreoffice-core/sw/qa/core/objectpositioning/data/do-not-capture-draw-objs-on-page-draw-wrap-none.docx	5	5	4655	4655	4	4
test-data/libreoffice-core/sw/qa/extras/odfexport/data/Formcontrol needs high z-index.odt	2	2	1246	1246	4	4
test-data/libreoffice-core/sw/qa/extras/odfexport/data/tdf121119.odm	2	2	1077	1077	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx	5	5	4691	4691	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx	3	3	3280	3280	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx	4	4	1436	1436	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	6	6	5487	5487	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx	4	4	4120	4120	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx	5	5	4588	4588	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	6	6	5656	5656	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	4	4	5081	5081	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx	5	5	1683	1683	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	3	3	3873	3873	4	4
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	4	4	3225	3225	4	4
test-data/libreoffice-core/sw/qa/extras/uiwriter/data/autotext-multiple.dotx	4	4	3809	3809	4	4
test-data/libreoffice-core/sw/qa/uibase/shells/data/ole-save-preview-update.odt	2	2	1617	1617	4	4
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx	6	6	7366	7366	4	4
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx	5	5	1554	1554	4	4
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx	3	3	2607	2607	4	4
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	6	6	4785	4785	4	4
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	4	4	3506	3506	4	4
test-data/libreoffice-core/writerperfect/qa/unit/data/writer/epubexport/simple-ruby.odt	2	2	1147	1147	4	4
test-data/libreoffice-core/xmloff/qa/unit/data/tdf156707_text_form_control_borders.odt	2	2	1147	1147	4	4
test-data/libreoffice-core/xmloff/qa/unit/data/tdf167358_label_form_control_borders.odt	2	2	558	558	4	4
test-data/libreoffice-core/xmlsecurity/doc/OpenDocumentSignatures-Workflow.odg	2	2	1089	1089	4	4
test-data/libreoffice-core/xmlsecurity/qa/unit/signing/data/macro.odt	2	2	1358	1358	4	4
test-data/libreoffice-core/xmlsecurity/qa/unit/signing/data/odb_signed_macros.odb	2	2	895	895	4	4
test-data/libreoffice-core/xmlsecurity/qa/unit/signing/data/signed_with_x509certificate_chain.odt	2	2	1248	1248	4	4
test-data/odf/corpus/calc-cell-styles.ods	2	2	1147	1147	4	4
test-data/odf/corpus/calc-formulas.ods	2	2	1028	1028	4	4
test-data/odf/corpus/calc-two-sheets.ods	2	2	1147	1147	4	4
test-data/odf/corpus/calc-unicode-chinese.ods	2	2	1158	1158	4	4
test-data/odf/corpus/impress-basic.odp	2	2	943	943	4	4
test-data/odf/corpus/impress-embedded-spreadsheet.odp	2	2	1961	1961	4	4
test-data/odf/corpus/impress-master-layouts.odp	2	2	1098	1098	4	4
test-data/odf/corpus/writer-definition-lists.odt	2	2	1028	1028	4	4
test-data/odf/corpus/writer-header-footer.odt	2	2	1028	1028	4	4
test-data/odf/corpus/writer-images-frames.odt	2	2	1483	1483	4	4
test-data/odf/corpus/writer-minimal-nasty.odt	2	2	334	334	4	4
test-data/odf/corpus/writer-paragraph-styles.odt	2	2	1052	1052	4	4
test-data/odf/corpus/writer-table-of-contents.odt	2	2	1158	1158	4	4
test-data/odf/corpus/writer-table.odt	2	2	1028	1028	4	4
test-data/odf/corpus/writer-user-fields.odt	2	2	1098	1098	4	4
test-data/odf/native-resave/libreoffice-resaved/calc-two-sheets-litchi.ods	2	2	558	558	4	4
test-data/odf/native-resave/libreoffice-resaved/font-styles-litchi.odf	2	2	444	444	4	4
test-data/odf/native-resave/libreoffice-resaved/rhbz1870501-litchi.odg	2	2	1160	1160	4	4
test-data/odf/native-resave/libreoffice-resaved/tdf169979-litchi.odp	2	2	586	586	4	4
test-data/odf/native-resave/libreoffice-resaved/writer-header-footer-litchi.odt	2	2	581	581	4	4
test-data/odf/native-resave/litchi-changed/calc-two-sheets-litchi.ods	2	2	496	496	4	4
test-data/odf/native-resave/litchi-changed/font-styles-litchi.odf	2	2	382	382	4	4
test-data/odf/native-resave/litchi-changed/rhbz1870501-litchi.odg	2	2	1216	1216	4	4
test-data/odf/native-resave/litchi-changed/tdf169979-litchi.odp	2	2	516	516	4	4
test-data/odf/native-resave/litchi-changed/writer-header-footer-litchi.odt	2	2	523	523	4	4
test-data/odf/native-resave/source/font-styles.odf	2	2	1033	1033	4	4
test-data/odf/native-resave/source/rhbz1870501.odg	2	2	2861	2861	4	4
test-data/odf/odc-producer-evidence/odfdom-created.odc	2	2	309	309	4	4
test-data/odf/odc-producer-evidence/odfdom-resaved.odc	2	2	309	309	4	4
test-data/odf/odp/cellspan.odp	2	2	1172	1172	4	4
test-data/odf/odp/tdf102223.odp	2	2	1161	1161	4	4
test-data/odf/odp/tdf105502.odp	2	2	1161	1161	4	4
test-data/odf/odp/tdf169979.odp	2	2	516	516	4	4
test-data/odf/odp/text-in-image.odp	2	2	1180	1180	4	4
test-data/odf/ods/grid-padding-package.ods	2	2	1100	1100	4	4
test-data/odf/odt/shape-text-in-paragraph.odt	2	2	1147	1147	4	4
test-data/odf/odt/table-cell-column-span.odt	2	2	1147	1147	4	4
test-data/odfdo/tests/samples/forms.odt	2	2	649	649	4	4
test-data/odfdo/tests/samples/simple_table_named_range.ods	2	2	1158	1158	4	4
test-data/odfdo/tests/samples/variable.odt	2	2	1158	1158	4	4
test-data/odfpy/tests/examples/simpletable.odt	2	2	1028	1028	4	4
test-data/office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx	6	6	2238	2238	4	4
test-data/office-interop/libreoffice-resaved/document-properties-litchi.docx	5	5	1770	1770	4	4
test-data/office-interop/libreoffice-resaved/shapes-litchi.pptx	8	8	9646	9646	4	4
test-data/office-interop/libreoffice-resaved/tdf132924-litchi.odb	2	2	493	493	4	4
test-data/office-interop/litchi-changed/date-autofilter-litchi.xlsx	4	4	1712	1712	4	4
test-data/office-interop/litchi-changed/document-properties-litchi.docx	4	4	1888	1888	4	4
test-data/office-interop/litchi-changed/shapes-litchi.pptx	22	22	10486	10486	4	4
test-data/office-interop/litchi-changed/tdf132924-litchi.odb	2	2	325	325	4	4
test-data/ooxml/docx/ComplexNumberedLists.docx	3	3	3256	3256	4	4
test-data/ooxml/docx/FancyFoot.docx	3	3	3286	3286	4	4
test-data/ooxml/docx/Headers.docx	3	3	3452	3452	4	4
test-data/ooxml/docx/Hyperlink.docx	3	3	3047	3047	4	4
test-data/ooxml/docx/comment.docx	5	5	1644	1644	4	4
test-data/ooxml/docx/documentProperties.docx	3	3	3144	3144	4	4
test-data/ooxml/docx/documentProtection_comments_no_password.docx	3	3	3030	3030	4	4
test-data/ooxml/docx/documentProtection_forms_no_password.docx	3	3	3030	3030	4	4
test-data/ooxml/docx/documentProtection_no_protection.docx	3	3	3030	3030	4	4
test-data/ooxml/docx/documentProtection_readonly_no_password.docx	3	3	3030	3030	4	4
test-data/ooxml/docx/drawing.docx	3	3	4356	4356	4	4
test-data/ooxml/docx/endnotes.docx	4	4	3978	3978	4	4
test-data/ooxml/docx/footnotes.docx	4	4	3978	3978	4	4
test-data/ooxml/docx/headerFooter.docx	3	3	3630	3630	4	4
test-data/ooxml/docx/headerPic.docx	4	4	3691	3691	4	4
test-data/ooxml/docx/table-alignment.docx	5	5	2540	2540	4	4
test-data/ooxml/docx/table-indent.docx	5	5	2314	2314	4	4
test-data/ooxml/docx/table_footnotes.docx	4	4	3978	3978	4	4
test-data/ooxml/docx/testComment.docx	4	4	3798	3798	4	4
test-data/ooxml/pptx/SmartArt.pptx	7	7	9344	9344	4	4
test-data/ooxml/pptx/activex/activex_checkbox.pptx	6	6	11065	11065	4	4
test-data/ooxml/pptx/backgrounds.pptx	5	5	10536	10536	4	4
test-data/ooxml/pptx/connectorConnection.pptx	5	5	8851	8851	4	4
test-data/ooxml/pptx/curvedConnectors.pptx	5	5	8851	8851	4	4
test-data/ooxml/pptx/elbowConnectors.pptx	5	5	8851	8851	4	4
test-data/ooxml/pptx/line-chart.pptx	6	6	9378	9378	4	4
test-data/ooxml/pptx/pie-chart.pptx	6	6	9457	9457	4	4
test-data/ooxml/pptx/radar-chart.pptx	6	6	9378	9378	4	4
test-data/ooxml/pptx/sample.pptx	8	8	9041	9041	4	4
test-data/ooxml/pptx/scatter-chart.pptx	6	6	9378	9378	4	4
test-data/ooxml/pptx/shape-blur-effect.pptx	5	5	8815	8815	4	4
test-data/ooxml/pptx/shape-glow-effect.pptx	5	5	4393	4393	4	4
test-data/ooxml/pptx/shape-soft-edges.pptx	7	7	12813	12813	4	4
test-data/ooxml/pptx/shape-text-glow-effect.pptx	5	5	8815	8815	4	4
test-data/ooxml/pptx/shape-text-rotate.pptx	5	5	8943	8943	4	4
test-data/ooxml/pptx/shapes.pptx	5	5	11145	11145	4	4
test-data/ooxml/pptx/smartart-accent-process.pptx	7	7	9473	9473	4	4
test-data/ooxml/pptx/smartart-autoTxRot.pptx	7	7	10912	10912	4	4
test-data/ooxml/pptx/smartart-autofit-sync.pptx	7	7	9440	9440	4	4
test-data/ooxml/pptx/smartart-background-drawingml-fallback.pptx	7	7	9344	9344	4	4
test-data/ooxml/pptx/smartart-background.pptx	6	6	9339	9339	4	4
test-data/ooxml/pptx/smartart-bullet-list.pptx	6	6	9339	9339	4	4
test-data/ooxml/pptx/smartart-center-cycle.pptx	6	6	9339	9339	4	4
test-data/ooxml/pptx/smartart-chevron.pptx	6	6	9237	9237	4	4
test-data/ooxml/pptx/smartart-children.pptx	6	6	9339	9339	4	4
test-data/ooxml/pptx/smartart-cnt.pptx	6	6	9339	9339	4	4
