# started on Tue Aug 11 18:18:51 2026

5636.47,msec,task-clock,0.70%,5557405901,100.00,1.002,CPUs utilized
27555751797,,cycles,0.44%,5557405901,100.00,4.889,GHz
121307498522,,instructions,0.00%,5557405901,100.00,4.40,insn per cycle
26729911240,,branches,0.00%,5557405901,100.00,4.742,G/sec
24589949,,branch-misses,1.03%,5557405901,100.00,0.09,of all branches
1588420804,,cache-references,0.49%,5557405901,100.00,281.811,M/sec
55485875,,cache-misses,2.84%,5557405901,100.00,3.49,of all cache refs
