# started on Wed Aug 12 01:26:18 2026

4019791808,,cycles,827870454,100.00,,
21577877607,,instructions,827870454,100.00,5.37,insn per cycle
5974048973,,branches,827870454,100.00,,
7741431,,branch-misses,827870454,100.00,0.13,of all branches
132423138,,cache-references,827870454,100.00,,
6523846,,cache-misses,827870454,100.00,4.93,of all cache refs
