# started on Mon Aug 17 13:38:44 2026

27690895451,,cycles,5626690533,100.00,,
83233149944,,instructions,5626690533,100.00,3.01,insn per cycle
17773773116,,branches,5626690533,100.00,,
17997592,,branch-misses,5626690533,100.00,0.10,of all branches
12710447,,cache-misses,5626690533,100.00,,
77906,,page-faults,5626690533,100.00,,
