# started on Wed Aug 12 02:45:19 2026

13917028982,,cycles,2830834068,100.00,,
57529889962,,instructions,2830834068,100.00,4.13,insn per cycle
11956457242,,branches,2830834068,100.00,,
8507868,,branch-misses,2830834068,100.00,0.07,of all branches
15661099,,cache-misses,2830834068,100.00,,
