# Change 0642 four-way differential, BEFORE leg (base c7326f68).
#
# xlsx0642 diff FILE..., taskset -c 17. One row per worksheet of every .xlsx in
# the tree plus the probe corpus. Each leg opens its own SourceBackedWorkbook
# (or eager Workbook) and reports ok:<visited>:<FNV-1a digest over the Debug
# rendering of every (address, cell) pair in production order>, or
# refused:<the refusal's Display text>. `agree` is yes when all four legs
# produced the same string.
#
# Legs: cold_visit = visit_cells on a cold worksheet; cold_cells = cells() on a
# cold worksheet; warm_visit = visit_cells after stored_extent() published the
# materialized store; eager_cells = litchi_xlsx::Workbook's own store iterator.
#
# This file and diff-after.tsv are byte-identical.
file	sheet	cold_visit	cold_cells	warm_visit	eager_cells	agree
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/cell-borders.xlsx	150%	ok:1:8e8f6afbab47dc50	ok:1:8e8f6afbab47dc50	ok:1:8e8f6afbab47dc50	ok:1:8e8f6afbab47dc50	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/cell-multi-line.xlsx	Hoja1	ok:2:f387c8178aae1814	ok:2:f387c8178aae1814	ok:2:f387c8178aae1814	ok:2:f387c8178aae1814	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/chart_hyperlink.xlsx	Sheet1	ok:12:6ff9dee5126cff1c	ok:12:6ff9dee5126cff1c	ok:12:6ff9dee5126cff1c	ok:12:6ff9dee5126cff1c	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/chart_hyperlink.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/column_style.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/condFormat_cellis.xlsx	Sheet1	ok:1:7b4dc0ec3b46ac6a	ok:1:7b4dc0ec3b46ac6a	ok:1:7b4dc0ec3b46ac6a	ok:1:7b4dc0ec3b46ac6a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/condFormat_cellis.xlsx	Sheet2	ok:2:4cad2c1d7aac708b	ok:2:4cad2c1d7aac708b	ok:2:4cad2c1d7aac708b	ok:2:4cad2c1d7aac708b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/condformat_databar.xlsx	Hoja1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/condformat_theme_color.xlsx	databar	ok:5:16a2fb80689494ab	ok:5:16a2fb80689494ab	ok:5:16a2fb80689494ab	ok:5:16a2fb80689494ab	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/condformat_theme_color.xlsx	colorscale	ok:6:c1a79a491b7b6623	ok:6:c1a79a491b7b6623	ok:6:c1a79a491b7b6623	ok:6:c1a79a491b7b6623	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/conditional_fmt_checkpriority.xlsx	Sheet1	ok:2:91c48517c877f8a1	ok:2:91c48517c877f8a1	ok:2:91c48517c877f8a1	ok:2:91c48517c877f8a1	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/conditional_fmt_checkpriority.xlsx	Sheet2	ok:2:0dfc680c1f2c5d4e	ok:2:0dfc680c1f2c5d4e	ok:2:0dfc680c1f2c5d4e	ok:2:0dfc680c1f2c5d4e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/conditional_fmt_origin.xlsx	Sheet1	ok:4:a30e4e236fdada8b	ok:4:a30e4e236fdada8b	ok:4:a30e4e236fdada8b	ok:4:a30e4e236fdada8b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/conditional_formatting_multiple_ranges.xlsx	Sheet1	ok:30:8801b6be3b0b9f3d	ok:30:8801b6be3b0b9f3d	ok:30:8801b6be3b0b9f3d	ok:30:8801b6be3b0b9f3d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/customxml.xlsx	Sheet1	ok:710:575836189c2d2197	ok:710:575836189c2d2197	ok:710:575836189c2d2197	ok:710:575836189c2d2197	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/decimal-format.xlsx	Sheet1	ok:2:7a71108678c38f4d	ok:2:7a71108678c38f4d	ok:2:7a71108678c38f4d	ok:2:7a71108678c38f4d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/decimal-format.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/decimal-format.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/duplicate-defined-names.xlsx	Sheet1 (2)	refused:invalid XLSX structure: invalid worksheet dimension '1:5': invalid A1 range '1:5': invalid or out-of-grid A1 cell reference '1'	refused:invalid XLSX structure: invalid worksheet dimension '1:5': invalid A1 range '1:5': invalid or out-of-grid A1 cell reference '1'	refused:invalid XLSX structure: invalid worksheet dimension '1:5': invalid A1 range '1:5': invalid or out-of-grid A1 cell reference '1'	refused:invalid XLSX structure: invalid worksheet dimension '1:5': invalid A1 range '1:5': invalid or out-of-grid A1 cell reference '1'	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/duplicate-defined-names.xlsx	Sheet1 (3)	refused:invalid XLSX structure: invalid worksheet dimension '1:102': invalid A1 range '1:102': invalid or out-of-grid A1 cell reference '1'	refused:invalid XLSX structure: invalid worksheet dimension '1:102': invalid A1 range '1:102': invalid or out-of-grid A1 cell reference '1'	refused:invalid XLSX structure: invalid worksheet dimension '1:102': invalid A1 range '1:102': invalid or out-of-grid A1 cell reference '1'	refused:invalid XLSX structure: invalid worksheet dimension '1:102': invalid A1 range '1:102': invalid or out-of-grid A1 cell reference '1'	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/empty.xlsx	Sheet1	ok:1:68fd2c6edb2cc9d0	ok:1:68fd2c6edb2cc9d0	ok:1:68fd2c6edb2cc9d0	ok:1:68fd2c6edb2cc9d0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/empty.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/enhanced-protection.xlsx	Sheet1	ok:6:4fd67ad0fee56c72	ok:6:4fd67ad0fee56c72	ok:6:4fd67ad0fee56c72	ok:6:4fd67ad0fee56c72	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/external-cache-multi-letter-column.xlsx	Лист1	ok:74:b14c813ea9a733c1	ok:74:b14c813ea9a733c1	ok:74:b14c813ea9a733c1	ok:74:b14c813ea9a733c1	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/external-link-path-missing.xlsx	Munka1	ok:10:c2ecc07c38e97e2f	ok:10:c2ecc07c38e97e2f	ok:10:c2ecc07c38e97e2f	ok:10:c2ecc07c38e97e2f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/external-link-path-startup.xlsx	Invoice_sample	ok:57:6eeaaf0bc392716f	ok:57:6eeaaf0bc392716f	ok:57:6eeaaf0bc392716f	ok:57:6eeaaf0bc392716f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/fontSize.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/fontSize.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/fontSize.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/formats.xlsx	Sheet1	ok:12:ce38f5450930db3e	ok:12:ce38f5450930db3e	ok:12:ce38f5450930db3e	ok:12:ce38f5450930db3e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/formats.xlsx	Sheet2	ok:18:82ce7c1b48ed5302	ok:18:82ce7c1b48ed5302	ok:18:82ce7c1b48ed5302	ok:18:82ce7c1b48ed5302	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/formats.xlsx	Sheet3	ok:9:b28c6c95e1e3fb19	ok:9:b28c6c95e1e3fb19	ok:9:b28c6c95e1e3fb19	ok:9:b28c6c95e1e3fb19	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/formats.xlsx	Sheet4	ok:1:952cab3b3e3e9139	ok:1:952cab3b3e3e9139	ok:1:952cab3b3e3e9139	ok:1:952cab3b3e3e9139	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/headerFooterTest.xlsx	Sheet1	ok:2:a3cb74ab591f771c	ok:2:a3cb74ab591f771c	ok:2:a3cb74ab591f771c	ok:2:a3cb74ab591f771c	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/hyperlink.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/hyperlink.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/hyperlink_export.xlsx	Munka1	ok:1:c1579843865a9bd5	ok:1:c1579843865a9bd5	ok:1:c1579843865a9bd5	ok:1:c1579843865a9bd5	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/hyperlink_formula.xlsx	Munka1	ok:3:f4ba39a6873ba97b	ok:3:f4ba39a6873ba97b	ok:3:f4ba39a6873ba97b	ok:3:f4ba39a6873ba97b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/hyperlinks.xlsx	Error	ok:16:19495de680416b7e	ok:16:19495de680416b7e	ok:16:19495de680416b7e	ok:16:19495de680416b7e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/hyperlinks.xlsx	Offering	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/named-ranges-global.xlsx	Sheet1	ok:10:a7989143151df8ad	ok:10:a7989143151df8ad	ok:10:a7989143151df8ad	ok:10:a7989143151df8ad	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/named-ranges-global.xlsx	Sheet2	ok:11:1a48e025bb14e6ef	ok:11:1a48e025bb14e6ef	ok:11:1a48e025bb14e6ef	ok:11:1a48e025bb14e6ef	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/named-ranges-hidden.xlsx	Planilha1	ok:3:59f8376212fc7e81	ok:3:59f8376212fc7e81	ok:3:59f8376212fc7e81	ok:3:59f8376212fc7e81	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/noSharedStringTable.xlsx	Sheet1	ok:2:e0bd7f140d5270ff	ok:2:e0bd7f140d5270ff	ok:2:e0bd7f140d5270ff	ok:2:e0bd7f140d5270ff	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sample.xlsx	Sheet1	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sample.xlsx	rich test	ok:9:da489249908ccf95	ok:9:da489249908ccf95	ok:9:da489249908ccf95	ok:9:da489249908ccf95	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sample.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/shared-strings-malformed-count.xlsx	Sheet1	refused:invalid XLSX structure: shared-string count exceeds 2147483647	refused:invalid XLSX structure: shared-string count exceeds 2147483647	refused:invalid XLSX structure: shared-string count exceeds 2147483647	refused:invalid XLSX structure: shared-string count exceeds 2147483647	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/shared_formulas.xlsx	Label	ok:81:84270dac6567970a	ok:81:84270dac6567970a	ok:81:84270dac6567970a	ok:81:84270dac6567970a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sharedhyperlink.xlsx	Hoja1	ok:8:e53f67bb5595559d	ok:8:e53f67bb5595559d	ok:8:e53f67bb5595559d	ok:8:e53f67bb5595559d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-names.xlsx	S&P	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-names.xlsx	Sam's Club	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-names.xlsx	"The Sheet"	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-names.xlsx	A<B	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-names.xlsx	C>D	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-state-show.xlsx	стр1	ok:4108:a5e3b41a7184818a	ok:4108:a5e3b41a7184818a	ok:4108:a5e3b41a7184818a	ok:4108:a5e3b41a7184818a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	ok:756:93766b2a8c2c36bd	ok:756:93766b2a8c2c36bd	ok:756:93766b2a8c2c36bd	ok:756:93766b2a8c2c36bd	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-tab-color.xlsx	Green	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-tab-color.xlsx	Red	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-tab-color.xlsx	Blue	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheet-tab-color.xlsx	Yellow	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx	Foglio1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx	Foglio2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx	Foglio3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sheetProtection_not_protected.xlsx	Sheet1	ok:2:f1ee5889221f89fd	ok:2:f1ee5889221f89fd	ok:2:f1ee5889221f89fd	ok:2:f1ee5889221f89fd	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sortconditionref.xlsx	consumos	ok:3:60591649a189f9e5	ok:3:60591649a189f9e5	ok:3:60591649a189f9e5	ok:3:60591649a189f9e5	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sortconditionref2.xlsx	Tabelle1	ok:5:f4b56c9348fe28c6	ok:5:f4b56c9348fe28c6	ok:5:f4b56c9348fe28c6	ok:5:f4b56c9348fe28c6	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/sortconditionref2.xlsx	Stammdaten	ok:4:64e61d052d2b3fa5	ok:4:64e61d052d2b3fa5	ok:4:64e61d052d2b3fa5	ok:4:64e61d052d2b3fa5	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	ok:99:f986bba6295ee8d1	ok:99:f986bba6295ee8d1	ok:99:f986bba6295ee8d1	ok:99:f986bba6295ee8d1	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/styles.xlsx	Sheet1	ok:21:c6e70327a120bb79	ok:21:c6e70327a120bb79	ok:21:c6e70327a120bb79	ok:21:c6e70327a120bb79	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/styles.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/styles.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/table-sample.xlsx	Tabelle1	ok:30:e02b3476bfe0b5e2	ok:30:e02b3476bfe0b5e2	ok:30:e02b3476bfe0b5e2	ok:30:e02b3476bfe0b5e2	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/tableStyle.xlsx	Sheet1	ok:24:8209f97c61040867	ok:24:8209f97c61040867	ok:24:8209f97c61040867	ok:24:8209f97c61040867	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/test_conditional_formatting.xlsx	Sheet1	ok:12:d67cbcaf8193548e	ok:12:d67cbcaf8193548e	ok:12:d67cbcaf8193548e	ok:12:d67cbcaf8193548e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	ok:8:1e09c52af71f29eb	ok:8:1e09c52af71f29eb	ok:8:1e09c52af71f29eb	ok:8:1e09c52af71f29eb	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/universal-content.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/50154.xlsx	First Sheet	ok:4:75ca92ca3363a59d	ok:4:75ca92ca3363a59d	ok:4:75ca92ca3363a59d	ok:4:75ca92ca3363a59d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/50154.xlsx	Another Sheet	ok:1:e9f70f73a760e9b6	ok:1:e9f70f73a760e9b6	ok:1:e9f70f73a760e9b6	ok:1:e9f70f73a760e9b6	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/50154.xlsx	ThirdSheet	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/50154.xlsx	Апаче ПОИ	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/50154.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx	Sheet1	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	Profile of Class	ok:106:79bde45ebf69b10f	ok:106:79bde45ebf69b10f	ok:106:79bde45ebf69b10f	ok:106:79bde45ebf69b10f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	Hires by Function	ok:186:6e2d4aa091a2b486	ok:186:6e2d4aa091a2b486	ok:186:6e2d4aa091a2b486	ok:186:6e2d4aa091a2b486	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	Top Six Functions	ok:47:665546b628d81b21	ok:47:665546b628d81b21	ok:47:665546b628d81b21	ok:47:665546b628d81b21	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	Hires by Industry	ok:216:741f0e04349d571f	ok:216:741f0e04349d571f	ok:216:741f0e04349d571f	ok:216:741f0e04349d571f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	Top Five Industries	ok:58:b882c81195c2a5c9	ok:58:b882c81195c2a5c9	ok:58:b882c81195c2a5c9	ok:58:b882c81195c2a5c9	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	Hires by Location	ok:251:0e194c04ac4aa3da	ok:251:0e194c04ac4aa3da	ok:251:0e194c04ac4aa3da	ok:251:0e194c04ac4aa3da	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	Job Source	ok:59:0c9ff6f1dde11238	ok:59:0c9ff6f1dde11238	ok:59:0c9ff6f1dde11238	ok:59:0c9ff6f1dde11238	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_form_Footer.xlsx	Application Form (CEP)	ok:909:3138085982eb091b	ok:909:3138085982eb091b	ok:909:3138085982eb091b	ok:909:3138085982eb091b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/45540_form_Header.xlsx	Application Form (CEP)	ok:909:3138085982eb091b	ok:909:3138085982eb091b	ok:909:3138085982eb091b	ok:909:3138085982eb091b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/47889.xlsx	Sheet1	ok:13:bb453447355e781e	ok:13:bb453447355e781e	ok:13:bb453447355e781e	ok:13:bb453447355e781e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/47889.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/47889.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/48962.xlsx	Sheet1	ok:91:95b44399666822ff	ok:91:95b44399666822ff	ok:91:95b44399666822ff	ok:91:95b44399666822ff	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/49609.xlsx	FAM	ok:3784:bb795c6790e738b3	ok:3784:bb795c6790e738b3	ok:3784:bb795c6790e738b3	ok:3784:bb795c6790e738b3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/49609.xlsx	VIC	ok:3784:413bd05b630bf025	ok:3784:413bd05b630bf025	ok:3784:413bd05b630bf025	ok:3784:413bd05b630bf025	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/54071.xlsx	双11商品导入定制打标时间模板	ok:20:c19ef9c7c3b265b0	ok:20:c19ef9c7c3b265b0	ok:20:c19ef9c7c3b265b0	ok:20:c19ef9c7c3b265b0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/56169.xlsx	Sheet1	ok:5:cde5bb8a055a435d	ok:5:cde5bb8a055a435d	ok:5:cde5bb8a055a435d	ok:5:cde5bb8a055a435d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/56169.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/56169.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/58106.xlsx	Sheet1	ok:91:2453b2becf5b849e	ok:91:2453b2becf5b849e	ok:91:2453b2becf5b849e	ok:91:2453b2becf5b849e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/58106.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
