# Change 0642 four-way differential, BEFORE leg (base c7326f68).
#
# xlsx0642 diff FILE..., taskset -c 17. One row per worksheet of every .xlsx in
# the tree plus the probe corpus. Each leg opens its own SourceBackedWorkbook
# (or eager Workbook) and reports ok:<visited>:<FNV-1a digest over the Debug
# rendering of every (address, cell) pair in production order>, or
# refused:<the refusal's Display text>. `agree` is yes when all four legs
# produced the same string.
#
# Legs: cold_visit = visit_cells on a cold worksheet; cold_cells = cells() on a
# cold worksheet; warm_visit = visit_cells after stored_extent() published the
# materialized store; eager_cells = litchi_xlsx::Workbook's own store iterator.
#
# This file and diff-after.tsv are byte-identical.
file	sheet	cold_visit	cold_cells	warm_visit	eager_cells	agree
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/CustomXmlMappings-inverse-order.xlsx	Foglio1	ok:16:f56f3304dd0ae8f0	ok:16:f56f3304dd0ae8f0	ok:16:f56f3304dd0ae8f0	ok:16:f56f3304dd0ae8f0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/CustomXmlMappings-inverse-order.xlsx	Foglio2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/CustomXmlMappings-inverse-order.xlsx	Foglio3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/DataValidationEvaluations.xlsx	Sheet1	ok:143:e899da22684f57de	ok:143:e899da22684f57de	ok:143:e899da22684f57de	ok:143:e899da22684f57de	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/DataValidationListTooLong.xlsx	Sheet0	ok:1:8b7f0aea378f3ec6	ok:1:8b7f0aea378f3ec6	ok:1:8b7f0aea378f3ec6	ok:1:8b7f0aea378f3ec6	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/DateFormatNumberTests.xlsx	Flags	ok:11:b4fd00757afb9d77	ok:11:b4fd00757afb9d77	ok:11:b4fd00757afb9d77	ok:11:b4fd00757afb9d77	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/DateFormatNumberTests.xlsx	Tests	ok:44:33a97216ca297f2f	ok:44:33a97216ca297f2f	ok:44:33a97216ca297f2f	ok:44:33a97216ca297f2f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/DateFormatTests.xlsx	Flags	ok:11:365d6bf22aa4395a	ok:11:365d6bf22aa4395a	ok:11:365d6bf22aa4395a	ok:11:365d6bf22aa4395a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/DateFormatTests.xlsx	Tests	ok:184:55fe936c17d50bde	ok:184:55fe936c17d50bde	ok:184:55fe936c17d50bde	ok:184:55fe936c17d50bde	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/ExcelPivotTableSample.xlsx	Tabelle1	ok:24:7bc6ade46a99d5dc	ok:24:7bc6ade46a99d5dc	ok:24:7bc6ade46a99d5dc	ok:24:7bc6ade46a99d5dc	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/ExcelPivotTableSample.xlsx	Tabelle2	ok:18:022358e875644fbe	ok:18:022358e875644fbe	ok:18:022358e875644fbe	ok:18:022358e875644fbe	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/ExcelPivotTableSample.xlsx	Tabelle3	ok:10:c91e4ae9a6df2c47	ok:10:c91e4ae9a6df2c47	ok:10:c91e4ae9a6df2c47	ok:10:c91e4ae9a6df2c47	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/ExcelTables.xlsx	ExcelTable	ok:24:970038b2b8b48847	ok:24:970038b2b8b48847	ok:24:970038b2b8b48847	ok:24:970038b2b8b48847	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/FormatChoiceTests.xlsx	Flags	ok:11:0c8a5683014e1769	ok:11:0c8a5683014e1769	ok:11:0c8a5683014e1769	ok:11:0c8a5683014e1769	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/FormatChoiceTests.xlsx	Tests	ok:443:635f970ca5d3c520	ok:443:635f970ca5d3c520	ok:443:635f970ca5d3c520	ok:443:635f970ca5d3c520	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/FormatConditionTests.xlsx	Flags	ok:11:0c8a5683014e1769	ok:11:0c8a5683014e1769	ok:11:0c8a5683014e1769	ok:11:0c8a5683014e1769	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/FormatConditionTests.xlsx	Tests	refused:invalid XLSX structure: shared formula master at (24, 1) is not first in 'A21:A25'	refused:invalid XLSX structure: shared formula master at (24, 1) is not first in 'A21:A25'	refused:invalid XLSX structure: shared formula master at (24, 1) is not first in 'A21:A25'	refused:invalid XLSX structure: shared formula master at (24, 1) is not first in 'A21:A25'	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Formatting.xlsx	Sheet1	ok:23:2373745970fdb543	ok:23:2373745970fdb543	ok:23:2373745970fdb543	ok:23:2373745970fdb543	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Formatting.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Formatting.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/HeaderFooterComplexFormats.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/HeaderFooterComplexFormats.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/HeaderFooterComplexFormats.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/InlineString.xlsx	Sheet1	ok:1:83e0677ede65d28d	ok:1:83e0677ede65d28d	ok:1:83e0677ede65d28d	ok:1:83e0677ede65d28d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/InlineStrings.xlsx	Sheet1	ok:28:701d22b41d528c7b	ok:28:701d22b41d528c7b	ok:28:701d22b41d528c7b	ok:28:701d22b41d528c7b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/InlineStrings.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/InlineStrings.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/MatrixFormulaEvalTestData.xlsx	Sheet1	ok:783:2696096d62c6439b	ok:783:2696096d62c6439b	ok:783:2696096d62c6439b	ok:783:2696096d62c6439b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/NewStyleConditionalFormattings.xlsx	CF	ok:340:bface29459ef5bc6	ok:340:bface29459ef5bc6	ok:340:bface29459ef5bc6	ok:340:bface29459ef5bc6	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/NewlineInFormulas.xlsx	Sheet1	ok:11:f34515eefab1f068	ok:11:f34515eefab1f068	ok:11:f34515eefab1f068	ok:11:f34515eefab1f068	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/NewlineInFormulas.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/NewlineInFormulas.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot1_Row.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot1_Row.xlsx	Sheet2	ok:18:c22842a7a0c0d83f	ok:18:c22842a7a0c0d83f	ok:18:c22842a7a0c0d83f	ok:18:c22842a7a0c0d83f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot1_Row_Grand.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot1_Row_Grand.xlsx	Sheet2	ok:20:54a7e89fdd1333ed	ok:20:54a7e89fdd1333ed	ok:20:54a7e89fdd1333ed	ok:20:54a7e89fdd1333ed	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot1_Row_Grand_Subtotals.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot1_Row_Grand_Subtotals.xlsx	Sheet2	ok:30:1eedc7e661e0095f	ok:30:1eedc7e661e0095f	ok:30:1eedc7e661e0095f	ok:30:1eedc7e661e0095f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row.xlsx	Sheet2	ok:16:0a88bcfe18a6b9f0	ok:16:0a88bcfe18a6b9f0	ok:16:0a88bcfe18a6b9f0	ok:16:0a88bcfe18a6b9f0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Compact.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Compact.xlsx	Sheet2	ok:18:7daf71da299c7a31	ok:18:7daf71da299c7a31	ok:18:7daf71da299c7a31	ok:18:7daf71da299c7a31	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Grand.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Grand.xlsx	Sheet2	ok:18:64ea4a67233bc8f2	ok:18:64ea4a67233bc8f2	ok:18:64ea4a67233bc8f2	ok:18:64ea4a67233bc8f2	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Grand_Subtotals.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Grand_Subtotals.xlsx	Sheet2	ok:24:b9ef71e742a59fbf	ok:24:b9ef71e742a59fbf	ok:24:b9ef71e742a59fbf	ok:24:b9ef71e742a59fbf	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Subtotals.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Subtotals.xlsx	Sheet2	ok:22:05e8e9f7c893b827	ok:22:05e8e9f7c893b827	ok:22:05e8e9f7c893b827	ok:22:05e8e9f7c893b827	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Subtotals_SortDescendingAll.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot2_Row_Subtotals_SortDescendingAll.xlsx	Sheet2	ok:22:7fc700ba1381eb88	ok:22:7fc700ba1381eb88	ok:22:7fc700ba1381eb88	ok:22:7fc700ba1381eb88	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot3_Column_Grand_Subtotals.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot3_Column_Grand_Subtotals.xlsx	Sheet2	ok:24:dc13c86bc7adc2a0	ok:24:dc13c86bc7adc2a0	ok:24:dc13c86bc7adc2a0	ok:24:dc13c86bc7adc2a0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot4_Column_Grand_Subtotals_SortDescending.xlsx	Sheet1	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	ok:18:aaa55e79ab68a94b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Pivot4_Column_Grand_Subtotals_SortDescending.xlsx	Sheet2	ok:24:d7568fd492cee4ae	ok:24:d7568fd492cee4ae	ok:24:d7568fd492cee4ae	ok:24:d7568fd492cee4ae	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleMultiCell.xlsx	Sheet1	ok:15:fbdebbe91fc587ac	ok:15:fbdebbe91fc587ac	ok:15:fbdebbe91fc587ac	ok:15:fbdebbe91fc587ac	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleMultiCell.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleMultiCell.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleNormal.xlsx	Sheet1	ok:8:e1e8f469d992f9fc	ok:8:e1e8f469d992f9fc	ok:8:e1e8f469d992f9fc	ok:8:e1e8f469d992f9fc	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleNormal.xlsx	Sheet Number 2	ok:11:0624980e9b626d08	ok:11:0624980e9b626d08	ok:11:0624980e9b626d08	ok:11:0624980e9b626d08	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleScatterChart.xlsx	Sheet1	ok:6:374ddfa742a59359	ok:6:374ddfa742a59359	ok:6:374ddfa742a59359	ok:6:374ddfa742a59359	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleScatterChart.xlsx	Chart1	refused:sheet 'Chart1' is not a worksheet	refused:sheet 'Chart1' is not a worksheet	refused:sheet 'Chart1' is not a worksheet	refused:sheet 'Chart1' is not a worksheet	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleStrict.xlsx	Sheet1	ok:8:e1e8f469d992f9fc	ok:8:e1e8f469d992f9fc	ok:8:e1e8f469d992f9fc	ok:8:e1e8f469d992f9fc	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleStrict.xlsx	Sheet Number 2	ok:11:01086bdb6f9f5291	ok:11:01086bdb6f9f5291	ok:11:01086bdb6f9f5291	ok:11:01086bdb6f9f5291	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleWithComments.xlsx	Sheet1	ok:6:66fb3e275359f7fa	ok:6:66fb3e275359f7fa	ok:6:66fb3e275359f7fa	ok:6:66fb3e275359f7fa	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleWithComments.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SimpleWithComments.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/SingleCellTable.xlsx	Sheet1	ok:1:74b80246baa9c08f	ok:1:74b80246baa9c08f	ok:1:74b80246baa9c08f	ok:1:74b80246baa9c08f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Sparklines.xlsx	Sheet1	ok:12:114d03d87bb0a794	ok:12:114d03d87bb0a794	ok:12:114d03d87bb0a794	ok:12:114d03d87bb0a794	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Sparklines.xlsx	Sheet2	ok:28:0b98f345561da0ce	ok:28:0b98f345561da0ce	ok:28:0b98f345561da0ce	ok:28:0b98f345561da0ce	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Sparklines.xlsx	Sheet3	ok:100:7ef899d169db45e5	ok:100:7ef899d169db45e5	ok:100:7ef899d169db45e5	ok:100:7ef899d169db45e5	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/StructuredReferences.xlsx	Formulas	ok:3:6c319d200677e43d	ok:3:6c319d200677e43d	ok:3:6c319d200677e43d	ok:3:6c319d200677e43d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/StructuredReferences.xlsx	Table	ok:21:7526cd5c689a852c	ok:21:7526cd5c689a852c	ok:21:7526cd5c689a852c	ok:21:7526cd5c689a852c	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Profile	ok:328:eeea062406403cb8	ok:328:eeea062406403cb8	ok:328:eeea062406403cb8	ok:328:eeea062406403cb8	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	List	ok:3708:b98cf6f3e912802b	ok:3708:b98cf6f3e912802b	ok:3708:b98cf6f3e912802b	ok:3708:b98cf6f3e912802b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	Query	ok:26593:c7fed8d2a0b853f5	ok:26593:c7fed8d2a0b853f5	ok:26593:c7fed8d2a0b853f5	ok:26593:c7fed8d2a0b853f5	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	dropdowns	ok:146:6570a8e29b2d7da3	ok:146:6570a8e29b2d7da3	ok:146:6570a8e29b2d7da3	ok:146:6570a8e29b2d7da3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx	query2	ok:7410:086e328313a90f98	ok:7410:086e328313a90f98	ok:7410:086e328313a90f98	ok:7410:086e328313a90f98	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp1	ok:238:1ff61f6c3600a785	ok:238:1ff61f6c3600a785	ok:238:1ff61f6c3600a785	ok:238:1ff61f6c3600a785	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp2 (2)	ok:383:8f04cc399b490af4	ok:383:8f04cc399b490af4	ok:383:8f04cc399b490af4	ok:383:8f04cc399b490af4	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp3 (2)	ok:418:e5355b4caebd344a	ok:418:e5355b4caebd344a	ok:418:e5355b4caebd344a	ok:418:e5355b4caebd344a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp4	ok:244:46264c3f6feca6f0	ok:244:46264c3f6feca6f0	ok:244:46264c3f6feca6f0	ok:244:46264c3f6feca6f0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp5	ok:229:7f66b1bc4038a31a	ok:229:7f66b1bc4038a31a	ok:229:7f66b1bc4038a31a	ok:229:7f66b1bc4038a31a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp6 (2)	ok:409:d58919fcbadcc3f0	ok:409:d58919fcbadcc3f0	ok:409:d58919fcbadcc3f0	ok:409:d58919fcbadcc3f0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp7 (2)	ok:377:c529a77373c704ad	ok:377:c529a77373c704ad	ok:377:c529a77373c704ad	ok:377:c529a77373c704ad	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp8	ok:220:95a016613f032e21	ok:220:95a016613f032e21	ok:220:95a016613f032e21	ok:220:95a016613f032e21	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp9	ok:232:30a400392e494990	ok:232:30a400392e494990	ok:232:30a400392e494990	ok:232:30a400392e494990	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp10 (2)	ok:256:e3a555d4b440ccfc	ok:256:e3a555d4b440ccfc	ok:256:e3a555d4b440ccfc	ok:256:e3a555d4b440ccfc	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp11 (2)	ok:321:16d7b7b44ae708e0	ok:321:16d7b7b44ae708e0	ok:321:16d7b7b44ae708e0	ok:321:16d7b7b44ae708e0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/Tables.xlsx	Exp12	ok:217:08ef556b0cb8e7e4	ok:217:08ef556b0cb8e7e4	ok:217:08ef556b0cb8e7e4	ok:217:08ef556b0cb8e7e4	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TablesWithDifferentHeaders.xlsx	IntHeaders	ok:4:5f5480a07d2b4c57	ok:4:5f5480a07d2b4c57	ok:4:5f5480a07d2b4c57	ok:4:5f5480a07d2b4c57	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TablesWithDifferentHeaders.xlsx	FloatHeaders	ok:4:1e5e14c234818cd9	ok:4:1e5e14c234818cd9	ok:4:1e5e14c234818cd9	ok:4:1e5e14c234818cd9	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TablesWithDifferentHeaders.xlsx	NoExplicitHeaders	ok:6:ff40e8093afe43c9	ok:6:ff40e8093afe43c9	ok:6:ff40e8093afe43c9	ok:6:ff40e8093afe43c9	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TextColor.xlsx	Sheet1	ok:1:228d7e3a48037e16	ok:1:228d7e3a48037e16	ok:1:228d7e3a48037e16	ok:1:228d7e3a48037e16	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TextColor.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TextColor.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TwoSheetsNoneHidden.xlsx	Sheet1	ok:1:5ca87a27f43ad08e	ok:1:5ca87a27f43ad08e	ok:1:5ca87a27f43ad08e	ok:1:5ca87a27f43ad08e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TwoSheetsNoneHidden.xlsx	Sheet2	ok:1:52175d53a8d68e57	ok:1:52175d53a8d68e57	ok:1:52175d53a8d68e57	ok:1:52175d53a8d68e57	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TwoSheetsOneHidden.xlsx	Sheet1	ok:1:5ca87a27f43ad08e	ok:1:5ca87a27f43ad08e	ok:1:5ca87a27f43ad08e	ok:1:5ca87a27f43ad08e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/TwoSheetsOneHidden.xlsx	Sheet2	ok:1:52175d53a8d68e57	ok:1:52175d53a8d68e57	ok:1:52175d53a8d68e57	ok:1:52175d53a8d68e57	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/autofilter-colors-fg.xlsx	Sheet1	ok:33:17c6f5c3f75e54c0	ok:33:17c6f5c3f75e54c0	ok:33:17c6f5c3f75e54c0	ok:33:17c6f5c3f75e54c0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/autofilter-colors.xlsx	Sheet1	ok:33:17c6f5c3f75e54c0	ok:33:17c6f5c3f75e54c0	ok:33:17c6f5c3f75e54c0	ok:33:17c6f5c3f75e54c0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/autofilter.xlsx	Sheet1	ok:15:33c01dc4a7e5d1b9	ok:15:33c01dc4a7e5d1b9	ok:15:33c01dc4a7e5d1b9	ok:15:33c01dc4a7e5d1b9	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/autofilternamedrange.xlsx	Sheet1	ok:8:b61ca7370e42e4eb	ok:8:b61ca7370e42e4eb	ok:8:b61ca7370e42e4eb	ok:8:b61ca7370e42e4eb	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/cell-borders.xlsx	Borders	ok:53:e26265b0c63943f1	ok:53:e26265b0c63943f1	ok:53:e26265b0c63943f1	ok:53:e26265b0c63943f1	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/ooxml/xlsx/cell-borders.xlsx	100%	ok:1:c00179f8feff2307	ok:1:c00179f8feff2307	ok:1:c00179f8feff2307	ok:1:c00179f8feff2307	yes
