1	6422991
2	260
3	5505696
4	85
5	32
6	19
7	2
8	1835523
9	2
10	39
11	196
12	78
13	16
14	393237
15	1835044
16	917724
17	207
18	524
19	186
20	225
21	268
24	268
28	393236
30	21
31	20
32	917779
34	7
36	128
38	1
39	917673
40	79
47	4
48	7
56	72
57	12
60	1
63	12
64	2386
65	12
66	12
73	14
74	128
76	1
78	917673
80	36
81	7
82	14
90	1
96	6422600
112	7
116	14
120	1
128	919014
134	6422556
136	6
139	8
142	1
144	4
148	20
152	17
156	489
157	8
161	8
169	8
180	8
192	16
195	1280
200	7
208	21
212	38
216	8
224	7
240	5
251	8
256	18
261	8
264	12
278	8
280	32
281	8
288	31
297	8
298	18
304	6
308	13
312	6
314	1
328	12
332	6
368	1
372	7
408	32
448	6
472	1
480	6
512	15
513	18
544	9
576	4
628	15
648	1
664	2
808	4
856	1
877	4
920	18
1024	12
1096	1
2048	11
2176	6
2192	7
4096	8
4276	13
8192	14
16384	14
21066	2
24576	7
32768	108
32769	17
33387	1
40960	7
42132	2
47552	88
49152	7
57344	7
62912	4
65536	70
65537	72
66774	1
73728	8
81920	7
84264	2
90112	7
98304	7
106496	7
114688	7
122880	7
131072	16
133548	1
139264	7
147456	7
155648	7
163840	7
168528	2
172032	7
180224	7
188416	7
196608	7
204800	7
212992	7
221184	7
229376	7
237568	7
245760	7
253952	7
262144	16
267096	1
270336	7
278528	7
286720	7
294912	7
303104	7
311296	7
319488	7
327680	7
335872	7
337056	2
342213	2
342608	2
343935	12
343952	1
344064	2
344330	6
344352	2
380032	12
524288	9
534192	1
674112	2
1048576	7
1048592	5
1049104	2
2097152	2
3145728	10
3147264	4
6291456	2
6291607	6
6291608	11
6301591	4
6301592	7
7602368	4
8388608	3
