experiment	leg	profile	binary_role	case	parts	p50_ns	p95_ns	p99_ns	mean_ns	sample_count	source_read_calls	source_read_bytes	source_version_calls	source_payload_read_calls	source_payload_read_bytes	source_max_in_flight_reads	lookup_count	output_sha256	report_sha256
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_lookup	256	21630	21900	27670	21852.76666666667	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_exact_lookup	256	2420	2510	8790	2635.666666666668	30	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_case_alias_lookup	256	41390	41490	46781	41561.56666666667	30	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_genuine_miss_lookup	256	19400	22110	24660	19674.733333333337	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_eager_open	2047	4708525	4747851	4763081	4707321.300000001	30	-	-	-	-	-	-	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_open	2047	3330955	3356385	3360925	3330831.333333333	30	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_eager_lookup	2047	160196	168291	168430	161739.36666666667	30	-	-	-	-	-	-	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_lookup	2047	151156	156881	157901	152267.66666666666	30	0	0	144	0	0	0	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_exact_lookup	2047	2525	2590	2750	2533.666666666666	30	0	0	144	0	0	0	144	5ff83b42956e53036f19926d023a5e98f59889ec64e51dd618b6100753c9367e	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_case_alias_lookup	2047	301991	315541	332051	304803.3666666667	30	0	0	144	0	0	0	144	3336a08cd318f74e98515959a34dce128aefc6b9fa3546151fbf627572c025d9	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_genuine_miss_lookup	2047	147510	147921	154051	139357.6666666667	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_eager_open	2048	4695610	4715700	4720490	4697342.000000001	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_open	2048	3287780	3314264	3326405	3287356.2333333334	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_eager_lookup	2048	206411	213141	213281	207791.93333333335	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_lookup	2048	57150	59550	61941	57401.86666666666	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_exact_lookup	2048	67255	73860	78430	67903.93333333332	30	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_case_alias_lookup	2048	67620	72500	73330	68051.26666666666	30	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_genuine_miss_lookup	2048	38520	40970	45640	38829.166666666664	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_eager_open	16384	41812692	42559465	42722428	41929033.53333333	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_open	16384	29086061	29846240	29993240	29116412.966666665	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_eager_lookup	16384	1084950	1089795	1105695	1085238.3666666667	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_lookup	16384	76645	82930	83111	77376.66666666666	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_exact_lookup	16384	84730	89700	89820	85211.69999999998	30	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_case_alias_lookup	16384	85886	91290	92011	86305.43333333333	30	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
mapless-binary-search	B2	allocator	candidate	opc_casefold_source_genuine_miss_lookup	16384	46035	48020	51660	46239.53333333333	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	d689b386e88dfc51decae78f544f23e280c50ea924a470cc1e8dd9b988156cc2
linear-probe-full	A1	normal	control	opc_casefold_eager_open	256	425446	433642	434812	425709.49999999994	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_open	256	303826	311742	313672	304938.46666666673	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_eager_lookup	256	14810	14871	14930	14816.066666666668	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_lookup	256	21620	22470	27530	22073.166666666668	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_exact_lookup	256	2350	2370	2410	2349.6666666666674	30	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_case_alias_lookup	256	41930	44371	47520	42202.866666666676	30	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_genuine_miss_lookup	256	18565	18630	18630	18567.833333333332	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_eager_open	2047	3456815	3484555	3486185	3458258.133333334	30	-	-	-	-	-	-	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_open	2047	2449241	2477760	2479301	2450517.6	30	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_eager_lookup	2047	185550	191541	192681	186609.8	30	-	-	-	-	-	-	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_lookup	2047	150876	156030	157360	150093.0	30	0	0	144	0	0	0	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_exact_lookup	2047	2360	2390	2400	2363.333333333333	30	0	0	144	0	0	0	144	5ff83b42956e53036f19926d023a5e98f59889ec64e51dd618b6100753c9367e	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_case_alias_lookup	2047	305121	312132	314241	306669.30000000005	30	0	0	144	0	0	0	144	3336a08cd318f74e98515959a34dce128aefc6b9fa3546151fbf627572c025d9	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_genuine_miss_lookup	2047	145371	150391	151041	127017.56666666667	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_eager_open	2048	3486090	3518655	3539215	3488239.966666667	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_open	2048	2510211	2534961	2537541	2511447.833333333	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_eager_lookup	2048	151590	157041	159021	152490.30000000002	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_lookup	2048	36675	36840	36871	36674.83333333333	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_exact_lookup	2048	2350	2370	2380	2350.0	30	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_case_alias_lookup	2048	68415	71181	73101	68650.73333333332	30	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_genuine_miss_lookup	2048	38260	38330	46690	38540.066666666666	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_eager_open	16384	31895022	33141612	33434783	31943201.866666667	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_open	16384	23973947	24539725	24550056	23947060.200000003	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_eager_lookup	16384	2534461	2553891	2563371	2535885.1999999997	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_lookup	16384	47470	49851	53040	47729.833333333336	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_exact_lookup	16384	2360	2390	2400	2358.0333333333333	30	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_case_alias_lookup	16384	87175	92630	93661	88146.7	30	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A1	normal	control	opc_casefold_source_genuine_miss_lookup	16384	47590	47740	52720	47622.833333333336	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	8273d230f0c4e3e159c0baacf24554f12702204743728eaad7a685eedd2c7bd9
linear-probe-full	A2	normal	control	opc_casefold_eager_open	256	433727	443032	446032	434036.2666666667	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_open	256	306431	313742	313971	307865.0333333333	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_eager_lookup	256	28080	28200	28910	28110.800000000003	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_lookup	256	21365	22751	28340	21696.800000000003	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_exact_lookup	256	2285	2310	2320	2286.666666666667	30	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_case_alias_lookup	256	41740	47151	49281	42713.533333333326	30	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_genuine_miss_lookup	256	18095	18140	18150	18075.03333333333	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_eager_open	2047	3482446	3532805	3537616	3488671.3999999994	30	-	-	-	-	-	-	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_open	2047	2463981	2498621	2502361	2457557.833333333	30	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_eager_lookup	2047	226741	234072	237551	228380.36666666664	30	-	-	-	-	-	-	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_lookup	2047	150891	168061	170460	152259.00000000003	30	0	0	144	0	0	0	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_exact_lookup	2047	2300	2320	2340	2298.9999999999995	30	0	0	144	0	0	0	144	5ff83b42956e53036f19926d023a5e98f59889ec64e51dd618b6100753c9367e	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_case_alias_lookup	2047	302906	310822	327081	305175.9999999998	30	0	0	144	0	0	0	144	3336a08cd318f74e98515959a34dce128aefc6b9fa3546151fbf627572c025d9	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_genuine_miss_lookup	2047	126250	129090	132761	121860.86666666668	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_eager_open	2048	3456185	3501736	3503606	3458561.333333333	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_open	2048	2501416	2515321	2529961	2500398.2666666666	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_eager_lookup	2048	254581	260731	261841	255917.1666666667	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_lookup	2048	37220	42070	43451	37663.833333333336	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_exact_lookup	2048	2295	2320	2330	2296.0000000000005	30	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_case_alias_lookup	2048	69560	75390	75610	70296.63333333332	30	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_genuine_miss_lookup	2048	38305	40770	43810	38571.833333333336	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_eager_open	16384	31950859	32566267	32693918	31976019.866666663	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_open	16384	23952993	24449510	24649521	23890867.000000004	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_eager_lookup	16384	2285605	2299030	2355621	2287486.6666666674	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_lookup	16384	48240	54251	54710	48685.23333333333	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_exact_lookup	16384	2300	2340	2390	2303.000000000001	30	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_case_alias_lookup	16384	85750	91760	92021	86342.03333333333	30	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	A2	normal	control	opc_casefold_source_genuine_miss_lookup	16384	46845	46980	51510	47000.899999999994	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	45b0eb4ae63d084fb5f873be48e561f7cf7e8994c3bc5424f7a38dc91aca5638
linear-probe-full	B1	normal	candidate	opc_casefold_eager_open	256	423091	435762	439772	425197.1666666665	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_source_open	256	308057	319662	319922	310197.46666666673	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_eager_lookup	256	33310	33390	38580	33480.83333333334	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_source_lookup	256	21125	23590	27180	21512.43333333334	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_source_exact_lookup	256	2330	2360	2360	2335.0000000000005	30	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_source_case_alias_lookup	256	42485	42740	49270	42718.799999999996	30	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_source_genuine_miss_lookup	256	18115	18290	18300	18048.03333333333	30	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_eager_open	2047	3410264	3443064	3448725	3412651.1999999993	30	-	-	-	-	-	-	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
linear-probe-full	B1	normal	candidate	opc_casefold_source_open	2047	2481455	2503651	2528501	2481476.266666666	30	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	f539a1ee64892b8e228679ce28e82a2b23f385fcf6378399c6dacc150bab459e
