1	14432
2	5699
3	11290
4	40566
5	11413
6	12293
7	8203
8	17784
9	9253
10	8136
11	6697
12	794
13	2671
14	2553
15	791
16	4881
17	18902
18	5402
19	2300
20	5772
21	10275
22	11514
23	1008
24	948
25	45
26	464
27	363
28	1157
29	2162
30	738
31	958
32	14172
33	9045
34	30446
35	4370
36	1617
37	214
38	492
39	4114
40	2982
41	1633
42	1389
43	168
44	10550
45	10403
46	10992
47	7
48	3109
49	55
50	452
51	1805
52	2529
53	26813
54	1262
55	2731
56	3856
57	1969
58	13892
60	1658
62	557
63	491
64	86041
65	50
66	121
67	2367
68	4656
69	335
70	1653
71	56
72	1068
73	3576
74	762
76	4824
77	725
78	2917
79	6063
80	491
82	1082
84	125
85	207
86	4
87	207
88	699
89	2
90	275
91	250
96	677
97	64
98	40
104	51
108	37
110	45
112	396
116	2723
120	2
123	1
128	5832
131	1
132	2
139	997
144	42
148	85
152	1381
154	2
156	2862
157	997
160	5717
161	997
169	997
172	4
175	15
176	103
180	80
181	45
184	49
192	856
196	35
200	3273
212	199
216	2043
218	149
224	7
225	33
226	45
227	90
231	2
232	48
240	76
242	56
248	911
251	56
252	56
254	5680
256	9656
258	885
261	56
262	1
264	30
266	2
271	56
272	4
274	56
275	2
277	18
278	4
280	94
281	56
284	56
287	64
288	48
290	941
291	66
293	821
302	56
304	8
306	56
308	130
309	692
310	793
311	129
312	1717
314	56
315	73
316	56
320	265
323	73
324	56
328	2
336	10
344	22
345	45
351	2
353	2
359	3
368	4
372	1
376	10
384	1130
388	1
389	6
392	51
396	73
397	64
399	56
403	56
406	73
407	64
408	117
409	56
413	56
416	1406
420	64
423	64
426	56
429	56
432	30
435	7744
441	64
445	64
446	56
447	56
448	19
449	56
450	52
451	56
453	116
456	25
459	77
464	20
467	56
471	52
472	79
475	52
476	2
477	21
480	290
481	21
482	2
483	52
484	2
489	21
492	2
494	1
496	39
498	3
500	6
510	3
512	139
514	3
516	1
524	1
528	2
530	64
535	2
540	64
544	89
546	56
553	64
554	2
556	172
559	56
560	90
562	21
566	52
569	56
572	77
574	64
575	56
576	29
578	64
586	64
590	4
591	56
592	64
600	64
602	56
605	56
608	8
610	52
613	52
616	2
622	21
623	56
624	656
625	21
628	2517
631	52
632	68
634	32
635	52
636	56
640	118
643	73
647	25
648	45
655	21
656	5
659	64
660	1
661	26
669	64
672	11
686	64
688	2
689	64
692	21
696	2
707	64
709	56
711	64
716	52
719	120
720	63
726	52
727	3
728	27
736	1490
738	77
741	56
744	14
759	56
763	56
768	35
770	52
771	56
773	52
778	4
784	15
786	10
788	21
791	73
792	71
795	52
800	94
802	64
803	52
808	14
809	21
813	21
816	1253
819	64
821	21
822	64
826	2
832	11
838	19
839	13
840	66
844	37
850	56
852	37
854	27
860	56
862	27
869	2
876	52
886	52
892	56
894	21
895	56
896	12
897	45
904	23
912	4
913	56
917	56
925	93
928	10
930	52
933	52
935	37
941	27
951	79
952	23
954	21
955	73
957	23
958	16
960	42
961	16
963	52
968	2
973	21
975	21
979	37
980	27
983	27
984	6
986	2
987	42
988	1
992	16
993	16
995	21
996	3
1000	6
1001	43
1004	56
1014	56
1015	27
1020	2
1023	27
1024	75
1028	2
1032	5
1036	52
1037	2
1046	108
1048	1
1049	56
1056	2
1060	21
1067	56
1070	21
1071	56
1072	139
1074	21
1079	56
1080	16
1084	21
1090	68
1091	4
1092	45
1093	52
1102	27
1104	15
1111	52
1112	27
1113	21
1115	52
1116	21
1119	18
1120	25
1122	16
1123	73
1127	27
1130	27
1134	21
1140	18
1141	21
1145	21
1146	31
1147	34
1148	21
1153	21
1154	16
1156	21
1158	56
1162	16
1168	56
1176	42
1184	64
1196	52
1197	2
1200	56
1203	56
1204	2
1206	52
1212	30
1216	8
1218	2
1221	56
1222	40
1224	31
1225	56
1226	21
1233	56
1235	21
1236	21
1240	194
1241	16
1245	21
1250	52
1251	16
1253	52
1260	21
1263	21
1266	16
1269	16
1271	52
1275	52
1279	25
1280	35
1283	52
1284	2
1285	22
1286	31
1289	21
1296	2
1307	21
1311	21
1312	60
1319	21
1322	56
1326	2
1328	46
1344	2
1354	56
1356	52
1357	56
1360	3
1366	52
1375	56
1376	4
1379	56
1387	56
1392	21
1402	21
1410	52
1413	52
1416	27
1431	52
1435	52
1443	52
1452	21
1455	21
1466	56
1472	60
1473	21
1476	56
1477	21
1485	21
1488	3
1508	56
1511	56
1514	2
1516	52
1526	52
1529	56
1533	56
1536	5
1541	56
1558	21
1560	1
1568	76
1570	52
1572	10
1573	52
1584	80
1589	52
1590	60
1616	104
1618	21
1620	56
1621	21
1630	56
1632	43
1635	4
1637	27
1638	13
1640	7
1662	56
1665	56
1683	56
1687	56
1695	56
1704	7
1728	1
1754	2
1764	2
1774	56
1784	56
1792	5
1816	56
1819	56
1837	56
1841	56
1847	2
1849	56
1872	1
1888	50
1894	4
1895	45
1904	2
1920	9
1928	56
1936	2
1938	56
1968	4
1970	56
1973	56
1976	1
1984	2
1989	56
1990	64
1992	3
2000	6
2040	2
2048	149
2056	2
2064	3
2096	1
2112	2
2128	138
2231	4
2232	45
2297	2
2307	2
2352	86
2392	2
2432	8
2448	19
2464	433
2496	2
2640	113
2792	1
2832	11
2840	2
2850	2
2944	12
2952	2
2965	4
2966	45
3020	4
3021	45
3096	2
3136	12
3152	140
3216	27
3224	8
3244	4
3245	45
3264	2
3276	4
3328	4
3383	2
3393	2
3481	2
3528	25
3530	4
3531	28
3611	2
3660	4
3661	22
3666	6
3667	10
3672	19
3776	5
3808	2
3840	8
3872	2
3926	2
3936	2
4096	24
4160	7
4192	1
4216	3
4224	2
4240	22
4248	13
4276	56
4352	3
4356	4
4357	63
4439	4
4440	45
4469	2
4479	2
4576	1
4656	4
4657	45
4704	14
4711	4
4712	53
4801	4
4802	45
4864	7
4878	4
4896	4
5013	2
5023	2
5078	10
5440	7
5447	4
5488	8
5492	2
5540	2
5557	28
5558	32
5567	4
5568	36
5596	4
5603	6
5664	20
5712	40
6001	4
6013	6
6288	13
7056	14
7221	4
7222	45
7248	33
7344	2
7616	2
7626	49
7627	45
7653	53
7654	108
7680	8
7744	2
8105	4
8192	1
8251	4
8258	6
8496	7
8536	56
10370	2
10389	4
10401	6
11985	4
11986	63
14480	13
15232	2
15488	2
16384	1
17056	56
19992	1
24688	1
25208	2
26304	2
30464	2
30976	2
32768	2098
33728	8
