0579-only	test-data/poi/test-data/spreadsheet/48968.xls	open=46	total=1089	text_len=432	text_fnv=3dc54122b7d8a84a
this-change	test-data/poi/test-data/spreadsheet/48968.xls	open=46	total=102	text_len=432	text_fnv=3dc54122b7d8a84a
pre-0579	test-data/poi/test-data/spreadsheet/50939.xls	open=392	total=755	text_len=2013	text_fnv=53b103982147a1a4
0579-only	test-data/poi/test-data/spreadsheet/50939.xls	open=272	total=635	text_len=2013	text_fnv=53b103982147a1a4
this-change	test-data/poi/test-data/spreadsheet/50939.xls	open=272	total=635	text_len=2013	text_fnv=53b103982147a1a4
pre-0579	test-data/poi/test-data/spreadsheet/53109.xls	open=56	total=144	text_len=92	text_fnv=3269d5d10980cc3e
0579-only	test-data/poi/test-data/spreadsheet/53109.xls	open=45	total=133	text_len=92	text_fnv=3269d5d10980cc3e
this-change	test-data/poi/test-data/spreadsheet/53109.xls	open=45	total=133	text_len=92	text_fnv=3269d5d10980cc3e
pre-0579	test-data/poi/test-data/spreadsheet/54016.xls	open=1995	total=4690467	text_len=840804	text_fnv=2e9485f3e8fb0004
0579-only	test-data/poi/test-data/spreadsheet/54016.xls	open=1110	total=4689582	text_len=840804	text_fnv=2e9485f3e8fb0004
this-change	test-data/poi/test-data/spreadsheet/54016.xls	open=1110	total=1671048	text_len=840804	text_fnv=2e9485f3e8fb0004
pre-0579	test-data/poi/test-data/spreadsheet/55341_CellStyleBorder.xls	open=57	total=153	text_len=158	text_fnv=d86bca418867a324
0579-only	test-data/poi/test-data/spreadsheet/55341_CellStyleBorder.xls	open=46	total=142	text_len=158	text_fnv=d86bca418867a324
this-change	test-data/poi/test-data/spreadsheet/55341_CellStyleBorder.xls	open=46	total=142	text_len=158	text_fnv=d86bca418867a324
pre-0579	test-data/poi/test-data/spreadsheet/57456.xls	OPEN_REFUSED	source XLS parse error: Invalid data: SST total count is smaller than its unique count
0579-only	test-data/poi/test-data/spreadsheet/57456.xls	OPEN_REFUSED	source XLS parse error: Invalid data: SST total count is smaller than its unique count
this-change	test-data/poi/test-data/spreadsheet/57456.xls	OPEN_REFUSED	source XLS parse error: Invalid data: SST total count is smaller than its unique count
pre-0579	test-data/poi/test-data/spreadsheet/59858.xls	open=10066	total=1334755	text_len=40551	text_fnv=b946ee52430d1e31
0579-only	test-data/poi/test-data/spreadsheet/59858.xls	open=2916	total=1327605	text_len=40551	text_fnv=b946ee52430d1e31
this-change	test-data/poi/test-data/spreadsheet/59858.xls	open=2916	total=432546	text_len=40551	text_fnv=b946ee52430d1e31
pre-0579	test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xls	open=5796	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: shared Formula metadata requires a leading PtgExp token
0579-only	test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xls	open=2099	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: shared Formula metadata requires a leading PtgExp token
this-change	test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xls	open=2099	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: shared Formula metadata requires a leading PtgExp token
pre-0579	test-data/poi/test-data/spreadsheet/DBCSHeader.xls	open=4	total=20	text_len=3	text_fnv=a4a0fb189d0de06d
0579-only	test-data/poi/test-data/spreadsheet/DBCSHeader.xls	open=4	total=20	text_len=3	text_fnv=a4a0fb189d0de06d
this-change	test-data/poi/test-data/spreadsheet/DBCSHeader.xls	open=4	total=20	text_len=3	text_fnv=a4a0fb189d0de06d
pre-0579	test-data/poi/test-data/spreadsheet/DateFormats.xls	open=11	total=41	text_len=72	text_fnv=0d2c6fb58a27b1bb
0579-only	test-data/poi/test-data/spreadsheet/DateFormats.xls	open=10	total=40	text_len=72	text_fnv=0d2c6fb58a27b1bb
this-change	test-data/poi/test-data/spreadsheet/DateFormats.xls	open=10	total=28	text_len=72	text_fnv=0d2c6fb58a27b1bb
pre-0579	test-data/poi/test-data/spreadsheet/DrawingAndComments.xls	open=57	total=417	text_len=78	text_fnv=0d9b4cce73043694
0579-only	test-data/poi/test-data/spreadsheet/DrawingAndComments.xls	open=46	total=406	text_len=78	text_fnv=0d9b4cce73043694
this-change	test-data/poi/test-data/spreadsheet/DrawingAndComments.xls	open=46	total=262	text_len=78	text_fnv=0d9b4cce73043694
pre-0579	test-data/poi/test-data/spreadsheet/Formatting.xls	open=54	total=424	text_len=201	text_fnv=c4c5345f7f7b0f64
0579-only	test-data/poi/test-data/spreadsheet/Formatting.xls	open=43	total=413	text_len=201	text_fnv=c4c5345f7f7b0f64
this-change	test-data/poi/test-data/spreadsheet/Formatting.xls	open=43	total=149	text_len=201	text_fnv=c4c5345f7f7b0f64
pre-0579	test-data/poi/test-data/spreadsheet/HyperlinksOnManySheets.xls	open=7	total=69	text_len=300	text_fnv=faa7dd47645ea398
0579-only	test-data/poi/test-data/spreadsheet/HyperlinksOnManySheets.xls	open=6	total=68	text_len=300	text_fnv=faa7dd47645ea398
this-change	test-data/poi/test-data/spreadsheet/HyperlinksOnManySheets.xls	open=6	total=28	text_len=300	text_fnv=faa7dd47645ea398
pre-0579	test-data/poi/test-data/spreadsheet/MRExtraLines.xls	open=57	total=979	text_len=3111	text_fnv=6e1a7b058b4cf3e4
0579-only	test-data/poi/test-data/spreadsheet/MRExtraLines.xls	open=46	total=968	text_len=3111	text_fnv=6e1a7b058b4cf3e4
this-change	test-data/poi/test-data/spreadsheet/MRExtraLines.xls	open=46	total=218	text_len=3111	text_fnv=6e1a7b058b4cf3e4
pre-0579	test-data/poi/test-data/spreadsheet/NewStyleConditionalFormattings.xls	open=57	total=584	text_len=1295	text_fnv=6fdbbe25d51a4ecf
0579-only	test-data/poi/test-data/spreadsheet/NewStyleConditionalFormattings.xls	open=46	total=573	text_len=1295	text_fnv=6fdbbe25d51a4ecf
this-change	test-data/poi/test-data/spreadsheet/NewStyleConditionalFormattings.xls	open=46	total=136	text_len=1295	text_fnv=6fdbbe25d51a4ecf
pre-0579	test-data/poi/test-data/spreadsheet/SharedFormulaTest.xls	OPEN_REFUSED	source XLS parse error: Invalid record 0x087C: XFCRC declares 72 XF records but 62 were parsed
0579-only	test-data/poi/test-data/spreadsheet/SharedFormulaTest.xls	OPEN_REFUSED	source XLS parse error: Invalid record 0x087C: XFCRC declares 72 XF records but 62 were parsed
this-change	test-data/poi/test-data/spreadsheet/SharedFormulaTest.xls	OPEN_REFUSED	source XLS parse error: Invalid record 0x087C: XFCRC declares 72 XF records but 62 were parsed
pre-0579	test-data/poi/test-data/spreadsheet/ShrinkToFit.xls	open=55	total=163	text_len=64	text_fnv=5a71fd149dd7ed23
0579-only	test-data/poi/test-data/spreadsheet/ShrinkToFit.xls	open=44	total=152	text_len=64	text_fnv=5a71fd149dd7ed23
this-change	test-data/poi/test-data/spreadsheet/ShrinkToFit.xls	open=44	total=152	text_len=64	text_fnv=5a71fd149dd7ed23
pre-0579	test-data/poi/test-data/spreadsheet/Simple.xls	open=4	total=16	text_len=12	text_fnv=c46380afa1433885
0579-only	test-data/poi/test-data/spreadsheet/Simple.xls	open=4	total=16	text_len=12	text_fnv=c46380afa1433885
this-change	test-data/poi/test-data/spreadsheet/Simple.xls	open=4	total=16	text_len=12	text_fnv=c46380afa1433885
pre-0579	test-data/poi/test-data/spreadsheet/SimpleMacro.xls	open=51	total=146	text_len=27	text_fnv=e61546104da89452
0579-only	test-data/poi/test-data/spreadsheet/SimpleMacro.xls	open=40	total=135	text_len=27	text_fnv=e61546104da89452
this-change	test-data/poi/test-data/spreadsheet/SimpleMacro.xls	open=40	total=135	text_len=27	text_fnv=e61546104da89452
pre-0579	test-data/poi/test-data/spreadsheet/SimpleScatterChart.xls	open=57	total=151	text_len=16	text_fnv=93cfecb8db15e609
0579-only	test-data/poi/test-data/spreadsheet/SimpleScatterChart.xls	open=46	total=140	text_len=16	text_fnv=93cfecb8db15e609
this-change	test-data/poi/test-data/spreadsheet/SimpleScatterChart.xls	open=46	total=117	text_len=16	text_fnv=93cfecb8db15e609
pre-0579	test-data/poi/test-data/spreadsheet/SimpleWithColours.xls	open=81	total=351	text_len=120	text_fnv=5b9a43d52fa9c5a4
0579-only	test-data/poi/test-data/spreadsheet/SimpleWithColours.xls	open=73	total=343	text_len=120	text_fnv=5b9a43d52fa9c5a4
this-change	test-data/poi/test-data/spreadsheet/SimpleWithColours.xls	open=73	total=260	text_len=120	text_fnv=5b9a43d52fa9c5a4
pre-0579	test-data/poi/test-data/spreadsheet/SimpleWithComments.xls	open=7	total=34	text_len=22	text_fnv=dfc8fafa04cfc96e
0579-only	test-data/poi/test-data/spreadsheet/SimpleWithComments.xls	open=6	total=33	text_len=22	text_fnv=dfc8fafa04cfc96e
this-change	test-data/poi/test-data/spreadsheet/SimpleWithComments.xls	open=6	total=27	text_len=22	text_fnv=dfc8fafa04cfc96e
pre-0579	test-data/poi/test-data/spreadsheet/SimpleWithPageBreaks.xls	open=4	total=19	text_len=29	text_fnv=0fe0c8fb648fe1bd
0579-only	test-data/poi/test-data/spreadsheet/SimpleWithPageBreaks.xls	open=4	total=19	text_len=29	text_fnv=0fe0c8fb648fe1bd
this-change	test-data/poi/test-data/spreadsheet/SimpleWithPageBreaks.xls	open=4	total=19	text_len=29	text_fnv=0fe0c8fb648fe1bd
pre-0579	test-data/poi/test-data/spreadsheet/SimpleWithPrintArea.xls	open=4	total=19	text_len=23	text_fnv=37bc6b6405cae6b5
0579-only	test-data/poi/test-data/spreadsheet/SimpleWithPrintArea.xls	open=4	total=19	text_len=23	text_fnv=37bc6b6405cae6b5
this-change	test-data/poi/test-data/spreadsheet/SimpleWithPrintArea.xls	open=4	total=19	text_len=23	text_fnv=37bc6b6405cae6b5
pre-0579	test-data/poi/test-data/spreadsheet/TwoSheetsOneHidden.xls	open=7	total=20	text_len=18	text_fnv=74f82a5eb8589dca
0579-only	test-data/poi/test-data/spreadsheet/TwoSheetsOneHidden.xls	open=6	total=19	text_len=18	text_fnv=74f82a5eb8589dca
this-change	test-data/poi/test-data/spreadsheet/TwoSheetsOneHidden.xls	open=6	total=17	text_len=18	text_fnv=74f82a5eb8589dca
pre-0579	test-data/poi/test-data/spreadsheet/UncalcedRecord.xls	open=11	total=24	text_len=6	text_fnv=4582b262a75f140d
0579-only	test-data/poi/test-data/spreadsheet/UncalcedRecord.xls	open=10	total=23	text_len=6	text_fnv=4582b262a75f140d
this-change	test-data/poi/test-data/spreadsheet/UncalcedRecord.xls	open=10	total=23	text_len=6	text_fnv=4582b262a75f140d
pre-0579	test-data/poi/test-data/spreadsheet/WithConditionalFormatting.xls	open=56	total=351	text_len=60	text_fnv=a79881867b475fe5
0579-only	test-data/poi/test-data/spreadsheet/WithConditionalFormatting.xls	open=45	total=340	text_len=60	text_fnv=a79881867b475fe5
this-change	test-data/poi/test-data/spreadsheet/WithConditionalFormatting.xls	open=45	total=156	text_len=60	text_fnv=a79881867b475fe5
pre-0579	test-data/poi/test-data/spreadsheet/WithTwoHyperLinks.xls	open=7	total=45	text_len=153	text_fnv=11ddae44562091bb
0579-only	test-data/poi/test-data/spreadsheet/WithTwoHyperLinks.xls	open=6	total=44	text_len=153	text_fnv=11ddae44562091bb
this-change	test-data/poi/test-data/spreadsheet/WithTwoHyperLinks.xls	open=6	total=25	text_len=153	text_fnv=11ddae44562091bb
pre-0579	test-data/poi/test-data/spreadsheet/XRefCalc.xls	open=55	total=228	text_len=101	text_fnv=725f03b87ee19f32
0579-only	test-data/poi/test-data/spreadsheet/XRefCalc.xls	open=44	total=217	text_len=101	text_fnv=725f03b87ee19f32
this-change	test-data/poi/test-data/spreadsheet/XRefCalc.xls	open=44	total=97	text_len=101	text_fnv=725f03b87ee19f32
pre-0579	test-data/poi/test-data/spreadsheet/colwidth.xls	open=4	total=16	text_len=3	text_fnv=a4a0fb189d0de06d
0579-only	test-data/poi/test-data/spreadsheet/colwidth.xls	open=4	total=16	text_len=3	text_fnv=a4a0fb189d0de06d
this-change	test-data/poi/test-data/spreadsheet/colwidth.xls	open=4	total=16	text_len=3	text_fnv=a4a0fb189d0de06d
pre-0579	test-data/poi/test-data/spreadsheet/comments.xls	open=11	total=50	text_len=26	text_fnv=2afa98d503da9dae
0579-only	test-data/poi/test-data/spreadsheet/comments.xls	open=10	total=49	text_len=26	text_fnv=2afa98d503da9dae
this-change	test-data/poi/test-data/spreadsheet/comments.xls	open=10	total=37	text_len=26	text_fnv=2afa98d503da9dae
pre-0579	test-data/poi/test-data/spreadsheet/duprich1.xls	open=11	total=2496	text_len=2392	text_fnv=71331d290212afb2
0579-only	test-data/poi/test-data/spreadsheet/duprich1.xls	open=10	total=2495	text_len=2392	text_fnv=71331d290212afb2
this-change	test-data/poi/test-data/spreadsheet/duprich1.xls	open=10	total=101	text_len=2392	text_fnv=71331d290212afb2
pre-0579	test-data/poi/test-data/spreadsheet/duprich2.xls	open=11	total=47	text_len=44	text_fnv=bac139119290dfb0
0579-only	test-data/poi/test-data/spreadsheet/duprich2.xls	open=10	total=46	text_len=44	text_fnv=bac139119290dfb0
this-change	test-data/poi/test-data/spreadsheet/duprich2.xls	open=10	total=31	text_len=44	text_fnv=bac139119290dfb0
pre-0579	test-data/poi/test-data/spreadsheet/dvEmpty.xls	open=50	total=97	text_len=119	text_fnv=28cbc474753a962f
0579-only	test-data/poi/test-data/spreadsheet/dvEmpty.xls	open=39	total=86	text_len=119	text_fnv=28cbc474753a962f
this-change	test-data/poi/test-data/spreadsheet/dvEmpty.xls	open=39	total=86	text_len=119	text_fnv=28cbc474753a962f
pre-0579	test-data/poi/test-data/spreadsheet/externalFunctionExample.xls	open=51	total=122	text_len=58	text_fnv=c55237863b629d80
0579-only	test-data/poi/test-data/spreadsheet/externalFunctionExample.xls	open=40	total=111	text_len=58	text_fnv=c55237863b629d80
this-change	test-data/poi/test-data/spreadsheet/externalFunctionExample.xls	open=40	total=88	text_len=58	text_fnv=c55237863b629d80
pre-0579	test-data/poi/test-data/spreadsheet/external_name.xls	open=99	total=5935	text_len=28131	text_fnv=744fb0f9a2b5a99c
0579-only	test-data/poi/test-data/spreadsheet/external_name.xls	open=73	total=5909	text_len=28131	text_fnv=744fb0f9a2b5a99c
this-change	test-data/poi/test-data/spreadsheet/external_name.xls	open=73	total=1551	text_len=28131	text_fnv=744fb0f9a2b5a99c
pre-0579	test-data/poi/test-data/spreadsheet/named-cell-in-formula-test.xls	open=32	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: Formula flags contain reserved bits
0579-only	test-data/poi/test-data/spreadsheet/named-cell-in-formula-test.xls	open=32	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: Formula flags contain reserved bits
this-change	test-data/poi/test-data/spreadsheet/named-cell-in-formula-test.xls	open=32	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: Formula flags contain reserved bits
pre-0579	test-data/poi/test-data/spreadsheet/named-cell-test.xls	open=32	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: Formula flags contain reserved bits
0579-only	test-data/poi/test-data/spreadsheet/named-cell-test.xls	open=32	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: Formula flags contain reserved bits
this-change	test-data/poi/test-data/spreadsheet/named-cell-test.xls	open=32	TEXT_REFUSED	source XLS parse error: Invalid record 0x0006: Formula flags contain reserved bits
pre-0579	test-data/poi/test-data/spreadsheet/namedinput.xls	open=4	total=16	text_len=3	text_fnv=a4a0fb189d0de06d
0579-only	test-data/poi/test-data/spreadsheet/namedinput.xls	open=4	total=16	text_len=3	text_fnv=a4a0fb189d0de06d
this-change	test-data/poi/test-data/spreadsheet/namedinput.xls	open=4	total=16	text_len=3	text_fnv=a4a0fb189d0de06d
pre-0579	test-data/poi/test-data/spreadsheet/testNames.xls	open=53	total=105	text_len=86	text_fnv=3457c64a6bc56768
0579-only	test-data/poi/test-data/spreadsheet/testNames.xls	open=42	total=94	text_len=86	text_fnv=3457c64a6bc56768
this-change	test-data/poi/test-data/spreadsheet/testNames.xls	open=42	total=94	text_len=86	text_fnv=3457c64a6bc56768
pre-0579	test-data/poi/test-data/spreadsheet/unicodeNameRecord.xls	open=11	total=51	text_len=26	text_fnv=aff80d0cf76e0b91
0579-only	test-data/poi/test-data/spreadsheet/unicodeNameRecord.xls	open=10	total=50	text_len=26	text_fnv=aff80d0cf76e0b91
this-change	test-data/poi/test-data/spreadsheet/unicodeNameRecord.xls	open=10	total=29	text_len=26	text_fnv=aff80d0cf76e0b91
pre-0579	test-data/poi/test-data/spreadsheet/xor-encryption-abc.xls	OPEN_REFUSED	encrypted XLS FILEPASS is unsupported by source-backed reads
0579-only	test-data/poi/test-data/spreadsheet/xor-encryption-abc.xls	OPEN_REFUSED	encrypted XLS FILEPASS is unsupported by source-backed reads
this-change	test-data/poi/test-data/spreadsheet/xor-encryption-abc.xls	OPEN_REFUSED	encrypted XLS FILEPASS is unsupported by source-backed reads
