test-data/libreoffice-core/chart2/qa/extras/data/xls/chart.xls	1330	1362	32
test-data/libreoffice-core/sc/qa/extras/testdocuments/NamesSheetLocal.xls	12195	12203	8
test-data/libreoffice-core/sc/qa/extras/testdocuments/tdf78897.xls	2923	2946	23
test-data/libreoffice-core/sc/qa/unit/data/xls/cell-borders.xls	11154	11460	306
test-data/libreoffice-core/sc/qa/unit/data/xls/cellformat.xls	1134	1206	72
test-data/libreoffice-core/sc/qa/unit/data/xls/embedded-chart.xls	1565	1654	89
test-data/libreoffice-core/sc/qa/unit/data/xls/external-ref.xls	-	-	0
test-data/libreoffice-core/sc/qa/unit/data/xls/formats.xls	2629	2817	188
test-data/libreoffice-core/sc/qa/unit/data/xls/pivottable_bool_field_filter.xls	13733	13869	136
test-data/libreoffice-core/sc/qa/unit/data/xls/pivottable_dates_grouping.xls	14736	22337	7601
test-data/libreoffice-core/sc/qa/unit/data/xls/pivottable_empty_item.xls	11918	12094	176
test-data/libreoffice-core/sc/qa/unit/data/xls/pivottable_number_grouping.xls	13145	13226	81
test-data/libreoffice-core/sc/qa/unit/data/xls/tdf170189.xls	1174	1228	54
test-data/libreoffice-core/sc/qa/unit/data/xls/validation.xls	11801	11809	8
test-data/office-interop/libreoffice-resaved/tdf78897-litchi.xls	2923	2946	23
test-data/office-interop/litchi-changed/tdf78897-litchi.xls	2923	2946	23
test-data/ole/xls/ComplexFunctionTestCaseData.xls	12791	14414	1623
test-data/ole/xls/ConditionalFormattingSamples.xls	546378	550977	4599
test-data/ole/xls/DateFormats.xls	1767	1795	28
test-data/ole/xls/DateTimeToNumberTestCases.xls	12965	14446	1481
test-data/ole/xls/FormulaEvalTestData.xls	15875	30865	14990
test-data/ole/xls/FormulaRefs.xls	11933	11996	63
test-data/ole/xls/FormulaSheetRange.xls	1554	1794	240
test-data/ole/xls/HyperlinksOnManySheets.xls	1478	1812	334
test-data/ole/xls/Simple.xls	1412	1432	20
test-data/ole/xls/SimpleChart.xls	1604	1612	8
test-data/ole/xls/SimpleMacro.xls	11714	11749	35
test-data/ole/xls/SimpleMultiCell.xls	1412	1420	8
test-data/ole/xls/SimpleScatterChart.xls	12029	12045	16
test-data/ole/xls/SimpleWithAutofilter.xls	1589	1621	32
test-data/ole/xls/SimpleWithChoose.xls	1412	1442	30
test-data/ole/xls/SimpleWithColours.xls	1748	1884	136
test-data/ole/xls/SimpleWithComments.xls	1570	1598	28
test-data/ole/xls/SimpleWithDataFormat.xls	1448	1456	8
test-data/ole/xls/SimpleWithFormula.xls	1412	1432	20
test-data/ole/xls/SimpleWithImages-mac.xls	84393	84401	8
test-data/ole/xls/SimpleWithImages.xls	36523	36531	8
test-data/ole/xls/SimpleWithPageBreaks.xls	1412	1427	15
test-data/ole/xls/SimpleWithPrintArea.xls	1463	1494	31
test-data/ole/xls/SimpleWithSkip.xls	1412	1447	35
test-data/ole/xls/SimpleWithStyling.xls	1548	1568	20
test-data/ole/xls/SingleLetterRanges.xls	2028	2127	99
test-data/ole/xls/WeekNumFunctionTestCaseData.xls	13217	14856	1639
test-data/ole/xls/WeekNumFunctionTestCaseData2013.xls	12466	14109	1643
