container	before_requests	after_requests	before_bytes	after_bytes	before_versions	after_versions
test-data/office-interop/litchi-changed/tdf132924-litchi.odb	3	3	371	371	4	4
test-data/ooxml/docx/ComplexNumberedLists.docx	6	4	3302	3302	4	4
test-data/ooxml/docx/FancyFoot.docx	6	4	3332	3332	4	4
test-data/ooxml/docx/Headers.docx	6	4	3498	3498	4	4
test-data/ooxml/docx/Hyperlink.docx	6	4	3093	3093	4	4
test-data/ooxml/docx/comment.docx	6	6	1690	1690	4	4
test-data/ooxml/docx/documentProperties.docx	6	4	3190	3190	4	4
test-data/ooxml/docx/documentProtection_comments_no_password.docx	6	4	3076	3076	4	4
test-data/ooxml/docx/documentProtection_forms_no_password.docx	6	4	3076	3076	4	4
test-data/ooxml/docx/documentProtection_no_protection.docx	6	4	3076	3076	4	4
test-data/ooxml/docx/documentProtection_readonly_no_password.docx	6	4	3076	3076	4	4
test-data/ooxml/docx/drawing.docx	6	4	4402	4402	4	4
test-data/ooxml/docx/endnotes.docx	7	5	4024	4024	4	4
test-data/ooxml/docx/footnotes.docx	7	5	4024	4024	4	4
test-data/ooxml/docx/headerFooter.docx	6	4	3676	3676	4	4
test-data/ooxml/docx/headerPic.docx	7	5	3737	3737	4	4
test-data/ooxml/docx/table-alignment.docx	6	6	2586	2586	4	4
test-data/ooxml/docx/table-indent.docx	6	6	2360	2360	4	4
test-data/ooxml/docx/table_footnotes.docx	7	5	4024	4024	4	4
test-data/ooxml/docx/testComment.docx	7	5	3844	3844	4	4
test-data/ooxml/pptx/SmartArt.pptx	19	8	9390	9390	4	4
test-data/ooxml/pptx/activex/activex_checkbox.pptx	23	7	11111	11111	4	4
test-data/ooxml/pptx/backgrounds.pptx	22	6	10582	10582	4	4
test-data/ooxml/pptx/connectorConnection.pptx	19	6	8897	8897	4	4
test-data/ooxml/pptx/curvedConnectors.pptx	19	6	8897	8897	4	4
test-data/ooxml/pptx/elbowConnectors.pptx	19	6	8897	8897	4	4
test-data/ooxml/pptx/line-chart.pptx	20	7	9424	9424	4	4
test-data/ooxml/pptx/pie-chart.pptx	20	7	9503	9503	4	4
test-data/ooxml/pptx/radar-chart.pptx	20	7	9424	9424	4	4
test-data/ooxml/pptx/sample.pptx	19	9	9087	9087	4	4
test-data/ooxml/pptx/scatter-chart.pptx	20	7	9424	9424	4	4
test-data/ooxml/pptx/shape-blur-effect.pptx	19	6	8861	8861	4	4
test-data/ooxml/pptx/shape-glow-effect.pptx	9	6	4439	4439	4	4
test-data/ooxml/pptx/shape-soft-edges.pptx	29	8	13363	12859	4	4
test-data/ooxml/pptx/shape-text-glow-effect.pptx	19	6	8861	8861	4	4
test-data/ooxml/pptx/shape-text-rotate.pptx	19	6	8989	8989	4	4
test-data/ooxml/pptx/shapes.pptx	24	6	11191	11191	4	4
test-data/ooxml/pptx/smartart-accent-process.pptx	19	8	9519	9519	4	4
test-data/ooxml/pptx/smartart-autoTxRot.pptx	21	8	10958	10958	4	4
test-data/ooxml/pptx/smartart-autofit-sync.pptx	19	8	9486	9486	4	4
test-data/ooxml/pptx/smartart-background-drawingml-fallback.pptx	19	8	9390	9390	4	4
test-data/ooxml/pptx/smartart-background.pptx	19	7	9385	9385	4	4
test-data/ooxml/pptx/smartart-bullet-list.pptx	19	7	9385	9385	4	4
