==============================================================================
1. Per-operation instructions, callgrind isolation pairs (owned source)
==============================================================================
fixture                            op                 base          skip       skipcur        cursor     base-skip    share
  office-core/sc/qa/unit/data/xls/cellformat.xls      9      8       9433       1605       -524
  fice-core/sc/qa/unit/data/xls/cell-borders.xls     10     10      11486       4653       -356
  test-data/ole/xls/WithEmbeddedObjects.xls          11     12      21122      16755       -112
  unit/data/xls/pivottable_bool_field_filter.xls     11     11      17785      15956        -95
  ta/ole/xls/WeekNumFunctionTestCaseData2013.xls     11     11      17357      15956        -73
  a/unit/data/xls/pivottable_number_grouping.xls     11     11      16580      15956        -33
  test-data/poi/test-data/spreadsheet/57456.xls      11     11      16226      15956        -14
  /sc/qa/unit/data/xls/pivottable_empty_item.xls     11     11      16010      15956         -3
  ta/poi/test-data/spreadsheet/external_name.xls     11     13      21679      18836        +84
  test-data/poi/test-data/spreadsheet/15228.xls      11     13      28184      25430        +88

  19 fixtures take at least one seek; 104 are byte-for-byte and read-for-read unchanged.
  2 fixtures are modelled net worse on a file source:
    test-data/poi/test-data/spreadsheet/15228.xls      +2 reads, -2754 bytes, +88 ns
    t-data/poi/test-data/spreadsheet/external_name.xls +2 reads, -2843 bytes, +84 ns

==============================================================================
6. The three profiled fixtures
==============================================================================
  flagship (test-data/ole/xls/ConditionalFormattingSamples.xls)
    globals 551,377 B over 621 records; closure 20,417 B (3.70%)
    skippable 530,960 B; largest skipped payload 8,224 B; 64 payloads >= 1 KiB holding 524,583 B
    top skipped kinds: [['Continue', 508135], ['MsoDrawingGroup', 16448], ['StyleExt', 3447], ['Font', 1156], ['Style', 734]]
    continuation bytes by owning record: [['MsoDrawingGroup', 508135]]
    today:  20 fills, 551,377 bytes
    ungated  1000 fills (+980),     20417 bytes (-530960), 238 seeks, net +85991 ns
    mean1k     20 fills (+0),    543522 bytes (-7855), 9 seeks, net -410 ns
    g1k        76 fills (+56),     69043 bytes (-482334), 63 seeks, net -18657 ns
    g2k        76 fills (+56),     69043 bytes (-482334), 63 seeks, net -18657 ns
    g4k        76 fills (+56),     69043 bytes (-482334), 63 seeks, net -18657 ns
    g8k        76 fills (+56),     75006 bytes (-476371), 62 seeks, net -18346 ns

  WithCustomViews (test-data/ole/xls/WithCustomViews.xls)
    globals 107,170 B over 218 records; closure 105,123 B (98.09%)
    skippable 2,047 B; largest skipped payload 482 B; 0 payloads >= 1 KiB holding 0 B
    top skipped kinds: [['Font', 1012], ['ExtSST', 482], ['Lbl', 134], ['WriteAccess', 112], ['MsoDrawingGroup', 90]]
    continuation bytes by owning record: [['SST', 92849]]
    today:  13 fills, 107,170 bytes
    ungated   367 fills (+354),    105123 bytes (-2047), 65 seeks, net +40957 ns
    mean1k     13 fills (+0),    107170 bytes (+0), 0 seeks, net +0 ns
    g1k        13 fills (+0),    107170 bytes (+0), 0 seeks, net +0 ns
    g2k        13 fills (+0),    107170 bytes (+0), 0 seeks, net +0 ns
    g4k        13 fills (+0),    107170 bytes (+0), 0 seeks, net +0 ns
    g8k        13 fills (+0),    107170 bytes (+0), 0 seeks, net +0 ns

  54016 (test-data/poi/test-data/spreadsheet/54016.xls)
    globals 306,931 B over 3,421 records; closure 273,856 B (89.22%)
    skippable 33,075 B; largest skipped payload 1,026 B; 1 payloads >= 1 KiB holding 1,026 B
    top skipped kinds: [['Style', 27949], ['StyleExt', 2048], ['Font', 1386], ['ExtSST', 1026], ['Palette', 226]]
    continuation bytes by owning record: [['SST', 216678]]
    today:  16 fills, 306,931 bytes
    ungated  5188 fills (+5172),    273856 bytes (-33075), 1650 seeks, net +598227 ns
    mean1k     16 fills (+0),    306931 bytes (+0), 0 seeks, net +0 ns
    g1k        16 fills (+0),    306931 bytes (+0), 0 seeks, net +0 ns
    g2k        16 fills (+0),    306931 bytes (+0), 0 seeks, net +0 ns
    g4k        16 fills (+0),    306931 bytes (+0), 0 seeks, net +0 ns
    g8k        16 fills (+0),    306931 bytes (+0), 0 seeks, net +0 ns

==============================================================================
7. Fixtures not modelled
==============================================================================
  test-data/ole/xls/password.xls                           encrypted (FilePass)
  test-data/poi/test-data/spreadsheet/35897-type4.xls      encrypted (FilePass)
  st-data/poi/test-data/spreadsheet/xor-encryption-abc.xls encrypted (FilePass)



==============================================================================
Paired wall clock, A = base, B = aa, operation open
==============================================================================
fixture                            mode          stat          A1         B1         B2         A2    B1/A1    B2/A2    A2/A1
ConditionalFormattingSamples.xls   owned-readat  p50       72,420     71,710     72,530     72,490   -0.98%   +0.06%   +0.10%
ConditionalFormattingSamples.xls   owned-readat  mean      73,272     72,374     73,237     73,149   -1.23%   +0.12%   -0.17%
ConditionalFormattingSamples.xls   owned-readat  p95       80,340     78,530     79,840     79,310   -2.25%   +0.67%   -1.28%
ConditionalFormattingSamples.xls   owned-readat  p99       86,780     80,500     81,390     81,571   -7.24%   -0.22%   -6.00%

ConditionalFormattingSamples.xls   file-source   p50       90,811     90,391     91,141     90,281   -0.46%   +0.95%   -0.58%
ConditionalFormattingSamples.xls   file-source   mean      91,676     91,174     91,992     91,074   -0.55%   +1.01%   -0.66%
ConditionalFormattingSamples.xls   file-source   p95       98,261     97,961     98,470     97,471   -0.31%   +1.02%   -0.80%
ConditionalFormattingSamples.xls   file-source   p99       99,581     99,691    100,050     99,590   +0.11%   +0.46%   +0.01%

WithCustomViews.xls                owned-readat  p50       27,600     27,730     27,581     27,630   +0.47%   -0.18%   +0.11%
WithCustomViews.xls                owned-readat  mean      27,832     27,997     27,822     27,855   +0.59%   -0.12%   +0.09%
WithCustomViews.xls                owned-readat  p95       28,130     28,320     28,140     28,050   +0.68%   +0.32%   -0.28%
WithCustomViews.xls                owned-readat  p99       33,940     34,530     33,940     34,290   +1.74%   -1.02%   +1.03%

WithCustomViews.xls                file-source   p50       35,640     35,420     35,310     35,430   -0.62%   -0.34%   -0.59%
WithCustomViews.xls                file-source   mean      35,989     35,778     35,648     35,767   -0.59%   -0.33%   -0.62%
WithCustomViews.xls                file-source   p95       36,881     36,370     36,251     36,241   -1.39%   +0.03%   -1.74%
WithCustomViews.xls                file-source   p99       43,460     43,441     42,561     43,610   -0.04%   -2.41%   +0.35%

54016.xls                          owned-readat  p50      193,620    192,461    192,901    193,251   -0.60%   -0.18%   -0.19%
54016.xls                          owned-readat  mean     196,004    194,590    194,909    195,663   -0.72%   -0.39%   -0.17%
54016.xls                          owned-readat  p95      202,931    200,511    202,071    203,111   -1.19%   -0.51%   +0.09%
54016.xls                          owned-readat  p99      206,341    204,361    204,511    205,991   -0.96%   -0.72%   -0.17%

54016.xls                          file-source   p50      210,201    209,921    210,031    209,771   -0.13%   +0.12%   -0.20%
54016.xls                          file-source   mean     209,532    209,540    209,447    209,368   +0.00%   +0.04%   -0.08%
54016.xls                          file-source   p95      217,101    217,351    216,891    216,951   +0.12%   -0.03%   -0.07%
54016.xls                          file-source   p99      220,041    218,421    217,781    219,601   -0.74%   -0.83%   -0.20%


  B1/A1 and B2/A2 are the paired deltas in the two directions;
  A2/A1 is the same binary against itself in the same window, the floor.

==============================================================================
Paired wall clock, A = base, B = skip, operation open
==============================================================================
fixture                            mode          stat          A1         B1         B2         A2    B1/A1    B2/A2    A2/A1
ConditionalFormattingSamples.xls   owned-readat  p50       72,810     77,110     77,230     72,550   +5.91%   +6.45%   -0.36%
ConditionalFormattingSamples.xls   owned-readat  mean      73,512     77,890     77,970     73,295   +5.95%   +6.38%   -0.30%
ConditionalFormattingSamples.xls   owned-readat  p95       80,020     84,410     84,750     79,711   +5.49%   +6.32%   -0.39%
ConditionalFormattingSamples.xls   owned-readat  p99       81,551     86,490     86,831     81,750   +6.06%   +6.22%   +0.24%

ConditionalFormattingSamples.xls   file-source   p50       91,031    106,441    106,461     91,500  +16.93%  +16.35%   +0.52%
ConditionalFormattingSamples.xls   file-source   mean      91,920    107,293    107,375     92,455  +16.72%  +16.14%   +0.58%
ConditionalFormattingSamples.xls   file-source   p95       98,091    114,180    114,701     99,581  +16.40%  +15.18%   +1.52%
ConditionalFormattingSamples.xls   file-source   p99       99,141    115,651    116,140    101,940  +16.65%  +13.93%   +2.82%

WithCustomViews.xls                owned-readat  p50       27,820     27,120     27,220     27,791   -2.52%   -2.05%   -0.10%
WithCustomViews.xls                owned-readat  mean      28,077     27,310     27,471     28,060   -2.73%   -2.10%   -0.06%
WithCustomViews.xls                owned-readat  p95       28,240     27,540     27,650     28,430   -2.48%   -2.74%   +0.67%
WithCustomViews.xls                owned-readat  p99       35,500     34,311     35,370     35,840   -3.35%   -1.31%   +0.96%

WithCustomViews.xls                file-source   p50       36,711     34,980     35,000     35,540   -4.72%   -1.52%   -3.19%
WithCustomViews.xls                file-source   mean      37,029     35,299     35,376     35,899   -4.67%   -1.46%   -3.05%
WithCustomViews.xls                file-source   p95       38,600     35,750     35,910     36,740   -7.38%   -2.26%   -4.82%
WithCustomViews.xls                file-source   p99       43,871     42,120     44,230     43,450   -3.99%   +1.80%   -0.96%

54016.xls                          owned-readat  p50      193,891    195,471    195,241    193,461   +0.81%   +0.92%   -0.22%
54016.xls                          owned-readat  mean     196,135    197,949    197,695    195,700   +0.93%   +1.02%   -0.22%
54016.xls                          owned-readat  p95      203,141    204,861    204,841    202,671   +0.85%   +1.07%   -0.23%
54016.xls                          owned-readat  p99      207,151    209,471    208,811    205,981   +1.12%   +1.37%   -0.56%

54016.xls                          file-source   p50      212,081    214,002    215,271    211,521   +0.91%   +1.77%   -0.26%
54016.xls                          file-source   mean     211,251    213,488    214,020    211,148   +1.06%   +1.36%   -0.05%
54016.xls                          file-source   p95      220,001    221,581    222,741    219,241   +0.72%   +1.60%   -0.35%
54016.xls                          file-source   p99      221,891    223,072    223,671    221,111   +0.53%   +1.16%   -0.35%


  B1/A1 and B2/A2 are the paired deltas in the two directions;
  A2/A1 is the same binary against itself in the same window, the floor.

==============================================================================
Paired wall clock, A = base, B = skipcur, operation open
==============================================================================
fixture                            mode          stat          A1         B1         B2         A2    B1/A1    B2/A2    A2/A1
ConditionalFormattingSamples.xls   owned-readat  p50       71,930     85,370     83,980     72,400  +18.68%  +15.99%   +0.65%
ConditionalFormattingSamples.xls   owned-readat  mean      72,666     85,776     84,812     72,883  +18.04%  +16.37%   +0.30%
ConditionalFormattingSamples.xls   owned-readat  p95       79,521     92,300     91,820     79,510  +16.07%  +15.48%   -0.01%
ConditionalFormattingSamples.xls   owned-readat  p99       82,020     93,860     93,470     81,141  +14.44%  +15.19%   -1.07%

ConditionalFormattingSamples.xls   file-source   p50       90,201    111,971    113,741     90,451  +24.13%  +25.75%   +0.28%
ConditionalFormattingSamples.xls   file-source   mean      91,374    112,898    114,823     91,138  +23.56%  +25.99%   -0.26%
ConditionalFormattingSamples.xls   file-source   p95       99,060    119,930    121,911     97,831  +21.07%  +24.61%   -1.24%
ConditionalFormattingSamples.xls   file-source   p99      109,971    121,641    122,850    100,131  +10.61%  +22.69%   -8.95%

WithCustomViews.xls                owned-readat  p50       27,600     28,240     28,251     27,680   +2.32%   +2.06%   +0.29%
WithCustomViews.xls                owned-readat  mean      27,841     28,533     28,509     27,934   +2.48%   +2.06%   +0.33%
WithCustomViews.xls                owned-readat  p95       28,180     28,900     28,780     28,280   +2.56%   +1.77%   +0.35%
WithCustomViews.xls                owned-readat  p99       35,910     36,111     35,950     35,160   +0.56%   +2.25%   -2.09%

WithCustomViews.xls                file-source   p50       35,640     35,430     35,460     35,440   -0.59%   +0.06%   -0.56%
WithCustomViews.xls                file-source   mean      36,087     35,797     35,807     35,806   -0.80%   +0.00%   -0.78%
WithCustomViews.xls                file-source   p95       37,790     36,690     36,111     36,710   -2.91%   -1.63%   -2.86%
WithCustomViews.xls                file-source   p99       44,500     42,480     43,480     43,500   -4.54%   -0.05%   -2.25%

54016.xls                          owned-readat  p50      192,471    200,871    201,370    194,531   +4.36%   +3.52%   +1.07%
54016.xls                          owned-readat  mean     194,691    202,935    203,626    196,592   +4.23%   +3.58%   +0.98%
54016.xls                          owned-readat  p95      201,981    209,131    210,451    202,591   +3.54%   +3.88%   +0.30%
54016.xls                          owned-readat  p99      204,971    211,801    215,041    206,591   +3.33%   +4.09%   +0.79%

54016.xls                          file-source   p50      209,651    217,721    219,231    210,081   +3.85%   +4.36%   +0.21%
54016.xls                          file-source   mean     209,328    217,185    218,634    209,514   +3.75%   +4.35%   +0.09%
54016.xls                          file-source   p95      216,991    225,191    226,372    217,421   +3.78%   +4.12%   +0.20%
54016.xls                          file-source   p99      217,991    227,101    227,571    218,391   +4.18%   +4.20%   +0.18%


  B1/A1 and B2/A2 are the paired deltas in the two directions;
  A2/A1 is the same binary against itself in the same window, the floor.

