kind	pair	mode	operation	p50_pct	mean_pct	p95_pct	p99_pct	p50_delta_ns	mean_delta_ns	version_p50_pct	version_mean_pct
candidate	A1->B1	file-source	open	52.74151436031331	52.24454636047808	51.50899404029069	49.841816144788815	250076	251638.63799999998	97.90922928541718	97.84607389985642
candidate	A2->B2	file-source	open	52.73033270571901	52.19077298506938	48.43735658558972	48.546700097912094	250651	251214.28799999997	97.91491998687711	97.83869530146228
same_side	A1->A2	file-source	open	-0.2511842144113516	0.06577608209216736	5.036880468060534	0.5285956596916608	-1191	316.81400000001304	-0.3167695901193486	-0.19451786277567953
same_side	B1->B2	file-source	open	-0.2749042744044485	-0.04675139130342074	-0.9785087571478323	-2.039818945158751	-616	-107.53599999999278	-0.043725404459991256	-0.5377492803040546
candidate	A1->B1	file-source	list	52.54099913686028	52.26189330399427	49.91288465269161	50.589196550158874	249575	252647.38799999998	97.90883522804846	97.85104885343902
candidate	A2->B2	file-source	list	52.60570615997755	52.39305313213729	49.9067225517253	50.4328040916738	249340	252695.73999999996	97.91637272259722	97.83907373328375
same_side	A1->A2	file-source	list	0.21704806214606007	0.23124797817919823	2.5839949341327446	-2.7255395535014237	1031	1117.9120000000112	0.009557009839169177	0.323353052402519
same_side	B1->B2	file-source	list	0.3530951271985273	0.5053613286007997	2.5720100702653124	-3.050680991371103	796	1166.2639999999956	0.36996735582154516	-0.23209923220706274
candidate	A1->B1	file-source	one-cell	56.31255663765876	55.764956694165434	52.05283421731082	53.08284266463939	358555	359468.4959999999	98.09652992606858	98.03372606969663
candidate	A2->B2	file-source	one-cell	56.31090235665898	56.11565835132656	54.81794686580774	55.5605288242364	358344	363689.456	98.09440844993739	98.06661251866618
same_side	A1->A2	file-source	one-cell	0.0559112832424775	-0.5419218566225702	-3.379084373473861	-6.29595692352617	356	-3493.302000000025	0.11132900600472828	-0.2666974387096943
same_side	B1->B2	file-source	one-cell	0.05212677231025855	0.2551886687475022	2.5827865551791933	-0.6824876460078229	145	727.658000000054	0	1.4102894642058799
candidate	A1->B1	atomic-file	open	21.547135365395288	21.96386222345632	19.27262571565996	22.909379288983352	60193	63007.902	97.96616494588879	97.9993077113293
candidate	A2->B2	atomic-file	open	22.237668513092515	21.825823759454778	19.157551485603026	19.86888751336447	62386	62260.39200000002	97.97225850594018	98.00342474860703
same_side	A1->A2	atomic-file	open	-0.4249073759195289	0.5614235170472707	1.9829017393058292	5.096313543708245	-1187	1610.5599999999977	0.006219679064560268	-0.28384201660078356
same_side	B1->B2	atomic-file	open	0.45902118067913233	0.3855261859990315	1.8431815735658164	1.3532657450928096	1006	863.0500000000175	0.3058103975535168	-0.07747729061303517
candidate	A1->B1	atomic-file	list	22.452715070164732	20.964695808174902	18.610290077929093	20.96790888895377	63296	60255.94	97.97023846584895	97.98441294590822
candidate	A2->B2	atomic-file	list	22.00940095574013	22.318768789059277	20.115896105192245	22.609167030688344	61901	64372.5	97.97269985386026	98.0403821388768
same_side	A1->A2	atomic-file	list	0.23411893241766815	-0.3503385915168763	1.5889677694600213	-0.8607350353397688	660	-1006.929999999993	-0.12141211630658116	-2.8125218238921454
same_side	B1->B2	atomic-file	list	-0.3362121018059393	1.3689143866152194	3.4094465918732912	1.2338381972663464	-735	3109.6300000000047	0	0.042395239533106414
candidate	A1->B1	atomic-file	one-cell	25.548417273114964	24.913444028448385	20.501637599083136	21.017965470454968	92857	92301.32400000002	98.12433128807564	98.16389281360313
candidate	A2->B2	atomic-file	one-cell	25.087896779329334	23.974864749366123	22.603948451180823	25.631537045539748	90765	88157.33599999995	98.14017527372862	98.15735819442487
same_side	A1->A2	atomic-file	one-cell	0.4586537535595878	0.7505451984743697	1.2264010703136614	-0.8142959365889599	1667	2780.680000000051	0.08734196563093652	0.6934982166956304
same_side	B1->B2	atomic-file	one-cell	-0.15705954959016696	-0.49006945659406603	3.8384398929929695	5.07456186336105	-425	-1363.308000000019	0.9313154831199069	0.34007104431412477
