fixture	members	structural	runs	run_members	retained_bytes	longest_run
test-data/iwork/keynote/drawable-comments-cross-component-native/foreign-reply-set.key	59	0	0	0	0	0
test-data/iwork/keynote/drawable-comments-cross-component-native/shared-foreign-reply-clear.key	59	0	0	0	0	0
test-data/odfdo/tests/samples/forms.odt	10	0	0	0	0	0
test-data/odfdo/tests/samples/simple_table_named_range.ods	17	0	0	0	0	0
test-data/odfdo/tests/samples/variable.odt	17	0	0	0	0	0
test-data/iwork/keynote/drawable-comments-cross-component-native/foreign-root-clear.key	59	0	0	0	0	0
test-data/iwork/keynote/drawable-comments-cross-component-native/foreign-drawable-root-and-reply.key	59	0	0	0	0	0
test-data/iwork/keynote/drawable-comments-cross-component-native/foreign-reply-add.key	59	0	0	0	0	0
test-data/iwork/keynote/drawable-comments-cross-component-native/shared-foreign-root-set.key	59	0	0	0	0	0
test-data/iwork/keynote/drawable-comments-cross-component-native/foreign-drawable-root-create.key	59	0	0	0	0	0
test-data/iwork/keynote/drawable-comments-cross-component-native/foreign-root-set.key	59	0	0	0	0	0
test-data/poi/test-data/slideshow/placeholder-layout-color.pptx	28	8	2	5	2649	2105
test-data/poi/test-data/slideshow/45545_Comment.pptx	100	42	4	36	12329	6289
test-data/poi/test-data/slideshow/EmbeddedVideo.pptx	39	16	3	14	5039	2360
test-data/poi/test-data/slideshow/bug65551.pptx	38	11	1	5	3515	3515
test-data/poi/test-data/slideshow/bug62513.pptx	123	48	5	45	14755	8566
test-data/poi/test-data/slideshow/prProps.pptx	26	9	3	8	3870	2794
test-data/poi/test-data/slideshow/EmbeddedAudio.pptx	39	16	3	14	5127	2187
test-data/poi/test-data/slideshow/ArtisticEffectSample.pptx	58	21	7	19	7913	2005
test-data/poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx	10	3	1	3	2287	2287
test-data/poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx	23	7	1	3	2303	2303
test-data/poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx	11	3	1	3	2317	2317
test-data/poi/test-data/spreadsheet/66365.xlsx	10	4	1	3	915	915
test-data/poi/test-data/spreadsheet/shared_formulas.xlsx	13	4	1	3	2242	2242
test-data/poi/test-data/spreadsheet/testVarious.xlsb	23	6	2	6	3507	2537
test-data/poi/test-data/spreadsheet/no_drawing_patriarch.xlsx	13	5	2	4	1177	704
test-data/poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx	9	3	1	3	2252	2252
test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	132	42	4	39	14718	9298
test-data/poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx	12	4	1	3	2303	2303
test-data/poi/test-data/spreadsheet/48962.xlsx	11	3	1	3	2193	2193
test-data/poi/test-data/spreadsheet/DataValidations-49244.xlsx	12	4	1	3	2212	2212
test-data/poi/test-data/spreadsheet/WithEmbeded.xlsx	20	5	2	5	2943	2320
test-data/poi/test-data/spreadsheet/dataValidationTableRange.xlsx	52	17	2	11	4574	2556
test-data/poi/test-data/spreadsheet/DataValidationEvaluations.xlsx	16	4	1	3	2376	2376
test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	44	18	4	17	6202	2528
test-data/poi/test-data/spreadsheet/49609.xlsx	8	1	0	0	0	0
test-data/poi/test-data/spreadsheet/xxe_in_schema.xlsx	23	4	0	0	0	0
test-data/poi/test-data/spreadsheet/headerFooterTest.xlsx	11	3	1	3	2326	2326
test-data/poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx	12	3	1	3	2313	2313
test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx	37	12	3	12	4755	2387
test-data/poi/test-data/spreadsheet/DataValidationListTooLong.xlsx	9	3	1	2	632	632
test-data/poi/test-data/spreadsheet/customIndexedColors.xlsx	19	5	1	3	2432	2432
test-data/poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx	11	3	1	2	1737	1737
test-data/poi/test-data/spreadsheet/AmpersandHeader.xlsx	13	4	1	3	2301	2301
test-data/poi/test-data/spreadsheet/style-alternate-content.xlsx	10	3	1	2	709	709
test-data/poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx	38	13	3	13	5186	2549
test-data/poi/test-data/spreadsheet/47889.xlsx	8	3	1	3	856	856
test-data/poi/test-data/spreadsheet/sample.xlsx	19	6	2	6	3054	2278
test-data/poi/test-data/spreadsheet/bug64512_embed.xlsx	17	5	2	4	2416	1800
test-data/poi/test-data/spreadsheet/link-external-workbook-b.xlsx	11	4	1	2	709	709
test-data/poi/test-data/spreadsheet/FormatKM.xlsx	15	4	1	3	2370	2370
test-data/poi/test-data/spreadsheet/chart_sheet.xlsx	17	5	2	5	2796	2288
test-data/poi/test-data/spreadsheet/45540_form_Footer.xlsx	60	6	2	6	3590	2480
test-data/poi/test-data/spreadsheet/CustomXMLMappings.xlsx	15	4	1	3	2263	2263
test-data/poi/test-data/spreadsheet/62834.xlsx	13	4	1	3	2332	2332
test-data/poi/test-data/spreadsheet/60289.xlsx	10	3	1	3	2154	2154
test-data/poi/test-data/spreadsheet/45540_form_Header.xlsx	60	6	2	6	3590	2480
test-data/poi/test-data/spreadsheet/WithTextBox.xlsb	18	6	1	3	2352	2352
test-data/poi/test-data/spreadsheet/62815.xlsb	12	4	1	3	2326	2326
test-data/poi/test-data/spreadsheet/xlookup.xlsx	14	3	1	2	1762	1762
test-data/poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx	27	10	3	9	3681	1838
test-data/poi/test-data/spreadsheet/58106.xlsx	12	3	1	3	2313	2313
test-data/poi/test-data/spreadsheet/56169.xlsx	15	4	1	3	2360	2360
test-data/poi/test-data/spreadsheet/54071.xlsx	12	4	1	3	2309	2309
test-data/poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx	17	4	1	3	2183	2183
test-data/poi/test-data/spreadsheet/right-to-left.xlsx	20	5	2	4	2457	1811
test-data/poi/test-data/integration/test_recursive_embedded.docx	21	3	1	3	2491	2491
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx	11	3	1	3	2303	2303
test-data/poi/test-data/openxml4j/OPCCompliance_DerivedPartNameFAIL.docx	13	3	1	3	2368	2368
test-data/poi/test-data/openxml4j/50154.xlsx	21	6	2	6	3404	2307
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx	11	3	1	3	2303	2303
test-data/poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx	26	6	1	3	842	842
test-data/poi/test-data/xmldsign/ms-office-2010-signed.xlsx	15	4	1	3	2317	2317
test-data/poi/test-data/xmldsign/hello-world-signed.pptx	40	17	2	15	5725	3002
test-data/poi/test-data/xmldsign/hello-world-signed-twice.docx	15	4	1	3	2303	2303
test-data/poi/test-data/xmldsign/hello-world-signed.docx	14	4	1	3	2303	2303
test-data/poi/test-data/xmldsign/ms-office-2010-signed.pptx	40	17	2	15	5698	3002
test-data/poi/test-data/xmldsign/hello-world-signed.xlsx	16	4	1	3	2218	2218
test-data/poi/test-data/xmldsign/ms-office-2010-signed.docx	15	4	1	3	2370	2370
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx	11	3	1	3	2303	2303
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_OnlyOneCorePropertiesPartFAIL.docx	14	3	1	3	1318	1318
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx	11	3	1	3	2303	2303
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx	11	3	1	3	2303	2303
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx	18	3	0	0	0	0
test-data/poi/test-data/openxml4j/PackageRelsHasEntities.ooxml	17	3	1	2	740	740
test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx	11	3	1	3	2303	2303
test-data/poi/test-data/openxml4j/CorePropertiesHasEntities.ooxml	17	3	1	2	740	740
test-data/libreoffice-core/extras/source/database/biblio.odb	8	0	0	0	0	0
test-data/iwork/directory/numbers/basic.numbers/Index.zip	37	0	0	0	0	0
test-data/libreoffice-core/desktop/qa/data/3page.odg	16	0	0	0	0	0
test-data/libreoffice-core/desktop/qa/data/BlankDrawDocument.odg	16	0	0	0	0	0
test-data/iwork/directory/pages/basic.pages/Index.zip	7	0	0	0	0	0
test-data/iwork/directory/keynote/basic.key/Index.zip	25	0	0	0	0	0
test-data/libreoffice-core/sd/qa/unit/data/BoldonseFontEmbedded.pptx	37	16	3	16	5936	3235
test-data/libreoffice-core/svx/qa/unit/data/FontWork.odg	16	0	0	0	0	0
test-data/libreoffice-core/filter/qa/unit/data/semi-transparent-fill.odg	16	0	0	0	0	0
test-data/libreoffice-core/oox/qa/unit/data/chart-data-label-char-color.docx	17	4	1	3	2489	2489
test-data/libreoffice-core/oox/qa/unit/data/shape-text-alignment.pptx	39	17	2	16	5914	3267
test-data/libreoffice-core/oox/qa/unit/data/tdf131082.pptx	23	8	2	6	3303	2753
test-data/libreoffice-core/oox/qa/unit/data/import-mce.pptx	38	16	2	15	5730	3002
test-data/libreoffice-core/reportdesign/qa/unit/data/roundTrip.odb	31	0	0	0	0	0
test-data/libreoffice-core/dbaccess/qa/unit/data/tdf132924.odb	8	0	0	0	0	0
test-data/libreoffice-core/sc/qa/extras/testdocuments/ScDatabaseRangeObj.ods	16	0	0	0	0	0
test-data/libreoffice-core/xmloff/qa/unit/data/tdf156707_text_form_control_borders.odt	17	0	0	0	0	0
test-data/libreoffice-core/xmloff/qa/unit/data/tdf167358_label_form_control_borders.odt	9	0	0	0	0	0
test-data/libreoffice-core/sc/qa/extras/testdocuments/RecordChangesProtected.ods	17	0	0	0	0	0
test-data/libreoffice-core/starmath/qa/extras/data/tdf151842.odf	15	0	0	0	0	0
test-data/libreoffice-core/xmlsecurity/qa/unit/signing/data/odb_signed_macros.odb	14	0	0	0	0	0
test-data/libreoffice-core/xmlsecurity/qa/unit/signing/data/signed_with_x509certificate_chain.odt	18	0	0	0	0	0
test-data/libreoffice-core/xmlsecurity/qa/unit/signing/data/macro.odt	20	0	0	0	0	0
test-data/libreoffice-core/sd/qa/unit/data/pptx/slide-sections.pptx	74	24	5	22	7075	2133
test-data/libreoffice-core/sd/qa/unit/data/pptx/tdf89064.pptx	42	19	2	15	4052	3159
test-data/libreoffice-core/sd/qa/unit/data/pptx/tdf103477.pptx	58	17	2	10	4734	3054
test-data/libreoffice-core/sd/qa/unit/data/pptx/slide-section-test.pptx	103	45	3	42	11222	4747
test-data/libreoffice-core/sd/qa/unit/data/pptx/tdf114821.pptx	43	17	3	16	6041	2806
test-data/libreoffice-core/sd/qa/unit/data/pptx/ole.pptx	41	17	3	14	5339	2455
test-data/libreoffice-core/sd/qa/unit/data/odp/ole_icon.odp	21	0	0	0	0	0
test-data/libreoffice-core/sd/qa/unit/data/odg/FitToFrameText.odg	16	0	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/ods/external_hyperlink.ods	17	0	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/ods/formats.ods	17	0	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/ods/change-tracking.ods	17	0	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/xlsx/subtotal-above.xlsx	13	4	1	2	1752	1752
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf105840_allRowsHidden.xlsx	9	3	1	3	2154	2154
test-data/libreoffice-core/sc/qa/unit/data/xlsx/Spill.xlsx	15	3	1	2	1810	1810
test-data/libreoffice-core/sc/qa/unit/data/xlsx/dataValidity.xlsx	14	4	1	3	2329	2329
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf97598_scenarios.xlsx	12	3	1	3	2218	2218
test-data/libreoffice-core/sc/qa/unit/data/xlsx/NamedSheetViews.xlsx	14	4	1	2	741	741
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf136721_letter_sized_paper.xlsx	13	4	1	2	1773	1773
test-data/libreoffice-core/sc/qa/unit/data/xlsx/freezePaneStartCell.xlsx	17	3	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/xlsx/external-refs.xlsx	14	4	1	3	2262	2262
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf100034.xlsx	11	3	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/xlsx/page_scale.xlsx	8	3	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/xlsx/invalid_ext_data_validation.xlsx	16	5	1	3	2386	2386
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf134455.xlsx	9	3	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/xlsx/sheet-tab-color.xlsx	12	3	1	3	2204	2204
test-data/libreoffice-core/sc/qa/unit/data/xlsb/tdf108017_calcProtection.xlsb	18	6	2	6	3122	2319
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf143068_top10filter.xlsx	12	4	1	2	1740	1740
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf111980_radioButtons.xlsx	32	10	3	9	3916	2258
test-data/libreoffice-core/sc/qa/unit/data/xlsx/totalsRowShown.xlsx	13	4	1	2	2238	2238
test-data/libreoffice-core/sw/qa/extras/uiwriter/data/autotext-multiple.dotx	17	4	1	3	2340	2340
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf167689_xmlMaps_and_xmlColumnPr.xlsx	13	4	1	4	1372	1372
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf134459_HeaderFooterColor.xlsx	11	4	1	2	1726	1726
test-data/libreoffice-core/sc/qa/unit/data/xlsx/enhanced-protection.xlsx	10	3	1	3	2287	2287
test-data/libreoffice-core/sc/qa/unit/data/xlsx/enhancedProtectionRangeShorthand.xlsx	10	3	1	2	601	601
test-data/libreoffice-core/sc/qa/unit/data/xlsx/dateAutofilter.xlsx	10	3	1	3	2287	2287
test-data/libreoffice-core/sc/qa/unit/data/xlsx/queryTableExport.xlsx	22	4	1	2	766	766
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf66377.xlsx	24	7	2	5	3774	3044
test-data/libreoffice-core/sc/qa/unit/data/xlsx/LambdaAndRelatedFunctions.xlsx	23	3	1	2	1845	1845
test-data/libreoffice-core/sw/qa/uibase/shells/data/ole-save-preview-update.odt	24	0	0	0	0	0
test-data/libreoffice-core/sw/qa/core/header_footer/data/first-header-footer.odt	18	0	0	0	0	0
test-data/libreoffice-core/chart2/qa/extras/data/xlsx/boxWhisker.xlsx	16	6	2	5	2552	1765
test-data/libreoffice-core/chart2/qa/extras/data/xlsx/tdf143127.xlsx	22	7	3	7	3484	1835
test-data/libreoffice-core/sw/qa/extras/odfexport/data/Formcontrol needs high z-index.odt	18	0	0	0	0	0
test-data/libreoffice-core/sw/qa/core/objectpositioning/data/do-not-capture-draw-objs-on-page-draw-wrap-none.docx	19	5	1	3	2534	2534
test-data/libreoffice-core/sw/qa/extras/odfexport/data/tdf121119.odm	16	0	0	0	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx	20	5	1	3	2529	2529
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx	21	4	1	3	2444	2444
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx	28	6	1	3	2629	2629
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx	24	4	1	2	1879	1879
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx	24	5	2	5	3418	2559
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx	34	8	2	6	1827	1104
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx	13	3	1	3	2393	2393
test-data/libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx	6	3	1	2	540	540
test-data/libreoffice-core/sc/qa/unit/data/xlsx/activex_checkbox.xlsx	17	6	2	5	2902	2325
test-data/libreoffice-core/sc/qa/unit/data/xlsx/textLengthDataValidity.xlsx	11	4	1	2	1726	1726
test-data/libreoffice-core/sc/qa/unit/data/xlsx/autofilterShowButton.xlsx	10	3	1	3	2287	2287
test-data/libreoffice-core/sc/qa/unit/data/xlsx/tdf120168.xlsx	22	7	2	6	3951	2395
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx	37	9	3	8	4458	2417
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx	8	3	0	0	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	21	5	1	2	1815	1815
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	16	3	1	2	1761	1761
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx	13	3	1	3	1648	1648
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	21	3	1	3	2489	2489
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	13	3	1	2	1741	1741
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx	10	3	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/xlsx/track-changes/simple-cell-changes.xlsx	21	4	1	3	2473	2473
test-data/libreoffice-core/writerperfect/qa/unit/data/writer/epubexport/simple-ruby.odt	17	0	0	0	0	0
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/text-results.xlsx	12	3	1	3	2233	2233
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/3d-reference.xlsx	14	4	1	3	2255	2255
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/basic.xlsx	13	3	1	3	2257	2257
test-data/libreoffice-core/sc/qa/unit/data/xlsx/shared-formula/refupdate.xlsx	10	3	1	2	1721	1721
test-data/libreoffice-core/sc/qa/unit/data/functions/dynamic_array/xlsx/DynamicArrayFixture.xlsx	14	3	1	2	1762	1762
