path	verdict	src_members	out_members	identical	differs	added	removed	diff	expected_only
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/named-ranges-global.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/named-ranges-hidden.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/noSharedStringTable.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sample.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/shared-strings-malformed-count.xlsx	error:invalid XLSX structure: shared-string count exceeds 2147483647	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/shared_formulas.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sharedhyperlink.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-names.xlsx	error:no stored value cell	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-state-show.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-tab-color.xlsx	error:no stored value cell	-	-	-	-	-	-	-	-
