package	index	sheet	verdict
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TablesWithDifferentHeaders.xlsx	2	NoExplicitHeaders	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TextColor.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TextColor.xlsx	1	Sheet2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TextColor.xlsx	2	Sheet3	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TwoSheetsNoneHidden.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TwoSheetsNoneHidden.xlsx	1	Sheet2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TwoSheetsOneHidden.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/TwoSheetsOneHidden.xlsx	1	Sheet2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/autofilter-colors-fg.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/autofilter-colors.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/autofilter.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/autofilternamedrange.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/custom-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/cell-borders.xlsx	0	Borders	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/cell-borders.xlsx	1	100%	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/cell-borders.xlsx	2	150%	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/cell-multi-line.xlsx	0	Hoja1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/chart_hyperlink.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/chart_hyperlink.xlsx	1	Sheet2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/column_style.xlsx	0	Sheet1	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/condFormat_cellis.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/condFormat_cellis.xlsx	1	Sheet2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/condformat_databar.xlsx	0	Hoja1	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/condformat_theme_color.xlsx	0	databar	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/condformat_theme_color.xlsx	1	colorscale	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/conditional_fmt_checkpriority.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/conditional_fmt_checkpriority.xlsx	1	Sheet2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/conditional_fmt_origin.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/conditional_formatting_multiple_ranges.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/customxml.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.dell.com/ddp/2016/relationships/xenFile'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/decimal-format.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/decimal-format.xlsx	1	Sheet2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/decimal-format.xlsx	2	Sheet3	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/duplicate-defined-names.xlsx	0	Sheet1 (2)	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/duplicate-defined-names.xlsx	1	Sheet1 (3)	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/empty.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/empty.xlsx	1	Sheet2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/enhanced-protection.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/external-cache-multi-letter-column.xlsx	0	Лист1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/custom-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/external-link-path-missing.xlsx	0	Munka1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/external-link-path-startup.xlsx	0	Invoice_sample	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/fontSize.xlsx	0	Sheet1	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/fontSize.xlsx	1	Sheet2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/fontSize.xlsx	2	Sheet3	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/formats.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/formats.xlsx	1	Sheet2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/formats.xlsx	2	Sheet3	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/formats.xlsx	3	Sheet4	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/headerFooterTest.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/thumbnail'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/hyperlink.xlsx	0	Sheet1	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/hyperlink.xlsx	1	Sheet2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/hyperlink_export.xlsx	0	Munka1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/hyperlink_formula.xlsx	0	Munka1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/hyperlinks.xlsx	0	Error	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/hyperlinks.xlsx	1	Offering	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/named-ranges-global.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/named-ranges-global.xlsx	1	Sheet2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/named-ranges-hidden.xlsx	0	Planilha1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/noSharedStringTable.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sample.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sample.xlsx	1	rich test	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sample.xlsx	2	Sheet3	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/shared-strings-malformed-count.xlsx	0	Sheet1	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/shared_formulas.xlsx	0	Label	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sharedhyperlink.xlsx	0	Hoja1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-names.xlsx	0	S&P	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-names.xlsx	1	Sam's Club	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-names.xlsx	2	"The Sheet"	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-names.xlsx	3	A<B	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-names.xlsx	4	C>D	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-state-show.xlsx	0	стр1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-state-show.xlsx	1	стр2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-tab-color.xlsx	0	Green	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-tab-color.xlsx	1	Red	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-tab-color.xlsx	2	Blue	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheet-tab-color.xlsx	3	Yellow	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx	0	Foglio1	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx	1	Foglio2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx	2	Foglio3	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheetProtection_not_protected.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sortconditionref.xlsx	0	consumos	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sortconditionref2.xlsx	0	Tabelle1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sortconditionref2.xlsx	1	Stammdaten	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/style-alternate-content.xlsx	0	Sheet2	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/styles.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/styles.xlsx	1	Sheet2	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/styles.xlsx	2	Sheet3	no-target
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/table-sample.xlsx	0	Tabelle1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/tableStyle.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/test_conditional_formatting.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/universal-content.xlsx	0	Sheet1	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/universal-content.xlsx	1	Sheet2	no-target
