run	leg	profile	case	parts	p50_ns	p95_ns	p99_ns	mean_ns	sample_count	source_read_calls	source_read_bytes	source_version_calls	source_payload_read_calls	source_payload_read_bytes	source_max_in_flight_reads	lookup_count	output_sha256	report_sha256
probe	A2	allocator	opc_casefold_source_open	2048	3356754	3411345	3437325	3361680.0	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	5c1735e0b5161a555f0182a6622b475708803bcd5155c7deed96c03bfb2a7a8d
probe	A2	allocator	opc_casefold_eager_lookup	2048	293196	299912	300462	294802.933333	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	5c1735e0b5161a555f0182a6622b475708803bcd5155c7deed96c03bfb2a7a8d
probe	A2	allocator	opc_casefold_source_lookup	2048	154250	160390	160431	154710.666667	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	5c1735e0b5161a555f0182a6622b475708803bcd5155c7deed96c03bfb2a7a8d
probe	A2	allocator	opc_casefold_eager_open	16384	41615780	42506445	42868076	41679539.666667	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	5c1735e0b5161a555f0182a6622b475708803bcd5155c7deed96c03bfb2a7a8d
probe	A2	allocator	opc_casefold_source_open	16384	29948495	30608073	30828104	29971846.566667	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	5c1735e0b5161a555f0182a6622b475708803bcd5155c7deed96c03bfb2a7a8d
probe	A2	allocator	opc_casefold_eager_lookup	16384	2940167	2948583	2949463	2940092.433333	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	5c1735e0b5161a555f0182a6622b475708803bcd5155c7deed96c03bfb2a7a8d
probe	A2	allocator	opc_casefold_source_lookup	16384	1379891	1402756	1406886	1381392.0	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	5c1735e0b5161a555f0182a6622b475708803bcd5155c7deed96c03bfb2a7a8d
final	A1	normal	opc_casefold_eager_open	256	427417	444112	448032	430226.466667	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_source_open	256	303881	311511	315911	305193.666667	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_eager_lookup	256	36935	38560	44070	36863.1	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_source_lookup	256	21230	27250	29230	21679.133333	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_eager_open	2048	3453004	3473795	3503635	3452925.8	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_source_open	2048	2443180	2458161	2481351	2443334.233333	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_eager_lookup	2048	314811	321832	329431	316848.033333	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_source_lookup	2048	144801	151561	154840	146002.233333	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_eager_open	16384	33075103	34890690	34918100	33187424.633333	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_source_open	16384	24232600	24894167	25220139	24188907.833333	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_eager_lookup	16384	1140490	1164855	1207865	1142837.566667	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	normal	opc_casefold_source_lookup	16384	1414561	1423427	1423476	1413851.7	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	2728a5a87871d090131573d78d196375dfbfa1b4052f960cd2b3b34da287c93d
final	A1	allocator	opc_casefold_eager_open	256	586592	592813	593262	585722.8	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_source_open	256	414997	416352	416641	415067.766667	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_eager_lookup	256	22131	22440	24521	22218.1	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_source_lookup	256	22990	23131	29350	23214.1	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_eager_open	2048	4705345	4718491	4737040	4706624.366667	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_source_open	2048	3342829	3358475	3362144	3344368.766667	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_eager_lookup	2048	231626	238311	240691	233093.666667	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_source_lookup	2048	155706	163370	177281	157188.333333	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_eager_open	16384	41692410	43161516	43563089	41869125.0	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_source_open	16384	30265991	30976954	31334765	30210716.966667	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_eager_lookup	16384	1486621	1494566	1508746	1487753.1	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	A1	allocator	opc_casefold_source_lookup	16384	1400156	1409186	1416947	1400364.366667	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	a4869bd6f107e93f854234f2be242981022dabab6c30126d29f4002aec659091
final	B1	normal	opc_casefold_eager_open	256	433842	441722	442762	433037.266667	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_source_open	256	306536	313801	313931	307784.666667	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_eager_lookup	256	17070	17870	23250	17270.033333	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_source_lookup	256	21210	23690	28201	21632.766667	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_eager_open	2048	3473660	3512685	3534706	3477738.333333	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_source_open	2048	2526600	2551801	2562471	2528480.233333	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_eager_lookup	2048	151920	156600	157491	152646.666667	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_source_lookup	2048	37320	42280	44260	37725.0	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_eager_open	16384	31831752	32754401	33460575	31916398.833333	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_source_open	16384	24571511	24959928	25110609	24507407.9	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_eager_lookup	16384	2097009	2106159	2153430	2097892.366667	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	normal	opc_casefold_source_lookup	16384	48130	48340	48381	48129.233333	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	65d68772f8a91a100a5f6dba5532438ecd87e5421eab3e70171c10a63257f099
final	B1	allocator	opc_casefold_eager_open	256	580878	586582	596323	580508.9	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_source_open	256	412297	416442	416452	411201.8	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_eager_lookup	256	19460	19510	19600	19466.733333	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_source_lookup	256	21715	23070	27690	21961.766667	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_eager_open	2048	4627940	4647270	4692960	4631254.333333	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_source_open	2048	3332829	3351964	3393495	3335287.666667	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_eager_lookup	2048	196870	204041	204931	198158.2	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_source_lookup	2048	38000	42790	43530	38424.2	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_eager_open	16384	41797781	42471904	42574514	41774453.733333	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_source_open	16384	30465302	31356475	31370486	30527028.766667	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_eager_lookup	16384	2836057	2841352	2848072	2836415.266667	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B1	allocator	opc_casefold_source_lookup	16384	48190	48450	53070	48360.833333	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	971a56ee50aeae165ef5e6ed5ce90f053e321cd4052aad98fd24a6c3304d7486
final	B2	normal	opc_casefold_eager_open	256	449201	456512	470642	449310.6	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_source_open	256	317746	325931	326432	319467.266667	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_eager_lookup	256	16300	16390	16601	16317.766667	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_source_lookup	256	21075	21200	21290	21077.1	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_eager_open	2048	3501570	3533195	3534555	3504779.133333	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_source_open	2048	2525091	2545231	2545990	2525020.566667	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_eager_lookup	2048	239481	246742	246911	240936.366667	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_source_lookup	2048	37050	37230	39550	37133.9	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_eager_open	16384	32461730	33714766	35446642	32712714.333333	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_source_open	16384	24269030	25082288	25101808	24282789.266667	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_eager_lookup	16384	1414261	1423546	1423916	1414779.766667	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	normal	opc_casefold_source_lookup	16384	47965	53210	53610	48406.5	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	ea7b0b81d3eb88e836145c2deb41466fcfc5388b45cf80beab475fcccf41ec31
final	B2	allocator	opc_casefold_eager_open	256	575782	582762	584193	576931.1	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_source_open	256	416226	419712	420601	415947.066667	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_eager_lookup	256	25510	25550	31030	25690.766667	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_source_lookup	256	21810	23181	28510	22104.766667	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_eager_open	2048	4610515	4624850	4626460	4611778.266667	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_source_open	2048	3344594	3354825	3356114	3344797.4	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_eager_lookup	2048	237601	243041	243471	238870.366667	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_source_lookup	2048	37920	40910	43610	38205.8	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_eager_open	16384	41736610	43513868	43775588	42021314.2	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_source_open	16384	30667452	31312475	31370555	30648267.233333	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_eager_lookup	16384	2241355	2249040	2256169	2241301.966667	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	B2	allocator	opc_casefold_source_lookup	16384	47890	52851	53760	48497.2	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	fa7d30fd8e969aab18bc0f26cac9f8c3213fa8a1639f48e6a9d08e0ea8c33abf
final	A2	normal	opc_casefold_eager_open	256	429072	439052	443572	430307.533333	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_source_open	256	304066	312741	313781	305978.333333	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_eager_lookup	256	24380	24430	24440	24376.8	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_source_lookup	256	21300	25970	26970	21717.4	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_eager_open	2048	3456855	3479765	3480085	3454522.933333	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_source_open	2048	2432011	2449540	2467730	2434114.133333	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_eager_lookup	2048	154680	161021	161071	156060.0	30	-	-	-	-	-	-	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_source_lookup	2048	144535	150621	152520	145564.566667	30	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_eager_open	16384	31895272	32501309	32984172	31870836.4	30	-	-	-	-	-	-	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_source_open	16384	23909837	24545246	25276809	23970747.2	30	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_eager_lookup	16384	2200554	2254710	2262300	2172217.366667	30	-	-	-	-	-	-	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	normal	opc_casefold_source_lookup	16384	1351806	1366676	1434516	1354559.166667	30	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	561f687afe7dfc9606fc87a338e68787ffcc1f7a78181ccf7e1276ff26917601
final	A2	allocator	opc_casefold_eager_open	256	588222	597642	599413	588435.933333	30	-	-	-	-	-	-	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	36d6468e39cbda8bc72fadf865b5b65814a81aad2aa1bce89c09c9da5525f398
final	A2	allocator	opc_casefold_source_open	256	413872	418971	419222	414692.833333	30	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	36d6468e39cbda8bc72fadf865b5b65814a81aad2aa1bce89c09c9da5525f398
final	A2	allocator	opc_casefold_eager_lookup	256	21860	22010	22050	21881.433333	30	-	-	-	-	-	-	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	36d6468e39cbda8bc72fadf865b5b65814a81aad2aa1bce89c09c9da5525f398
final	A2	allocator	opc_casefold_source_lookup	256	22960	24790	31060	23298.366667	30	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	36d6468e39cbda8bc72fadf865b5b65814a81aad2aa1bce89c09c9da5525f398
final	A2	allocator	opc_casefold_eager_open	2048	4710665	4722631	4727100	4709670.933333	30	-	-	-	-	-	-	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	36d6468e39cbda8bc72fadf865b5b65814a81aad2aa1bce89c09c9da5525f398
final	A2	allocator	opc_casefold_source_open	2048	3340264	3355254	3356425	3340268.4	30	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	36d6468e39cbda8bc72fadf865b5b65814a81aad2aa1bce89c09c9da5525f398
