61341912,,cycles,14111946,100.00,,
128721069,,instructions,14111946,100.00,,
64080031,,cycles,14768044,100.00,,
131434610,,instructions,14768044,100.00,,
64131461,,cycles,14741926,100.00,,
133139608,,instructions,14741926,100.00,,
62897076,,cycles,14480113,100.00,,
133334938,,instructions,14480113,100.00,,
65087122,,cycles,15051033,100.00,,
130205089,,instructions,15051033,100.00,,
61620584,,cycles,14178403,100.00,,
131078270,,instructions,14178403,100.00,,
60281812,,cycles,13932875,100.00,,
128752775,,instructions,13932875,100.00,,
56860723,,cycles,13092515,100.00,,
128744132,,instructions,13092515,100.00,,
57916229,,cycles,13292425,100.00,,
131902280,,instructions,13292425,100.00,,
55073847,,cycles,12607535,100.00,,
126369734,,instructions,12607535,100.00,,
80935141,,cycles,19369233,100.00,,
136457447,,instructions,19369233,100.00,,
