7401452,,cycles,1739560,100.00,,
14646463,,instructions,1739560,100.00,,
7577164,,cycles,1818520,100.00,,
14671312,,instructions,1818520,100.00,,
7363884,,cycles,1763030,100.00,,
14631499,,instructions,1763030,100.00,,
7309343,,cycles,1749379,100.00,,
14639700,,instructions,1749379,100.00,,
7430957,,cycles,1777640,100.00,,
14668090,,instructions,1777640,100.00,,
7305342,,cycles,1726169,100.00,,
14667150,,instructions,1726169,100.00,,
7327484,,cycles,1738250,100.00,,
14643764,,instructions,1738250,100.00,,
7656615,,cycles,1841089,100.00,,
14673369,,instructions,1841089,100.00,,
7732427,,cycles,1877390,100.00,,
14629363,,instructions,1877390,100.00,,
7895485,,cycles,1903829,100.00,,
14686975,,instructions,1903829,100.00,,
8314462,,cycles,2007829,100.00,,
14646882,,instructions,2007829,100.00,,
