op,leg,reps,rep,cycles,instructions,branch_misses,dtlb_load_misses,page_faults
eager_noprep_paragraph_count,base,1,6,80810117,94157586,77629,75701,16596
eager_noprep_paragraph_count,rev0592,0,7,78411802,92083347,75423,75559,16600
eager_noprep_paragraph_count,rev0592,1,7,79666523,94152638,76011,75699,16600
eager_noprep_paragraph_count,base,0,7,77708225,91970751,75649,75671,16599
eager_noprep_paragraph_count,base,1,7,82204663,94190851,77728,75719,16599
eager_noprep_paragraph_count,rev0592,0,8,82386833,92076252,75914,75665,16599
eager_noprep_paragraph_count,rev0592,1,8,84808403,94188882,90569,75786,16598
eager_noprep_paragraph_count,base,0,8,81504608,91904004,75538,75549,16597
eager_noprep_paragraph_count,base,1,8,83128227,94067939,77524,75720,16599
eager_noprep_paragraph_count,rev0592,0,9,82353508,92092477,75990,75758,16599
eager_noprep_paragraph_count,rev0592,1,9,83512126,94148934,76774,75739,16598
eager_noprep_paragraph_count,base,0,9,82472707,92037883,75519,75486,16599
eager_noprep_paragraph_count,base,1,9,135455755,103530995,89170,76190,16598
eager_noprep_paragraph_count,rev0592,0,10,96149043,99754738,79354,76059,16598
eager_noprep_paragraph_count,rev0592,1,10,88343190,95985670,75127,75835,16599
eager_noprep_paragraph_count,base,0,10,81703251,92195210,75702,75362,16597
eager_noprep_paragraph_count,base,1,10,81785048,94215045,79037,75347,16598
eager_noprep_paragraph_count,rev0592,0,11,80943851,92007121,75270,75408,16600
eager_noprep_paragraph_count,rev0592,1,11,79991141,94262232,77382,75246,16599
eager_noprep_paragraph_count,base,0,11,80726668,92089415,81233,75465,16599
eager_noprep_paragraph_count,base,1,11,81765097,94200845,86194,75619,16598
eager_noprep_paragraph_count,rev0592,0,12,81631572,91920339,73459,75490,16599
eager_noprep_paragraph_count,rev0592,1,12,82802436,94251068,78997,75783,16598
eager_noprep_paragraph_count,base,0,12,81630822,91903859,75989,75578,16598
eager_noprep_paragraph_count,base,1,12,83615444,94246920,75502,75541,16600
eager_noprep_paragraph_count,rev0592,0,13,81590280,92098846,75952,75297,16599
eager_noprep_paragraph_count,rev0592,1,13,81407140,94089995,93395,75420,16598
eager_noprep_paragraph_count,base,0,13,82135796,91852865,75392,75651,16598
eager_noprep_paragraph_count,base,1,13,81365272,94198984,78955,75765,16595
eager_noprep_paragraph_count,rev0592,0,14,83034512,92624324,91234,75712,16599
eager_noprep_paragraph_count,rev0592,1,14,84441842,94390848,94566,75651,16597
eager_noprep_paragraph_count,base,0,14,83516475,92313249,76154,75613,16597
eager_noprep_paragraph_count,base,1,14,85418213,94620840,98660,75682,16600
eager_noprep_paragraph_count,rev0592,0,15,82135949,92292694,83548,75290,16599
eager_noprep_paragraph_count,rev0592,1,15,83090563,94607446,76540,75327,16600
eager_noprep_paragraph_count,base,0,15,83135449,92307071,76100,75444,16601
eager_noprep_paragraph_count,base,1,15,82725779,94461230,79093,75315,16598
eager_noprep_paragraph_count,rev0592,0,16,82688211,92421218,77083,75341,16599
eager_noprep_paragraph_count,rev0592,1,16,84670078,94408304,93488,75316,16599
eager_noprep_paragraph_count,base,0,16,83781898,92241702,74929,75497,16598
eager_noprep_paragraph_count,base,1,16,82931963,94436170,77911,75231,16598
eager_noprep_paragraph_count,rev0592,0,17,82162853,92395188,75409,75457,16599
eager_noprep_paragraph_count,rev0592,1,17,80916471,94410781,81852,75308,16598
eager_noprep_paragraph_count,base,0,17,80442919,92314413,75025,75399,16598
eager_noprep_paragraph_count,base,1,17,79411674,94496244,77403,75469,16600
eager_noprep_paragraph_count,rev0592,0,18,79942363,92206180,76079,75258,16598
eager_noprep_paragraph_count,rev0592,1,18,82622899,94594441,77908,75395,16597
eager_noprep_paragraph_count,base,0,18,84150156,92401401,75298,75500,16598
eager_noprep_paragraph_count,base,1,18,81433296,94453665,77455,75523,16599
eager_noprep_paragraph_count,rev0592,0,19,78353965,92233718,74644,75087,16598
eager_noprep_paragraph_count,rev0592,1,19,76918243,94521826,77756,75268,16599
eager_noprep_paragraph_count,base,0,19,80320653,92235289,75860,75143,16600
eager_noprep_paragraph_count,base,1,19,80983209,94441303,77226,75061,16598
eager_noprep_paragraph_count,rev0592,0,20,78649131,92209294,75274,74924,16597
eager_noprep_paragraph_count,rev0592,1,20,78492759,94428627,81009,75240,16602
eager_noprep_paragraph_count,base,0,20,79004887,92275003,75265,75195,16597
eager_noprep_paragraph_count,base,1,20,79403400,94364356,77515,75153,16598
eager_noprep_paragraph_count,rev0592,0,21,77292652,92332218,74447,75641,16598
eager_noprep_paragraph_count,rev0592,1,21,80264999,94431455,78415,75410,16598
eager_noprep_paragraph_count,base,0,21,79738351,92284238,75816,75569,16597
eager_noprep_paragraph_count,base,1,21,77181385,94363645,77752,75301,16601
eager_noprep_paragraph_count,rev0592,0,22,78039213,92342984,75852,75275,16598
eager_noprep_paragraph_count,rev0592,1,22,77718233,94389309,76765,75505,16599
eager_noprep_paragraph_count,base,0,22,77107407,92271888,75012,75449,16598
eager_noprep_paragraph_count,base,1,22,80559158,94693934,78425,75781,16598
eager_noprep_paragraph_count,rev0592,0,23,77097702,92253575,74869,75331,16598
eager_noprep_paragraph_count,rev0592,1,23,81380586,94489131,77424,75466,16597
eager_noprep_paragraph_count,base,0,23,78119538,92237749,74563,75345,16598
eager_noprep_paragraph_count,base,1,23,77664503,94351776,76399,75367,16600
eager_noprep_paragraph_count,rev0592,0,24,80759140,92314954,80253,75418,16599
eager_noprep_paragraph_count,rev0592,1,24,78519112,94381852,77032,75521,16598
eager_noprep_paragraph_count,base,0,24,78056497,92321127,75698,75318,16599
eager_noprep_paragraph_count,base,1,24,80801284,94388817,77061,75603,16599
eager_noprep_paragraph_count,rev0592,0,25,81225642,92592509,75588,75507,16598
eager_noprep_paragraph_count,rev0592,1,25,81560805,94568755,78679,75513,16600
eager_noprep_paragraph_count,base,0,25,83729713,92258924,75625,75297,16597
eager_noprep_paragraph_count,base,1,25,81585201,94418758,76650,75414,16598
eager_noprep_paragraph_count,rev0592,0,26,79947682,92156467,74977,75365,16598
eager_noprep_paragraph_count,rev0592,1,26,79660457,94565388,78061,75499,16601
eager_noprep_paragraph_count,base,0,26,78904768,92202933,75215,75413,16599
eager_noprep_paragraph_count,base,1,26,80332925,94490208,78998,75517,16599
eager_noprep_paragraph_count,rev0592,0,27,78038486,92192048,75742,75241,16598
eager_noprep_paragraph_count,rev0592,1,27,78315246,94503094,79877,75537,16601
eager_noprep_paragraph_count,base,0,27,78616420,92246662,74582,75267,16597
eager_noprep_paragraph_count,base,1,27,79516269,94477352,76878,75474,16597
eager_noprep_paragraph_count,rev0592,0,28,78927790,92381620,74837,75414,16599
eager_noprep_paragraph_count,rev0592,1,28,78095800,94317465,78594,75592,16598
eager_noprep_paragraph_count,base,0,28,77296747,92308938,76201,75531,16598
eager_noprep_paragraph_count,base,1,28,79046413,94535861,77238,75765,16599
eager_noprep_paragraph_count,rev0592,0,29,80170494,92413829,74614,75831,16598
eager_noprep_paragraph_count,rev0592,1,29,82495799,94565473,76614,75436,16600
eager_noprep_paragraph_count,base,0,29,78910774,92429458,76941,75568,16599
eager_noprep_paragraph_count,base,1,29,78265266,94363019,76520,75370,16598
eager_noprep_paragraph_count,rev0592,0,30,83406313,92297250,75911,75493,16598
eager_noprep_paragraph_count,rev0592,1,30,80541820,94366634,76787,75339,16598
eager_noprep_paragraph_count,base,0,30,77355677,92206841,75356,75168,16598
eager_noprep_paragraph_count,base,1,30,78527653,94338143,76917,75356,16597
eager_noprep_paragraph_count,rev0592,0,31,77171936,92198079,75377,75628,16598
eager_noprep_paragraph_count,rev0592,1,31,79082094,94375704,76573,75558,16598
eager_noprep_paragraph_count,base,0,31,77263222,92314173,77046,75432,16597
eager_noprep_paragraph_count,base,1,31,79814044,94460635,77064,75448,16597
eager_noprep_paragraph_count,rev0592,0,32,78847929,92186412,74609,75416,16599
eager_noprep_paragraph_count,rev0592,1,32,78932802,94354910,75860,75294,16599
eager_noprep_paragraph_count,base,0,32,82509247,92615413,75274,75335,16599
eager_noprep_paragraph_count,base,1,32,81113796,94346696,84596,75366,16598
eager_noprep_paragraph_count,rev0592,0,33,78671168,92287553,75487,75543,16598
eager_noprep_paragraph_count,rev0592,1,33,78270860,94341274,77864,75524,16597
eager_noprep_paragraph_count,base,0,33,79516287,92380648,75940,75489,16600
eager_noprep_paragraph_count,base,1,33,81722507,94427621,77546,75500,16598
eager_noprep_paragraph_count,rev0592,0,34,79613819,92328615,77150,75840,16599
eager_noprep_paragraph_count,rev0592,1,34,80534358,94381314,76766,75604,16598
eager_noprep_paragraph_count,base,0,34,77038502,92292870,77386,75601,16597
eager_noprep_paragraph_count,base,1,34,77685416,94349632,77954,75684,16595
eager_noprep_paragraph_count,rev0592,0,35,76069210,92287658,75882,75468,16598
eager_noprep_paragraph_count,rev0592,1,35,75270408,94327259,76519,75294,16599
eager_noprep_paragraph_count,base,0,35,77640207,92178953,73260,75479,16599
eager_noprep_paragraph_count,base,1,35,79001034,94359543,76725,75466,16599
eager_noprep_paragraph_count,rev0592,0,36,79766400,92389602,76101,75483,16598
eager_noprep_paragraph_count,rev0592,1,36,84257981,94541927,95076,75528,16599
eager_noprep_paragraph_count,base,0,36,80838507,92206869,75205,75451,16598
eager_noprep_paragraph_count,base,1,36,80817693,94628606,96942,75574,16599
eager_noprep_paragraph_count,rev0592,0,37,80605903,92325866,75647,75350,16598
eager_noprep_paragraph_count,rev0592,1,37,82795401,94372794,77066,75740,16600
eager_noprep_paragraph_count,base,0,37,77180761,92297712,76647,75654,16599
eager_noprep_paragraph_count,base,1,37,77697493,94363471,76995,75357,16597
eager_noprep_paragraph_count,rev0592,0,38,76598532,92272199,75492,75581,16599
eager_noprep_paragraph_count,rev0592,1,38,77464843,94497889,79255,75433,16598
eager_noprep_paragraph_count,base,0,38,79426844,92443740,77839,75440,16599
eager_noprep_paragraph_count,base,1,38,80226101,94349520,77019,75435,16597
eager_noprep_paragraph_count,rev0592,0,39,78537137,92199694,75278,75380,16599
eager_noprep_paragraph_count,rev0592,1,39,79218572,94589849,77728,75915,16600
eager_noprep_paragraph_count,base,0,39,78014575,92451572,75910,75676,16599
eager_noprep_paragraph_count,base,1,39,80606182,94967411,95057,75815,16598
eager_noprep_paragraph_count,rev0592,0,40,81408500,92232562,75418,75557,16598
eager_noprep_paragraph_count,rev0592,1,40,84512085,94503358,78895,75520,16598
eager_noprep_paragraph_count,base,0,40,82738214,92237813,94031,75437,16598
eager_noprep_paragraph_count,base,1,40,82417422,94475005,79131,75892,16598
