fixture	route	before_status	before_field1	before_field2	after_status	after_field1	after_field2	control_status	control_field1	control_field2	differs_raw	differs_normalized
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx_edit_save	OK	28604	21	OK	28604	21	OK	28604	21	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx_noop_save	OK	28843	21	OK	28843	21	OK	28843	21	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	docx_edit_save	OK	13656	13	OK	13656	13	OK	13656	13	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	docx_noop_save	OK	13876	13	OK	13876	13	OK	13876	13	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx	docx_edit_save	OK	77370	37	OK	77370	37	OK	77370	37	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx	docx_noop_save	OK	77370	37	OK	77370	37	OK	77370	37	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx	docx_edit_save	OK	2445	5	OK	2445	5	OK	2445	5	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx	docx_noop_save	OK	2344	5	OK	2344	5	OK	2344	5	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx	docx_edit_save	OK	21988	13	OK	21988	13	OK	21988	13	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx	docx_noop_save	OK	22007	13	OK	22007	13	OK	22007	13	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	docx_edit_save	OK	65953	21	OK	65953	21	OK	65953	21	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	docx_noop_save	OK	66189	21	OK	66189	21	OK	66189	21	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx_edit_save	OK	17681	16	OK	17681	16	OK	17681	16	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx_noop_save	OK	17713	16	OK	17713	16	OK	17713	16	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx	xlsx_edit_save	OK	7424	13	OK	7424	13	OK	7424	13	0	0
test-data/office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx	xlsx_noop_save	OK	7311	13	OK	7311	13	OK	7311	13	0	0
test-data/office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx	xlsx_source_backed_cell_values	ERR	Invalid("value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/custom-properties'")	invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/custom-properties'	ERR	Invalid("value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'")	invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	ERR	Invalid("value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'")	invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'	1	0
test-data/office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx	xlsx_source_backed_tab_state	OK	7311	13	OK	7311	13	OK	7311	13	0	0
test-data/office-interop/libreoffice-resaved/document-properties-litchi.docx	docx_edit_save	OK	6566	10	OK	6566	10	OK	6566	10	0	0
test-data/office-interop/libreoffice-resaved/document-properties-litchi.docx	docx_noop_save	OK	6514	10	OK	6514	10	OK	6514	10	0	0
test-data/office-interop/libreoffice-resaved/document-properties-litchi.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/office-interop/libreoffice-resaved/document-properties-litchi.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx_edit_save	OK	53242	46	OK	53242	46	OK	53242	46	0	0
test-data/office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx_guides_publish	OK	53480	46	OK	53426	46	OK	53480	46	1	1
test-data/office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx_noop_save	OK	53239	46	OK	53239	46	OK	53239	46	0	0
test-data/office-interop/libreoffice-resaved/shapes-litchi.pptx	pptx_source_backed_slide	ERR	UnsafeEdit { operation: "edit_slide", reason: "source-backed slide edits do not support markup-compatibility branch selection" }	unsafe PPTX edit during edit_slide: source-backed slide edits do not support markup-compatibility branch selection	ERR	UnsafeEdit { operation: "edit_slide", reason: "source-backed slide edits do not support markup-compatibility branch selection" }	unsafe PPTX edit during edit_slide: source-backed slide edits do not support markup-compatibility branch selection	ERR	UnsafeEdit { operation: "edit_slide", reason: "source-backed slide edits do not support markup-compatibility branch selection" }	unsafe PPTX edit during edit_slide: source-backed slide edits do not support markup-compatibility branch selection	0	0
test-data/office-interop/litchi-changed/date-autofilter-litchi.xlsx	xlsx_edit_save	OK	6600	10	OK	6600	10	OK	6600	10	0	0
test-data/office-interop/litchi-changed/date-autofilter-litchi.xlsx	xlsx_noop_save	OK	6604	10	OK	6604	10	OK	6604	10	0	0
test-data/office-interop/litchi-changed/date-autofilter-litchi.xlsx	xlsx_source_backed_cell_values	ERR	Invalid("value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'")	invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	ERR	Invalid("value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'")	invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	ERR	Invalid("value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'")	invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	0	0
test-data/office-interop/litchi-changed/date-autofilter-litchi.xlsx	xlsx_source_backed_tab_state	OK	6604	10	OK	6604	10	OK	6604	10	0	0
test-data/office-interop/litchi-changed/document-properties-litchi.docx	docx_edit_save	OK	11188	12	OK	11188	12	OK	11188	12	0	0
test-data/office-interop/litchi-changed/document-properties-litchi.docx	docx_noop_save	OK	11143	12	OK	11143	12	OK	11143	12	0	0
test-data/office-interop/litchi-changed/document-properties-litchi.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/office-interop/litchi-changed/document-properties-litchi.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/office-interop/litchi-changed/shapes-litchi.pptx	pptx_edit_save	OK	61466	48	OK	61466	48	OK	61466	48	0	0
test-data/office-interop/litchi-changed/shapes-litchi.pptx	pptx_guides_publish	ERR	XmlPublication { part: "/ppt/presentation.xml", source: NotCompact(Violation { kind: FormattingWhitespace, offset: 55 }) }	XML publication rejected for '/ppt/presentation.xml': noncompact XML FormattingWhitespace at byte 55	ERR	XmlPublication { part: "/ppt/presentation.xml", source: NotCompact(Violation { kind: FormattingWhitespace, offset: 55 }) }	XML publication rejected for '/ppt/presentation.xml': noncompact XML FormattingWhitespace at byte 55	ERR	XmlPublication { part: "/ppt/presentation.xml", source: NotCompact(Violation { kind: FormattingWhitespace, offset: 55 }) }	XML publication rejected for '/ppt/presentation.xml': noncompact XML FormattingWhitespace at byte 55	0	0
test-data/office-interop/litchi-changed/shapes-litchi.pptx	pptx_noop_save	OK	61466	48	OK	61466	48	OK	61466	48	0	0
test-data/office-interop/litchi-changed/shapes-litchi.pptx	pptx_source_backed_slide	OK	61466	48	OK	61466	48	OK	61466	48	0	0
test-data/ooxml/docx/ComplexNumberedLists.docx	docx_edit_save	OK	14420	13	OK	14420	13	OK	14420	13	0	0
test-data/ooxml/docx/ComplexNumberedLists.docx	docx_noop_save	OK	14458	13	OK	14458	13	OK	14458	13	0	0
test-data/ooxml/docx/ComplexNumberedLists.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/ooxml/docx/ComplexNumberedLists.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/ooxml/docx/FancyFoot.docx	docx_edit_save	OK	12574	14	OK	12574	14	OK	12574	14	0	0
test-data/ooxml/docx/FancyFoot.docx	docx_noop_save	OK	12876	14	OK	12876	14	OK	12876	14	0	0
test-data/ooxml/docx/FancyFoot.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/ooxml/docx/FancyFoot.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
test-data/ooxml/docx/Headers.docx	docx_edit_save	OK	12803	16	OK	12803	16	OK	12803	16	0	0
test-data/ooxml/docx/Headers.docx	docx_noop_save	OK	13076	16	OK	13076	16	OK	13076	16	0	0
test-data/ooxml/docx/Headers.docx	docx_source_backed_document	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	ERR	Document(UnsafeEdit { format: "DOCX", operation: "edit_document", reason: "source-backed document transactions do not support markup-compatibility branch selection" })	unsafe DOCX edit 'edit_document' rejected: source-backed document transactions do not support markup-compatibility branch selection	0	0
test-data/ooxml/docx/Headers.docx	docx_source_backed_section_layout	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	ERR	UnsafeEdit { format: "DOCX", operation: "source-backed section inventory", reason: "markup-compatibility namespace bindings are not accepted in a source-bound inventory" }	unsafe DOCX edit 'source-backed section inventory' rejected: markup-compatibility namespace bindings are not accepted in a source-bound inventory	0	0
