fixture parts total_bytes largest_bytes remainder_bytes
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/external-link-path-missing.xlsx 12 35056 9763 25293
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/external-link-path-startup.xlsx 9 23991 8641 15350
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/fontSize.xlsx 9 14045 7088 6957
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/formats.xlsx 9 32814 18333 14481
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/headerFooterTest.xlsx 7 12721 7655 5066
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/hyperlink.xlsx 8 14097 6807 7290
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/hyperlink_export.xlsx 7 15176 8399 6777
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/hyperlink_formula.xlsx 8 15548 8399 7149
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/hyperlinks.xlsx 8 12425 7004 5421
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/named-ranges-global.xlsx 6 13131 4453 8678
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/named-ranges-hidden.xlsx 7 15709 8401 7308
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/noSharedStringTable.xlsx 6 11976 6807 5169
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sample.xlsx 10 17236 7004 10232
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/shared-strings-malformed-count.xlsx 6 9770 4461 5309
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/shared_formulas.xlsx 8 21769 7004 14765
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sharedhyperlink.xlsx 7 13954 6793 7161
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sheet-names.xlsx 10 13839 7088 6751
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sheet-state-show.xlsx 8 165996 91197 74799
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sheet-tab-color.xlsx 9 12093 7004 5089
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx 8 11433 7006 4427
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sheetProtection_not_protected.xlsx 7 12255 7571 4684
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sortconditionref.xlsx 7 14662 6809 7853
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/sortconditionref2.xlsx 9 58004 21137 36867
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/styles.xlsx 9 16271 7004 9267
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/table-sample.xlsx 9 17855 6793 11062
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/tableStyle.xlsx 9 19839 8399 11440
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/test_conditional_formatting.xlsx 8 17204 8399 8805
/home/zhuhe/code/litchi-worktrees/0662/test-data/ooxml/xlsx/universal-content.xlsx 8 11694 4435 7259
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/61745.docx 14 81042 28685 52357
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/Bug54849.docx 21 110214 19892 90322
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/ComplexNumberedLists.docx 10 62235 15964 46271
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/EmbeddedDocument.docx 8 28518 14832 13686
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/Numbering.docx 9 61707 28956 32751
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/NumberingWOverrides.docx 9 141325 101829 39496
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/NumberingWithOutOfOrderId.docx 7 44576 28956 15620
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/heading123.docx 8 27162 8110 19052
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/saut_page.docx 10 49753 36562 13191
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/document/testComment.docx 12 62472 33072 29400
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/integration/test_recursive_embedded.docx 16 58065 29865 28200
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/50154.xlsx 12 20210 7571 12639
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx 8 34504 15956 18548
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx 8 27604 14826 12778
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx 8 27666 14826 12840
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx 8 27568 14826 12742
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx 8 27586 14826 12760
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx 8 27594 14826 12768
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx 8 27657 14826 12831
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx 9 12287 7004 5283
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/45545_Comment.pptx 49 192354 19832 172522
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/ArtisticEffectSample.pptx 33 411824 189305 222519
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/EmbeddedAudio.pptx 20 85621 13940 71681
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/EmbeddedVideo.pptx 20 86608 13932 72676
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/bug62513.pptx 47 185631 15594 170037
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/bug65551.pptx 24 87961 18636 69325
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/placeholder-layout-color.pptx 13 68364 23262 45102
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/slideshow/prProps.pptx 16 74017 13585 60432
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/45540_classic_Header.xlsx 18 123582 39840 83742
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/45540_form_Footer.xlsx 49 92152 29044 63108
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/45540_form_Header.xlsx 49 92152 29044 63108
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/47889.xlsx 5 3547 1282 2265
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/48962.xlsx 7 26891 8630 18261
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/49609.xlsx 1 1981 1981 0
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/54071.xlsx 7 14110 7095 7015
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/56169.xlsx 11 15860 7088 8772
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/58106.xlsx 9 15641 7088 8553
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/60289.xlsx 6 10659 7004 3655
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx 6 15192 8399 6793
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/62834.xlsx 8 14237 6810 7427
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/66365.xlsx 6 8021 3767 4254
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/AmpersandHeader.xlsx 8 12686 7088 5598
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx 59 492279 57191 435088
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/CustomXMLMappings.xlsx 11 15357 7006 8351
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/DataValidationEvaluations.xlsx 10 28455 10401 18054
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/DataValidationListTooLong.xlsx 6 2738 871 1867
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/DataValidations-49244.xlsx 7 26889 15606 11283
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx 17 29635 6793 22842
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx 14 242684 209940 32744
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/FormatKM.xlsx 10 17830 7088 10742
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx 23 2680195 1558400 1121795
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx 8 12876 6807 6069
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx 26 56540 7004 49536
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/WithEmbeded.xlsx 9 12134 7004 5130
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/bug64512_embed.xlsx 7 19630 8399 11231
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/chart_sheet.xlsx 12 15496 7004 8492
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/customIndexedColors.xlsx 12 70344 51211 19133
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/dataValidationTableRange.xlsx 34 666950 387977 278973
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/headerFooterTest.xlsx 7 12721 7655 5066
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/link-external-workbook-b.xlsx 7 2638 684 1954
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/no_drawing_patriarch.xlsx 8 6840379 3440978 3399401
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/right-to-left.xlsx 13 19570 8399 11171
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/sample.xlsx 10 17236 7004 10232
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/shared_formulas.xlsx 8 21769 7004 14765
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx 8 35223 14555 20668
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx 9 13789 7088 6701
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx 7 12521 6807 5714
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx 7 12121 6807 5314
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx 13 14429 7004 7425
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/xlookup.xlsx 11 22396 8399 13997
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/spreadsheet/xxe_in_schema.xlsx 9 14319 6807 7512
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/xmldsign/hello-world-signed-twice.docx 10 41337 14849 26488
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/xmldsign/hello-world-signed.docx 9 34290 14849 19441
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/xmldsign/hello-world-signed.pptx 21 85250 16914 68336
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/xmldsign/hello-world-signed.xlsx 10 18970 7322 11648
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/xmldsign/ms-office-2010-signed.docx 10 52795 15719 37076
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/xmldsign/ms-office-2010-signed.pptx 21 89243 18160 71083
/home/zhuhe/code/litchi-worktrees/0662/test-data/poi/test-data/xmldsign/ms-office-2010-signed.xlsx 10 20725 7964 12761
