# kind fixture detail eager lazy verdict
opc-reblob ooxml/xlsx/autofilternamedrange.xlsx - 8f7a17a5dfbd6cbf6b1045288d5fcfead31e84ca74329bd7e7cd6e74b4db6e44:9685 8f7a17a5dfbd6cbf6b1045288d5fcfead31e84ca74329bd7e7cd6e74b4db6e44:9685 MATCH
open ooxml/xlsx/cell-borders.xlsx - ok ok MATCH
parts ooxml/xlsx/cell-borders.xlsx - 15 15 MATCH
opc-noop ooxml/xlsx/cell-borders.xlsx - edd882ecf3faaea2950c95d347a22b907918e6e2f883891cdfac8945778c4df7:20972 edd882ecf3faaea2950c95d347a22b907918e6e2f883891cdfac8945778c4df7:20972 MATCH
opc-reblob ooxml/xlsx/cell-borders.xlsx - edd882ecf3faaea2950c95d347a22b907918e6e2f883891cdfac8945778c4df7:20972 edd882ecf3faaea2950c95d347a22b907918e6e2f883891cdfac8945778c4df7:20972 MATCH
open ooxml/xlsx/cell-multi-line.xlsx - ok ok MATCH
parts ooxml/xlsx/cell-multi-line.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/cell-multi-line.xlsx - 22fde6cac256b6755e2eca37f43c46b2ea04e86a5bbeef589d966f5ba2799575:9144 22fde6cac256b6755e2eca37f43c46b2ea04e86a5bbeef589d966f5ba2799575:9144 MATCH
opc-reblob ooxml/xlsx/cell-multi-line.xlsx - 22fde6cac256b6755e2eca37f43c46b2ea04e86a5bbeef589d966f5ba2799575:9144 22fde6cac256b6755e2eca37f43c46b2ea04e86a5bbeef589d966f5ba2799575:9144 MATCH
open ooxml/xlsx/chart_hyperlink.xlsx - ok ok MATCH
parts ooxml/xlsx/chart_hyperlink.xlsx - 19 19 MATCH
opc-noop ooxml/xlsx/chart_hyperlink.xlsx - b6dc58cd4e3d357e429ffc1cf16cdea1bf909593f1fc8d939f0a5fbac8218b08:21564 b6dc58cd4e3d357e429ffc1cf16cdea1bf909593f1fc8d939f0a5fbac8218b08:21564 MATCH
opc-reblob ooxml/xlsx/chart_hyperlink.xlsx - b6dc58cd4e3d357e429ffc1cf16cdea1bf909593f1fc8d939f0a5fbac8218b08:21564 b6dc58cd4e3d357e429ffc1cf16cdea1bf909593f1fc8d939f0a5fbac8218b08:21564 MATCH
open ooxml/xlsx/column_style.xlsx - ok ok MATCH
parts ooxml/xlsx/column_style.xlsx - 7 7 MATCH
opc-noop ooxml/xlsx/column_style.xlsx - 205c5f18325c6e804dba44958d2beddd5557d558f0d44a260f11092d57b79e84:4646 205c5f18325c6e804dba44958d2beddd5557d558f0d44a260f11092d57b79e84:4646 MATCH
opc-reblob ooxml/xlsx/column_style.xlsx - 205c5f18325c6e804dba44958d2beddd5557d558f0d44a260f11092d57b79e84:4646 205c5f18325c6e804dba44958d2beddd5557d558f0d44a260f11092d57b79e84:4646 MATCH
open ooxml/xlsx/condFormat_cellis.xlsx - ok ok MATCH
parts ooxml/xlsx/condFormat_cellis.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/condFormat_cellis.xlsx - fba4a6b3e19e77be3fd85882f280994b38296a162f181809cc9e5c274aaa43d4:9347 fba4a6b3e19e77be3fd85882f280994b38296a162f181809cc9e5c274aaa43d4:9347 MATCH
opc-reblob ooxml/xlsx/condFormat_cellis.xlsx - fba4a6b3e19e77be3fd85882f280994b38296a162f181809cc9e5c274aaa43d4:9347 fba4a6b3e19e77be3fd85882f280994b38296a162f181809cc9e5c274aaa43d4:9347 MATCH
open ooxml/xlsx/condformat_databar.xlsx - ok ok MATCH
parts ooxml/xlsx/condformat_databar.xlsx - 8 8 MATCH
opc-noop ooxml/xlsx/condformat_databar.xlsx - 1fc73ba3547ddfde691bf7008c23d5c205107b0a44e173ce2e56f2c345ae87ec:8052 1fc73ba3547ddfde691bf7008c23d5c205107b0a44e173ce2e56f2c345ae87ec:8052 MATCH
opc-reblob ooxml/xlsx/condformat_databar.xlsx - 1fc73ba3547ddfde691bf7008c23d5c205107b0a44e173ce2e56f2c345ae87ec:8052 1fc73ba3547ddfde691bf7008c23d5c205107b0a44e173ce2e56f2c345ae87ec:8052 MATCH
open ooxml/xlsx/condformat_theme_color.xlsx - ok ok MATCH
parts ooxml/xlsx/condformat_theme_color.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/condformat_theme_color.xlsx - 523f4157ea1103f5e24d10acb55fce729eb59da2d39aeba8f299ceb031436430:8937 523f4157ea1103f5e24d10acb55fce729eb59da2d39aeba8f299ceb031436430:8937 MATCH
opc-reblob ooxml/xlsx/condformat_theme_color.xlsx - 523f4157ea1103f5e24d10acb55fce729eb59da2d39aeba8f299ceb031436430:8937 523f4157ea1103f5e24d10acb55fce729eb59da2d39aeba8f299ceb031436430:8937 MATCH
open ooxml/xlsx/conditional_fmt_checkpriority.xlsx - ok ok MATCH
parts ooxml/xlsx/conditional_fmt_checkpriority.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/conditional_fmt_checkpriority.xlsx - 21e644459edc86e2d6c260d367a2cd42fca89b2f83da7a1b3a92115ff18368d7:10682 21e644459edc86e2d6c260d367a2cd42fca89b2f83da7a1b3a92115ff18368d7:10682 MATCH
opc-reblob ooxml/xlsx/conditional_fmt_checkpriority.xlsx - 21e644459edc86e2d6c260d367a2cd42fca89b2f83da7a1b3a92115ff18368d7:10682 21e644459edc86e2d6c260d367a2cd42fca89b2f83da7a1b3a92115ff18368d7:10682 MATCH
open ooxml/xlsx/conditional_fmt_origin.xlsx - ok ok MATCH
parts ooxml/xlsx/conditional_fmt_origin.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/conditional_fmt_origin.xlsx - 12a3a7241e225299181a7e3de9721015ee4adf319b144f5158dcef507d0af116:9705 12a3a7241e225299181a7e3de9721015ee4adf319b144f5158dcef507d0af116:9705 MATCH
opc-reblob ooxml/xlsx/conditional_fmt_origin.xlsx - 12a3a7241e225299181a7e3de9721015ee4adf319b144f5158dcef507d0af116:9705 12a3a7241e225299181a7e3de9721015ee4adf319b144f5158dcef507d0af116:9705 MATCH
open ooxml/xlsx/conditional_formatting_multiple_ranges.xlsx - ok ok MATCH
parts ooxml/xlsx/conditional_formatting_multiple_ranges.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/conditional_formatting_multiple_ranges.xlsx - 2ee236b3134d0494f44fc122b59ba883762a87415a332a3bd1cb972f7e0fcb0d:9487 2ee236b3134d0494f44fc122b59ba883762a87415a332a3bd1cb972f7e0fcb0d:9487 MATCH
opc-reblob ooxml/xlsx/conditional_formatting_multiple_ranges.xlsx - 2ee236b3134d0494f44fc122b59ba883762a87415a332a3bd1cb972f7e0fcb0d:9487 2ee236b3134d0494f44fc122b59ba883762a87415a332a3bd1cb972f7e0fcb0d:9487 MATCH
open ooxml/xlsx/customxml.xlsx - ok ok MATCH
parts ooxml/xlsx/customxml.xlsx - 15 15 MATCH
opc-noop ooxml/xlsx/customxml.xlsx - 2ebad8b30f7c50d60cb511aa652faf968b90588ad52f0ef76d8135cc432f5168:13282 2ebad8b30f7c50d60cb511aa652faf968b90588ad52f0ef76d8135cc432f5168:13282 MATCH
opc-reblob ooxml/xlsx/customxml.xlsx - 2ebad8b30f7c50d60cb511aa652faf968b90588ad52f0ef76d8135cc432f5168:13282 2ebad8b30f7c50d60cb511aa652faf968b90588ad52f0ef76d8135cc432f5168:13282 MATCH
open ooxml/xlsx/decimal-format.xlsx - ok ok MATCH
parts ooxml/xlsx/decimal-format.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/decimal-format.xlsx - 077dc9ab231d3c1d29c2a3db305d3b499643d7cdf4c58cf8ecd75bcfe1dd2da7:9677 077dc9ab231d3c1d29c2a3db305d3b499643d7cdf4c58cf8ecd75bcfe1dd2da7:9677 MATCH
opc-reblob ooxml/xlsx/decimal-format.xlsx - 077dc9ab231d3c1d29c2a3db305d3b499643d7cdf4c58cf8ecd75bcfe1dd2da7:9677 077dc9ab231d3c1d29c2a3db305d3b499643d7cdf4c58cf8ecd75bcfe1dd2da7:9677 MATCH
open ooxml/xlsx/duplicate-defined-names.xlsx - ok ok MATCH
parts ooxml/xlsx/duplicate-defined-names.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/duplicate-defined-names.xlsx - 8efb54cb804b713ff5c2d8af2f730f1583b3fa06ea932a3f853a8385d806ea78:18756 8efb54cb804b713ff5c2d8af2f730f1583b3fa06ea932a3f853a8385d806ea78:18756 MATCH
opc-reblob ooxml/xlsx/duplicate-defined-names.xlsx - 8efb54cb804b713ff5c2d8af2f730f1583b3fa06ea932a3f853a8385d806ea78:18756 8efb54cb804b713ff5c2d8af2f730f1583b3fa06ea932a3f853a8385d806ea78:18756 MATCH
open ooxml/xlsx/empty.xlsx - ok ok MATCH
parts ooxml/xlsx/empty.xlsx - 8 8 MATCH
opc-noop ooxml/xlsx/empty.xlsx - b8eb7e2482679660a4c10e39fd670a107658af56b6c83ef978dfd1db6950c0b9:5221 b8eb7e2482679660a4c10e39fd670a107658af56b6c83ef978dfd1db6950c0b9:5221 MATCH
opc-reblob ooxml/xlsx/empty.xlsx - b8eb7e2482679660a4c10e39fd670a107658af56b6c83ef978dfd1db6950c0b9:5221 b8eb7e2482679660a4c10e39fd670a107658af56b6c83ef978dfd1db6950c0b9:5221 MATCH
open ooxml/xlsx/enhanced-protection.xlsx - ok ok MATCH
parts ooxml/xlsx/enhanced-protection.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/enhanced-protection.xlsx - 2a8151eb9653172e350c214c755f820b6d9670b155f9593d41c1b258655bcd44:8483 2a8151eb9653172e350c214c755f820b6d9670b155f9593d41c1b258655bcd44:8483 MATCH
opc-reblob ooxml/xlsx/enhanced-protection.xlsx - 2a8151eb9653172e350c214c755f820b6d9670b155f9593d41c1b258655bcd44:8483 2a8151eb9653172e350c214c755f820b6d9670b155f9593d41c1b258655bcd44:8483 MATCH
open ooxml/xlsx/external-cache-multi-letter-column.xlsx - ok ok MATCH
parts ooxml/xlsx/external-cache-multi-letter-column.xlsx - 30 30 MATCH
opc-noop ooxml/xlsx/external-cache-multi-letter-column.xlsx - 0b81c9c80a7d1c72634bed36b596da7f0059c109fe1f44e00b56562307423217:44267 0b81c9c80a7d1c72634bed36b596da7f0059c109fe1f44e00b56562307423217:44267 MATCH
opc-reblob ooxml/xlsx/external-cache-multi-letter-column.xlsx - 0b81c9c80a7d1c72634bed36b596da7f0059c109fe1f44e00b56562307423217:44267 0b81c9c80a7d1c72634bed36b596da7f0059c109fe1f44e00b56562307423217:44267 MATCH
open ooxml/xlsx/external-link-path-missing.xlsx - ok ok MATCH
parts ooxml/xlsx/external-link-path-missing.xlsx - 14 14 MATCH
opc-noop ooxml/xlsx/external-link-path-missing.xlsx - f8b6bc5bec25f6c75ffb42f47c17390a29a001de5acb0bbc6f3c44c2d891b720:15018 f8b6bc5bec25f6c75ffb42f47c17390a29a001de5acb0bbc6f3c44c2d891b720:15018 MATCH
opc-reblob ooxml/xlsx/external-link-path-missing.xlsx - f8b6bc5bec25f6c75ffb42f47c17390a29a001de5acb0bbc6f3c44c2d891b720:15018 f8b6bc5bec25f6c75ffb42f47c17390a29a001de5acb0bbc6f3c44c2d891b720:15018 MATCH
open ooxml/xlsx/external-link-path-startup.xlsx - ok ok MATCH
parts ooxml/xlsx/external-link-path-startup.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/external-link-path-startup.xlsx - e06155747da482bfb7c1ac5f0ab3a80cbe5b510e664926709c356ba6b59e9bc4:11076 e06155747da482bfb7c1ac5f0ab3a80cbe5b510e664926709c356ba6b59e9bc4:11076 MATCH
opc-reblob ooxml/xlsx/external-link-path-startup.xlsx - e06155747da482bfb7c1ac5f0ab3a80cbe5b510e664926709c356ba6b59e9bc4:11076 e06155747da482bfb7c1ac5f0ab3a80cbe5b510e664926709c356ba6b59e9bc4:11076 MATCH
open ooxml/xlsx/fontSize.xlsx - ok ok MATCH
parts ooxml/xlsx/fontSize.xlsx - 12 12 MATCH
opc-noop ooxml/xlsx/fontSize.xlsx - 45aed8b5b012ef17cf540772af6c6face2e5dd7561738ead84ec585bdbb58539:9883 45aed8b5b012ef17cf540772af6c6face2e5dd7561738ead84ec585bdbb58539:9883 MATCH
opc-reblob ooxml/xlsx/fontSize.xlsx - 45aed8b5b012ef17cf540772af6c6face2e5dd7561738ead84ec585bdbb58539:9883 45aed8b5b012ef17cf540772af6c6face2e5dd7561738ead84ec585bdbb58539:9883 MATCH
open ooxml/xlsx/formats.xlsx - ok ok MATCH
parts ooxml/xlsx/formats.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/formats.xlsx - 7bc3a117aa8f74fa1093376581fec69a0128415f60474455ae27c5ad2440f3f3:9295 7bc3a117aa8f74fa1093376581fec69a0128415f60474455ae27c5ad2440f3f3:9295 MATCH
opc-reblob ooxml/xlsx/formats.xlsx - 7bc3a117aa8f74fa1093376581fec69a0128415f60474455ae27c5ad2440f3f3:9295 7bc3a117aa8f74fa1093376581fec69a0128415f60474455ae27c5ad2440f3f3:9295 MATCH
open ooxml/xlsx/headerFooterTest.xlsx - ok ok MATCH
parts ooxml/xlsx/headerFooterTest.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/headerFooterTest.xlsx - db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 MATCH
opc-reblob ooxml/xlsx/headerFooterTest.xlsx - db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 MATCH
open ooxml/xlsx/hyperlink.xlsx - ok ok MATCH
parts ooxml/xlsx/hyperlink.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/hyperlink.xlsx - 8693ab165bdfa767f071596ff29368ccc4771c5f0c1ef1a1fe81aa4f9524e2d6:9833 8693ab165bdfa767f071596ff29368ccc4771c5f0c1ef1a1fe81aa4f9524e2d6:9833 MATCH
opc-reblob ooxml/xlsx/hyperlink.xlsx - 8693ab165bdfa767f071596ff29368ccc4771c5f0c1ef1a1fe81aa4f9524e2d6:9833 8693ab165bdfa767f071596ff29368ccc4771c5f0c1ef1a1fe81aa4f9524e2d6:9833 MATCH
open ooxml/xlsx/hyperlink_export.xlsx - ok ok MATCH
parts ooxml/xlsx/hyperlink_export.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/hyperlink_export.xlsx - 86709af721efb7b0d8293359032435dcb48b4a330d2d17b60f1bf079853b0c80:9100 86709af721efb7b0d8293359032435dcb48b4a330d2d17b60f1bf079853b0c80:9100 MATCH
opc-reblob ooxml/xlsx/hyperlink_export.xlsx - 86709af721efb7b0d8293359032435dcb48b4a330d2d17b60f1bf079853b0c80:9100 86709af721efb7b0d8293359032435dcb48b4a330d2d17b60f1bf079853b0c80:9100 MATCH
open ooxml/xlsx/hyperlink_formula.xlsx - ok ok MATCH
parts ooxml/xlsx/hyperlink_formula.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/hyperlink_formula.xlsx - b274b5c39ef21247ea0c4076c5f9f15153428e0b134f6e28fdb3074a96c2fb3a:9472 b274b5c39ef21247ea0c4076c5f9f15153428e0b134f6e28fdb3074a96c2fb3a:9472 MATCH
opc-reblob ooxml/xlsx/hyperlink_formula.xlsx - b274b5c39ef21247ea0c4076c5f9f15153428e0b134f6e28fdb3074a96c2fb3a:9472 b274b5c39ef21247ea0c4076c5f9f15153428e0b134f6e28fdb3074a96c2fb3a:9472 MATCH
open ooxml/xlsx/hyperlinks.xlsx - ok ok MATCH
parts ooxml/xlsx/hyperlinks.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/hyperlinks.xlsx - 246be6934c5bf339f3d2fafd253347b1eca963fe137af17442049dcff6f30061:9068 246be6934c5bf339f3d2fafd253347b1eca963fe137af17442049dcff6f30061:9068 MATCH
opc-reblob ooxml/xlsx/hyperlinks.xlsx - 246be6934c5bf339f3d2fafd253347b1eca963fe137af17442049dcff6f30061:9068 246be6934c5bf339f3d2fafd253347b1eca963fe137af17442049dcff6f30061:9068 MATCH
open ooxml/xlsx/named-ranges-global.xlsx - ok ok MATCH
parts ooxml/xlsx/named-ranges-global.xlsx - 8 8 MATCH
opc-noop ooxml/xlsx/named-ranges-global.xlsx - 8fe1f4a558fe51bf5807aff77c0fe6c6f6581bad395a9ee1f01d1fe016e87bfa:5664 8fe1f4a558fe51bf5807aff77c0fe6c6f6581bad395a9ee1f01d1fe016e87bfa:5664 MATCH
opc-reblob ooxml/xlsx/named-ranges-global.xlsx - 8fe1f4a558fe51bf5807aff77c0fe6c6f6581bad395a9ee1f01d1fe016e87bfa:5664 8fe1f4a558fe51bf5807aff77c0fe6c6f6581bad395a9ee1f01d1fe016e87bfa:5664 MATCH
open ooxml/xlsx/named-ranges-hidden.xlsx - ok ok MATCH
parts ooxml/xlsx/named-ranges-hidden.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/named-ranges-hidden.xlsx - b75f70ff0effa118fa3d4648369fb7167b20db35e5599fd52bddb238fefe5190:8959 b75f70ff0effa118fa3d4648369fb7167b20db35e5599fd52bddb238fefe5190:8959 MATCH
opc-reblob ooxml/xlsx/named-ranges-hidden.xlsx - b75f70ff0effa118fa3d4648369fb7167b20db35e5599fd52bddb238fefe5190:8959 b75f70ff0effa118fa3d4648369fb7167b20db35e5599fd52bddb238fefe5190:8959 MATCH
open ooxml/xlsx/noSharedStringTable.xlsx - ok ok MATCH
parts ooxml/xlsx/noSharedStringTable.xlsx - 8 8 MATCH
opc-noop ooxml/xlsx/noSharedStringTable.xlsx - 2aa358a1ab04cfffca6d13d827e4a5e12aea8376cdefc3a6e93575ce365d8ab6:7820 2aa358a1ab04cfffca6d13d827e4a5e12aea8376cdefc3a6e93575ce365d8ab6:7820 MATCH
opc-reblob ooxml/xlsx/noSharedStringTable.xlsx - 2aa358a1ab04cfffca6d13d827e4a5e12aea8376cdefc3a6e93575ce365d8ab6:7820 2aa358a1ab04cfffca6d13d827e4a5e12aea8376cdefc3a6e93575ce365d8ab6:7820 MATCH
open ooxml/xlsx/sample.xlsx - ok ok MATCH
parts ooxml/xlsx/sample.xlsx - 15 15 MATCH
opc-noop ooxml/xlsx/sample.xlsx - 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 MATCH
opc-reblob ooxml/xlsx/sample.xlsx - 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 MATCH
open ooxml/xlsx/shared-strings-malformed-count.xlsx - ok ok MATCH
parts ooxml/xlsx/shared-strings-malformed-count.xlsx - 8 8 MATCH
opc-noop ooxml/xlsx/shared-strings-malformed-count.xlsx - c3c025bed1736a240e0e91960aaaaebd795d95b54a7b977c2e451406aa1f9462:6266 c3c025bed1736a240e0e91960aaaaebd795d95b54a7b977c2e451406aa1f9462:6266 MATCH
opc-reblob ooxml/xlsx/shared-strings-malformed-count.xlsx - c3c025bed1736a240e0e91960aaaaebd795d95b54a7b977c2e451406aa1f9462:6266 c3c025bed1736a240e0e91960aaaaebd795d95b54a7b977c2e451406aa1f9462:6266 MATCH
open ooxml/xlsx/shared_formulas.xlsx - ok ok MATCH
parts ooxml/xlsx/shared_formulas.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/shared_formulas.xlsx - 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 MATCH
opc-reblob ooxml/xlsx/shared_formulas.xlsx - 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 MATCH
open ooxml/xlsx/sharedhyperlink.xlsx - ok ok MATCH
parts ooxml/xlsx/sharedhyperlink.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/sharedhyperlink.xlsx - 91329edc5d293926c0294b6443449d90b3ac9d53a174c2f5c4d9e59ecea8fc73:9080 91329edc5d293926c0294b6443449d90b3ac9d53a174c2f5c4d9e59ecea8fc73:9080 MATCH
opc-reblob ooxml/xlsx/sharedhyperlink.xlsx - 91329edc5d293926c0294b6443449d90b3ac9d53a174c2f5c4d9e59ecea8fc73:9080 91329edc5d293926c0294b6443449d90b3ac9d53a174c2f5c4d9e59ecea8fc73:9080 MATCH
open ooxml/xlsx/sheet-names.xlsx - ok ok MATCH
parts ooxml/xlsx/sheet-names.xlsx - 12 12 MATCH
opc-noop ooxml/xlsx/sheet-names.xlsx - e768518ed6161ec4698e6a24506fc71ce2ebf56b0a2fa5d9dd352b2dfb5f47ec:9425 e768518ed6161ec4698e6a24506fc71ce2ebf56b0a2fa5d9dd352b2dfb5f47ec:9425 MATCH
opc-reblob ooxml/xlsx/sheet-names.xlsx - e768518ed6161ec4698e6a24506fc71ce2ebf56b0a2fa5d9dd352b2dfb5f47ec:9425 e768518ed6161ec4698e6a24506fc71ce2ebf56b0a2fa5d9dd352b2dfb5f47ec:9425 MATCH
open ooxml/xlsx/sheet-state-show.xlsx - ok ok MATCH
parts ooxml/xlsx/sheet-state-show.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/sheet-state-show.xlsx - fa968f9b8a2f80254699ebde87f59b61c3fa746834e711570f233d43952dc163:26753 fa968f9b8a2f80254699ebde87f59b61c3fa746834e711570f233d43952dc163:26753 MATCH
opc-reblob ooxml/xlsx/sheet-state-show.xlsx - fa968f9b8a2f80254699ebde87f59b61c3fa746834e711570f233d43952dc163:26753 fa968f9b8a2f80254699ebde87f59b61c3fa746834e711570f233d43952dc163:26753 MATCH
open ooxml/xlsx/sheet-tab-color.xlsx - ok ok MATCH
parts ooxml/xlsx/sheet-tab-color.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/sheet-tab-color.xlsx - 5501d6ae93866d0425aadbab74443bee6146533182b7ceb90c620ab6de55d39f:8408 5501d6ae93866d0425aadbab74443bee6146533182b7ceb90c620ab6de55d39f:8408 MATCH
opc-reblob ooxml/xlsx/sheet-tab-color.xlsx - 5501d6ae93866d0425aadbab74443bee6146533182b7ceb90c620ab6de55d39f:8408 5501d6ae93866d0425aadbab74443bee6146533182b7ceb90c620ab6de55d39f:8408 MATCH
open ooxml/xlsx/sheetProtection_allLocked.xlsx - ok ok MATCH
parts ooxml/xlsx/sheetProtection_allLocked.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/sheetProtection_allLocked.xlsx - ea89db75ac2ab78d1dced2ccd6f57d8ad200f015ac9e49b988f1a9df2fc36d83:7871 ea89db75ac2ab78d1dced2ccd6f57d8ad200f015ac9e49b988f1a9df2fc36d83:7871 MATCH
opc-reblob ooxml/xlsx/sheetProtection_allLocked.xlsx - ea89db75ac2ab78d1dced2ccd6f57d8ad200f015ac9e49b988f1a9df2fc36d83:7871 ea89db75ac2ab78d1dced2ccd6f57d8ad200f015ac9e49b988f1a9df2fc36d83:7871 MATCH
open ooxml/xlsx/sheetProtection_not_protected.xlsx - ok ok MATCH
parts ooxml/xlsx/sheetProtection_not_protected.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/sheetProtection_not_protected.xlsx - 36d855f2915a60424c9d38dc8f53ab7021664f10672c66c79777d4b7ee78484a:28728 36d855f2915a60424c9d38dc8f53ab7021664f10672c66c79777d4b7ee78484a:28728 MATCH
opc-reblob ooxml/xlsx/sheetProtection_not_protected.xlsx - 36d855f2915a60424c9d38dc8f53ab7021664f10672c66c79777d4b7ee78484a:28728 36d855f2915a60424c9d38dc8f53ab7021664f10672c66c79777d4b7ee78484a:28728 MATCH
open ooxml/xlsx/sortconditionref.xlsx - ok ok MATCH
parts ooxml/xlsx/sortconditionref.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/sortconditionref.xlsx - 40accc003c5b305b3adef414f8b13a9ec6b1ecb0f97d54305e00005480f81c0c:8993 40accc003c5b305b3adef414f8b13a9ec6b1ecb0f97d54305e00005480f81c0c:8993 MATCH
opc-reblob ooxml/xlsx/sortconditionref.xlsx - 40accc003c5b305b3adef414f8b13a9ec6b1ecb0f97d54305e00005480f81c0c:8993 40accc003c5b305b3adef414f8b13a9ec6b1ecb0f97d54305e00005480f81c0c:8993 MATCH
open ooxml/xlsx/sortconditionref2.xlsx - ok ok MATCH
parts ooxml/xlsx/sortconditionref2.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/sortconditionref2.xlsx - fe574ac4fe70f4edbd355b6042c0945e23df112f3de0db51588c6e3e7db72944:14816 fe574ac4fe70f4edbd355b6042c0945e23df112f3de0db51588c6e3e7db72944:14816 MATCH
opc-reblob ooxml/xlsx/sortconditionref2.xlsx - fe574ac4fe70f4edbd355b6042c0945e23df112f3de0db51588c6e3e7db72944:14816 fe574ac4fe70f4edbd355b6042c0945e23df112f3de0db51588c6e3e7db72944:14816 MATCH
open ooxml/xlsx/style-alternate-content.xlsx - ok ok MATCH
parts ooxml/xlsx/style-alternate-content.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/style-alternate-content.xlsx - 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 MATCH
opc-reblob ooxml/xlsx/style-alternate-content.xlsx - 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 MATCH
open ooxml/xlsx/styles.xlsx - ok ok MATCH
parts ooxml/xlsx/styles.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/styles.xlsx - 4b544c197c391a8eb1711e9c6a962fd6371a96815dded21aa2461d71e27a046c:9309 4b544c197c391a8eb1711e9c6a962fd6371a96815dded21aa2461d71e27a046c:9309 MATCH
opc-reblob ooxml/xlsx/styles.xlsx - 4b544c197c391a8eb1711e9c6a962fd6371a96815dded21aa2461d71e27a046c:9309 4b544c197c391a8eb1711e9c6a962fd6371a96815dded21aa2461d71e27a046c:9309 MATCH
open ooxml/xlsx/table-sample.xlsx - ok ok MATCH
parts ooxml/xlsx/table-sample.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/table-sample.xlsx - d43a2c85e8f91c100a62f0ed0006789604ff818f017dd3be90e10a1af2093462:10595 d43a2c85e8f91c100a62f0ed0006789604ff818f017dd3be90e10a1af2093462:10595 MATCH
opc-reblob ooxml/xlsx/table-sample.xlsx - d43a2c85e8f91c100a62f0ed0006789604ff818f017dd3be90e10a1af2093462:10595 d43a2c85e8f91c100a62f0ed0006789604ff818f017dd3be90e10a1af2093462:10595 MATCH
open ooxml/xlsx/tableStyle.xlsx - ok ok MATCH
parts ooxml/xlsx/tableStyle.xlsx - 12 12 MATCH
opc-noop ooxml/xlsx/tableStyle.xlsx - 494f76f9c9fa63f1980b7a250bbfcf6f8df7fb0b1cd5528307deef1b0b5b6cb8:10899 494f76f9c9fa63f1980b7a250bbfcf6f8df7fb0b1cd5528307deef1b0b5b6cb8:10899 MATCH
opc-reblob ooxml/xlsx/tableStyle.xlsx - 494f76f9c9fa63f1980b7a250bbfcf6f8df7fb0b1cd5528307deef1b0b5b6cb8:10899 494f76f9c9fa63f1980b7a250bbfcf6f8df7fb0b1cd5528307deef1b0b5b6cb8:10899 MATCH
