# fixture operation parts inflated_bytes parts_inflated bytes_inflated outcome
ooxml/xlsx/sortconditionref.xlsx opc-reblob 7 14599 1 787 published:8993
ooxml/xlsx/sortconditionref2.xlsx opc-reblob 11 78707 1 842 published:14816
ooxml/xlsx/style-alternate-content.xlsx opc-reblob 7 49209 1 545 published:10103
ooxml/xlsx/styles.xlsx opc-reblob 9 16190 1 855 published:9309
ooxml/xlsx/table-sample.xlsx opc-reblob 9 17774 1 816 published:10595
ooxml/xlsx/tableStyle.xlsx opc-reblob 10 21982 1 785 published:10899
ooxml/xlsx/test_conditional_formatting.xlsx opc-reblob 9 18116 1 795 published:10203
ooxml/xlsx/universal-content.xlsx opc-reblob 9 12730 1 352 published:7296
poi/test-data/document/61745.docx opc-reblob 16 98750 1 709 published:37030
poi/test-data/document/Bug54849.docx opc-reblob 21 110027 1 218 published:27566
poi/test-data/document/ComplexNumberedLists.docx opc-reblob 10 62145 1 983 published:14458
poi/test-data/document/EmbeddedDocument.docx opc-reblob 10 49867 1 686 published:13268
poi/test-data/document/Numbering.docx opc-reblob 9 61626 1 1004 published:13808
poi/test-data/document/NumberingWOverrides.docx opc-reblob 9 141245 1 1183 published:15190
poi/test-data/document/NumberingWithOutOfOrderId.docx opc-reblob 9 52125 1 1004 published:12978
poi/test-data/document/heading123.docx opc-reblob 9 90532 1 744 published:74810
poi/test-data/document/saut_page.docx opc-reblob 26 5359641 1 584 published:2959626
poi/test-data/document/testComment.docx opc-reblob 13 111088 1 711 published:65298
poi/test-data/integration/test_recursive_embedded.docx opc-reblob 18 76737 1 984 published:27082
poi/test-data/openxml4j/50154.xlsx opc-reblob 15 22252 1 945 published:13583
poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx opc-reblob 9 36732 1 1040 published:13159
poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx opc-reblob 8 27566 1 1016 published:9788
poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx opc-reblob 8 27594 1 1016 published:9801
poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx opc-reblob 8 27530 1 1016 published:9786
poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx opc-reblob 8 27548 1 1016 published:9787
poi/test-data/openxml4j/OPCCompliance_CoreProperties_OnlyOneCorePropertiesPartFAIL.docx opc-reblob - - - - open-refused:MultipleCorePropertiesRelationships
poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx opc-reblob 8 27522 1 1016 published:10058
poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx opc-reblob 8 27619 1 1016 published:9814
poi/test-data/openxml4j/OPCCompliance_DerivedPartNameFAIL.docx opc-reblob - - - - open-refused:DerivedPartNames { existing: "/word/document.xml", candidate: "/word/document.xml/image1.gif" }
poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx opc-reblob 12 19562 1 839 published:11483
poi/test-data/slideshow/45545_Comment.pptx opc-reblob 58 907994 1 1830 published:308394
poi/test-data/slideshow/ArtisticEffectSample.pptx opc-reblob 37 1312710 1 290 published:972788
poi/test-data/slideshow/EmbeddedAudio.pptx opc-reblob 23 143755 1 1302 published:90047
poi/test-data/slideshow/EmbeddedVideo.pptx opc-reblob 23 255786 1 1280 published:201418
poi/test-data/slideshow/bug62513.pptx opc-reblob 75 620797 1 2061 refused:PreservationUnavailable_{_reason:_"source_ZIP_framing_or_opaque_members_cannot_be_preserved_after_this_mutation"_}
poi/test-data/slideshow/bug65551.pptx opc-reblob 27 121382 1 11683 published:34383
poi/test-data/slideshow/placeholder-layout-color.pptx opc-reblob 20 395876 1 1335 published:346876
poi/test-data/slideshow/prProps.pptx opc-reblob 17 80017 1 1231 published:30976
poi/test-data/spreadsheet/45540_classic_Header.xlsx opc-reblob 25 149783 1 1043 published:40213
poi/test-data/spreadsheet/45540_form_Footer.xlsx opc-reblob 54 129937 1 806 published:57465
poi/test-data/spreadsheet/45540_form_Header.xlsx opc-reblob 54 129937 1 806 published:57471
poi/test-data/spreadsheet/47889.xlsx opc-reblob 5 4045 1 140 published:3555
poi/test-data/spreadsheet/48962.xlsx opc-reblob 8 66684 1 805 published:50260
